date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,@ Rhode Island,0-3,3.0,0,22.0,20.0,87.0,0.023,22.0,3.0,3.0,34.0,9.0,0.0,2.0,0.0,26.0,3.0,Rhode Island,3,7.333333333333333,6.666666666666667,29.0,7.333333333333333,1.0,1.0,11.333333333333334,3.0,0.0,0.6666666666666666,0.0,8.666666666666666
08/31/2013,New Hampshire,0-3,3.0,0,26.0,25.0,98.0,0.01,24.0,2.0,6.0,34.0,2.0,2.0,6.0,1.0,33.0,0.0,New Hampshire,3,8.666666666666666,8.333333333333334,32.666666666666664,8.0,0.6666666666666666,2.0,11.333333333333334,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,11.0
08/31/2013,@ Lehigh,0-3,3.0,0,22.0,18.0,88.0,0.045,21.0,2.0,5.0,39.0,5.0,6.0,0.0,0.0,30.0,3.0,Lehigh,3,7.333333333333333,6.0,29.333333333333332,7.0,0.6666666666666666,1.6666666666666667,13.0,1.6666666666666667,2.0,0.0,0.0,10.0
09/04/2013,@ NJIT,0-3,3.0,0,39.0,22.0,128.0,0.133,38.0,5.0,9.0,52.0,4.0,2.0,2.0,1.0,47.0,0.0,NJIT,3,13.0,7.333333333333333,42.666666666666664,12.666666666666666,1.6666666666666667,3.0,17.333333333333332,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,15.666666666666666
09/06/2013,FDU,3-1,4.0,0,47.0,22.0,136.0,0.184,44.0,11.0,10.0,61.0,7.0,2.0,10.0,1.0,65.0,3.0,FDU,4,11.75,5.5,34.0,11.0,2.75,2.5,15.25,1.75,0.5,2.5,0.25,16.25
09/06/2013,Wright St. @ Lafayette,2-3,5.0,0,44.0,25.0,123.0,0.154,39.0,11.0,8.0,49.0,5.0,0.0,8.0,1.0,59.0,0.0,Wright St.,5,8.8,5.0,24.6,7.8,2.2,1.6,9.8,1.0,0.0,1.6,0.2,11.8
09/07/2013,@ Lafayette,0-3,3.0,0,31.0,20.0,101.0,0.109,30.0,4.0,2.0,34.0,7.0,2.0,0.0,2.0,37.0,0.0,Lafayette,3,10.333333333333334,6.666666666666667,33.666666666666664,10.0,1.3333333333333333,0.6666666666666666,11.333333333333334,2.333333333333333,0.6666666666666666,0.0,0.6666666666666666,12.333333333333334
09/07/2013,@ Lehigh,0-3,3.0,0,31.0,20.0,86.0,0.128,28.0,2.0,5.0,34.0,7.0,2.0,0.0,0.0,35.0,1.0,Lehigh,3,10.333333333333334,6.666666666666667,28.666666666666668,9.333333333333334,0.6666666666666666,1.6666666666666667,11.333333333333334,2.333333333333333,0.6666666666666666,0.0,0.0,11.666666666666666
09/13/2013,"Chicago St. @ Syracuse, N.Y.",0-3,3.0,0,19.0,16.0,88.0,0.034,19.0,5.0,9.0,32.0,3.0,1.0,4.0,1.0,27.0,2.0,Chicago St.,3,6.333333333333333,5.333333333333333,29.333333333333332,6.333333333333333,1.6666666666666667,3.0,10.666666666666666,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,9.0
09/13/2013,@ Syracuse,0-3,3.0,0,16.0,22.0,72.0,-0.083,16.0,3.0,3.0,30.0,12.0,0.0,2.0,0.0,20.0,1.0,Syracuse,3,5.333333333333333,7.333333333333333,24.0,5.333333333333333,1.0,1.0,10.0,4.0,0.0,0.6666666666666666,0.0,6.666666666666667
