date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,North Florida,3-0,3.0,0,41.0,11.0,98.0,0.306,38.0,6.0,4.0,56.0,2.0,7.0,14.0,1.0,61.0,1.0,North Florida,3,13.666666666666666,3.6666666666666665,32.666666666666664,12.666666666666666,2.0,1.3333333333333333,18.666666666666668,0.6666666666666666,2.3333333333333335,4.666666666666667,0.3333333333333333,20.333333333333332
08/30/2013,Valparaiso,2-3,5.0,0,62.0,34.0,157.0,0.178,56.0,5.0,5.0,77.0,5.0,6.0,8.0,4.0,77.0,1.0,Valparaiso,5,12.4,6.8,31.4,11.2,1.0,1.0,15.4,1.0,1.2,1.6,0.8,15.4
08/31/2013,Ark.-Pine Bluff,3-0,3.0,0,44.0,8.0,79.0,0.456,39.0,12.0,3.0,26.0,1.0,2.0,6.0,0.0,61.0,2.0,Ark.-Pine Bluff,3,14.666666666666666,2.6666666666666665,26.333333333333332,13.0,4.0,1.0,8.666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.0,20.333333333333332
08/31/2013,Alabama St.,3-0,3.0,0,40.0,11.0,77.0,0.377,35.0,6.0,5.0,22.0,1.0,3.0,6.0,0.0,52.0,0.0,Alabama St.,3,13.333333333333334,3.6666666666666665,25.666666666666668,11.666666666666666,2.0,1.6666666666666667,7.333333333333333,0.3333333333333333,1.0,2.0,0.0,17.333333333333332
09/06/2013,George Washington,3-0,3.0,0,38.0,9.0,89.0,0.326,37.0,8.0,6.0,37.0,1.0,7.0,4.0,1.0,55.0,0.0,George Washington,3,12.666666666666666,3.0,29.666666666666668,12.333333333333334,2.6666666666666665,2.0,12.333333333333334,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,18.333333333333332
09/06/2013,Elon,3-0,3.0,0,43.0,6.0,78.0,0.474,38.0,4.0,5.0,35.0,3.0,3.0,12.0,2.0,56.0,2.0,Elon,3,14.333333333333334,2.0,26.0,12.666666666666666,1.3333333333333333,1.6666666666666667,11.666666666666666,1.0,1.0,4.0,0.6666666666666666,18.666666666666668
09/07/2013,SFA,3-2,5.0,0,72.0,19.0,149.0,0.356,70.0,2.0,4.0,77.0,9.0,7.0,10.0,4.0,86.0,1.0,SFA,5,14.4,3.8,29.8,14.0,0.4,0.8,15.4,1.8,1.4,2.0,0.8,17.2
09/13/2013,"Clemson @ Atlanta, Ga.",2-3,5.0,0,51.0,30.0,166.0,0.127,49.0,3.0,7.0,65.0,6.0,3.0,20.0,4.0,67.0,4.0,Clemson,5,10.2,6.0,33.2,9.8,0.6,1.4,13.0,1.2,0.6,4.0,0.8,13.4
09/13/2013,@ Georgia St.,3-1,4.0,0,64.0,17.0,146.0,0.322,64.0,4.0,6.0,57.0,3.0,2.0,8.0,2.0,74.0,4.0,Georgia St.,4,16.0,4.25,36.5,16.0,1.0,1.5,14.25,0.75,0.5,2.0,0.5,18.5
09/14/2013,"Buffalo @ Atlanta, GA",0-3,3.0,0,39.0,21.0,121.0,0.149,36.0,3.0,2.0,46.0,4.0,0.0,8.0,5.0,46.0,1.0,Buffalo,3,13.0,7.0,40.333333333333336,12.0,1.0,0.6666666666666666,15.333333333333334,1.3333333333333333,0.0,2.6666666666666665,1.6666666666666667,15.333333333333334
09/14/2013,"Davidson @ Atlanta, GA",3-1,4.0,0,69.0,19.0,147.0,0.34,67.0,2.0,6.0,71.0,4.0,1.0,20.0,4.0,82.0,1.0,Davidson,4,17.25,4.75,36.75,16.75,0.5,1.5,17.75,1.0,0.25,5.0,1.0,20.5
09/18/2013,Jacksonville,3-1,4.0,0,60.0,19.0,127.0,0.323,59.0,1.0,5.0,54.0,3.0,1.0,10.0,2.0,67.0,2.0,Jacksonville,4,15.0,4.75,31.75,14.75,0.25,1.25,13.5,0.75,0.25,2.5,0.5,16.75
09/20/2013,@ Fla. Atlantic,2-3,5.0,0,69.0,36.0,199.0,0.166,67.0,2.0,0.0,91.0,1.0,2.0,20.0,3.0,83.0,1.0,Fla. Atlantic,5,13.8,7.2,39.8,13.4,0.4,0.0,18.2,0.2,0.4,4.0,0.6,16.6
09/27/2013,South Fla.,3-0,3.0,0,49.0,26.0,125.0,0.184,49.0,3.0,1.0,60.0,2.0,3.0,12.0,0.0,61.0,0.0,South Fla.,3,16.333333333333332,8.666666666666666,41.666666666666664,16.333333333333332,1.0,0.3333333333333333,20.0,0.6666666666666666,1.0,4.0,0.0,20.333333333333332
10/04/2013,UConn,3-2,5.0,0,51.0,21.0,175.0,0.171,50.0,3.0,2.0,83.0,4.0,1.0,12.0,2.0,61.0,5.0,UConn,5,10.2,4.2,35.0,10.0,0.6,0.4,16.6,0.8,0.2,2.4,0.4,12.2
10/06/2013,Rutgers,3-0,3.0,0,40.0,10.0,101.0,0.297,36.0,5.0,5.0,55.0,2.0,2.0,10.0,1.0,52.0,2.0,Rutgers,3,13.333333333333334,3.3333333333333335,33.666666666666664,12.0,1.6666666666666667,1.6666666666666667,18.333333333333332,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,17.333333333333332
10/10/2013,@ Cincinnati,3-0,3.0,0,35.0,11.0,97.0,0.247,33.0,2.0,4.0,40.0,3.0,5.0,16.0,2.0,50.0,1.0,Cincinnati,3,11.666666666666666,3.6666666666666665,32.333333333333336,11.0,0.6666666666666666,1.3333333333333333,13.333333333333334,1.0,1.6666666666666667,5.333333333333333,0.6666666666666666,16.666666666666668
10/13/2013,@ Louisville,1-3,4.0,0,51.0,23.0,174.0,0.161,48.0,2.0,4.0,80.0,4.0,1.0,18.0,0.0,63.0,2.0,Louisville,4,12.75,5.75,43.5,12.0,0.5,1.0,20.0,1.0,0.25,4.5,0.0,15.75
10/18/2013,@ Houston,0-3,3.0,0,42.0,19.0,133.0,0.173,38.0,0.0,1.0,56.0,8.0,3.0,6.0,2.0,48.0,1.0,Houston,3,14.0,6.333333333333333,44.333333333333336,12.666666666666666,0.0,0.3333333333333333,18.666666666666668,2.6666666666666665,1.0,2.0,0.6666666666666666,16.0
