date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,"Houston @ San Marcos, Texas",1-3,4.0,0,36.0,24.0,119.0,0.101,36.0,6.0,9.0,53.0,6.0,2.0,8.0,1.0,48.0,0.0,Houston,4,9.0,6.0,29.75,9.0,1.5,2.25,13.25,1.5,0.5,2.0,0.25,12.0
08/30/2013,@ Texas St.,0-3,3.0,0,22.0,21.0,82.0,0.012,21.0,1.0,5.0,32.0,8.0,0.0,0.0,1.0,23.0,1.0,Texas St.,3,7.333333333333333,7.0,27.333333333333332,7.0,0.3333333333333333,1.6666666666666667,10.666666666666666,2.6666666666666665,0.0,0.0,0.3333333333333333,7.666666666666667
08/31/2013,"SMU @ San Marcos, Texas",0-3,3.0,0,23.0,24.0,77.0,-0.013,20.0,2.0,9.0,26.0,7.0,1.0,10.0,1.0,31.0,1.0,SMU,3,7.666666666666667,8.0,25.666666666666668,6.666666666666667,0.6666666666666666,3.0,8.666666666666666,2.333333333333333,0.3333333333333333,3.3333333333333335,0.3333333333333333,10.333333333333334
08/31/2013,"Quinnipiac @ San Marcos, Texas",3-1,4.0,0,49.0,26.0,125.0,0.184,43.0,7.0,15.0,48.0,1.0,2.0,20.0,1.0,68.0,2.0,Quinnipiac,4,12.25,6.5,31.25,10.75,1.75,3.75,12.0,0.25,0.5,5.0,0.25,17.0
09/02/2013,UTRGV,2-3,5.0,0,56.0,36.0,172.0,0.116,53.0,15.0,18.0,73.0,3.0,3.0,12.0,6.0,80.0,2.0,UTRGV,5,11.2,7.2,34.4,10.6,3.0,3.6,14.6,0.6,0.6,2.4,1.2,16.0
09/05/2013,@ UTSA,0-3,3.0,0,32.0,24.0,109.0,0.073,28.0,1.0,6.0,40.0,3.0,2.0,8.0,0.0,39.0,3.0,UTSA,3,10.666666666666666,8.0,36.333333333333336,9.333333333333334,0.3333333333333333,2.0,13.333333333333334,1.0,0.6666666666666666,2.6666666666666665,0.0,13.0
09/05/2013,"Texas A&M @ San Antonio, Texas",0-3,3.0,0,22.0,19.0,84.0,0.036,16.0,1.0,4.0,26.0,7.0,1.0,14.0,4.0,31.0,2.0,Texas A&M,3,7.333333333333333,6.333333333333333,28.0,5.333333333333333,0.3333333333333333,1.3333333333333333,8.666666666666666,2.333333333333333,0.3333333333333333,4.666666666666667,1.3333333333333333,10.333333333333334
09/06/2013,"LMU (CA) @ San Antonio, Texas",0-3,3.0,0,26.0,14.0,84.0,0.143,24.0,1.0,6.0,32.0,11.0,1.0,4.0,5.0,30.0,1.0,LMU ,3,8.666666666666666,4.666666666666667,28.0,8.0,0.3333333333333333,2.0,10.666666666666666,3.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,10.0
09/10/2013,Rice,0-3,3.0,0,27.0,24.0,98.0,0.031,26.0,3.0,6.0,36.0,7.0,1.0,8.0,4.0,35.0,1.0,Rice,3,9.0,8.0,32.666666666666664,8.666666666666666,1.0,2.0,12.0,2.333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,11.666666666666666
09/13/2013,@ Sam Houston,0-3,3.0,0,27.0,16.0,105.0,0.105,27.0,3.0,10.0,48.0,12.0,1.0,0.0,1.0,31.0,1.0,Sam Houston,3,9.0,5.333333333333333,35.0,9.0,1.0,3.3333333333333335,16.0,4.0,0.3333333333333333,0.0,0.3333333333333333,10.333333333333334
09/14/2013,"Washington St. @ Huntsville, Texas",0-3,3.0,0,27.0,18.0,101.0,0.089,27.0,1.0,7.0,38.0,1.0,0.0,6.0,1.0,31.0,0.0,Washington St.,3,9.0,6.0,33.666666666666664,9.0,0.3333333333333333,2.3333333333333335,12.666666666666666,0.3333333333333333,0.0,2.0,0.3333333333333333,10.333333333333334
09/14/2013,"Jackson St. @ Huntsville, Texas",3-0,3.0,0,43.0,19.0,104.0,0.231,37.0,4.0,13.0,39.0,5.0,0.0,21.0,0.0,57.5,0.0,Jackson St.,3,14.333333333333334,6.333333333333333,34.666666666666664,12.333333333333334,1.3333333333333333,4.333333333333333,13.0,1.6666666666666667,0.0,7.0,0.0,19.166666666666668
09/19/2013,@ McNeese,1-3,4.0,0,51.0,24.0,119.0,0.227,46.0,6.0,6.0,37.0,2.0,2.0,12.0,2.0,65.0,6.0,McNeese,4,12.75,6.0,29.75,11.5,1.5,1.5,9.25,0.5,0.5,3.0,0.5,16.25
09/21/2013,@ Nicholls,3-0,3.0,0,33.0,17.0,98.0,0.163,33.0,2.0,5.0,46.0,1.0,1.0,16.0,0.0,44.0,6.0,Nicholls,3,11.0,5.666666666666667,32.666666666666664,11.0,0.6666666666666666,1.6666666666666667,15.333333333333334,0.3333333333333333,0.3333333333333333,5.333333333333333,0.0,14.666666666666666
09/26/2013,Houston Christian,3-2,5.0,0,57.0,28.0,153.0,0.19,55.0,9.0,12.0,74.0,9.0,0.0,16.0,2.0,74.0,4.0,Houston Christian,5,11.4,5.6,30.6,11.0,1.8,2.4,14.8,1.8,0.0,3.2,0.4,14.8
09/28/2013,A&M-Corpus Christi,2-3,5.0,0,58.0,26.0,166.0,0.193,56.0,5.0,10.0,80.0,2.0,4.0,18.0,1.0,76.0,7.0,A&M-Corpus Christi,5,11.6,5.2,33.2,11.2,1.0,2.0,16.0,0.4,0.8,3.6,0.2,15.2
10/01/2013,@ Tulane,0-3,3.0,0,31.0,19.0,98.0,0.122,28.0,5.0,5.0,37.0,2.0,0.0,6.0,2.0,39.0,6.0,Tulane,3,10.333333333333334,6.333333333333333,32.666666666666664,9.333333333333334,1.6666666666666667,1.6666666666666667,12.333333333333334,0.6666666666666666,0.0,2.0,0.6666666666666666,13.0
10/05/2013,Sam Houston,1-3,4.0,0,51.0,22.0,143.0,0.203,48.0,6.0,9.0,54.0,5.0,1.0,18.0,3.0,67.0,2.0,Sam Houston,4,12.75,5.5,35.75,12.0,1.5,2.25,13.5,1.25,0.25,4.5,0.75,16.75
10/10/2013,@ Abilene Christian,3-0,3.0,0,37.0,18.0,94.0,0.202,36.0,6.0,4.0,40.0,1.0,8.0,2.0,0.0,52.0,2.0,Abilene Christian,3,12.333333333333334,6.0,31.333333333333332,12.0,2.0,1.3333333333333333,13.333333333333334,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.0,17.333333333333332
10/12/2013,@ UIW,3-0,3.0,0,39.0,12.0,93.0,0.29,39.0,3.0,5.0,46.0,3.0,3.0,12.0,1.0,51.0,2.0,UIW,3,13.0,4.0,31.0,13.0,1.0,1.6666666666666667,15.333333333333334,1.0,1.0,4.0,0.3333333333333333,17.0
10/17/2013,Southeastern La.,3-0,3.0,0,42.0,8.0,90.0,0.378,35.0,7.0,5.0,37.0,1.0,0.0,15.0,0.0,56.5,2.0,Southeastern La.,3,14.0,2.6666666666666665,30.0,11.666666666666666,2.3333333333333335,1.6666666666666667,12.333333333333334,0.3333333333333333,0.0,5.0,0.0,18.833333333333332
10/19/2013,New Orleans,3-1,4.0,0,50.0,19.0,124.0,0.25,49.0,6.0,10.0,47.0,8.0,4.0,14.0,0.0,67.0,1.0,New Orleans,4,12.5,4.75,31.0,12.25,1.5,2.5,11.75,2.0,1.0,3.5,0.0,16.75
10/24/2013,@ Northwestern St.,1-3,4.0,0,56.0,21.0,151.0,0.232,54.0,6.0,8.0,68.0,3.0,3.0,10.0,2.0,70.0,0.0,Northwestern St.,4,14.0,5.25,37.75,13.5,1.5,2.0,17.0,0.75,0.75,2.5,0.5,17.5
10/26/2013,@ SFA,1-3,4.0,0,48.0,25.0,141.0,0.163,46.0,5.0,5.0,54.0,5.0,5.0,4.0,1.0,60.0,3.0,SFA,4,12.0,6.25,35.25,11.5,1.25,1.25,13.5,1.25,1.25,1.0,0.25,15.0
10/31/2013,Central Ark.,0-3,3.0,0,23.0,22.0,85.0,0.012,21.0,4.0,11.0,34.0,2.0,3.0,8.0,1.0,34.0,0.0,Central Ark.,3,7.666666666666667,7.333333333333333,28.333333333333332,7.0,1.3333333333333333,3.6666666666666665,11.333333333333334,0.6666666666666666,1.0,2.6666666666666665,0.3333333333333333,11.333333333333334
11/02/2013,Oral Roberts,1-3,4.0,0,45.0,26.0,138.0,0.138,39.0,6.0,8.0,49.0,8.0,0.0,14.0,1.0,58.0,2.0,Oral Roberts,4,11.25,6.5,34.5,9.75,1.5,2.0,12.25,2.0,0.0,3.5,0.25,14.5
11/07/2013,Nicholls,3-1,4.0,0,54.0,21.0,144.0,0.229,53.0,7.0,12.0,72.0,7.0,1.0,26.0,0.0,75.0,5.0,Nicholls,4,13.5,5.25,36.0,13.25,1.75,3.0,18.0,1.75,0.25,6.5,0.0,18.75
11/09/2013,McNeese,0-3,3.0,0,41.0,21.0,107.0,0.187,37.0,6.0,4.0,36.0,3.0,1.0,14.0,2.0,55.0,3.0,McNeese,3,13.666666666666666,7.0,35.666666666666664,12.333333333333334,2.0,1.3333333333333333,12.0,1.0,0.3333333333333333,4.666666666666667,0.6666666666666666,18.333333333333332
11/13/2013,@ A&M-Corpus Christi,0-3,3.0,0,38.0,23.0,122.0,0.123,36.0,1.0,5.0,52.0,4.0,0.0,16.0,2.0,47.0,2.0,A&M-Corpus Christi,3,12.666666666666666,7.666666666666667,40.666666666666664,12.0,0.3333333333333333,1.6666666666666667,17.333333333333332,1.3333333333333333,0.0,5.333333333333333,0.6666666666666666,15.666666666666666
11/16/2013,@ Houston Christian,0-3,3.0,0,35.0,15.0,117.0,0.171,31.0,3.0,5.0,44.0,4.0,1.0,20.0,3.0,49.0,1.0,Houston Christian,3,11.666666666666666,5.0,39.0,10.333333333333334,1.0,1.6666666666666667,14.666666666666666,1.3333333333333333,0.3333333333333333,6.666666666666667,1.0,16.333333333333332
