date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,Robert Morris,3-0,3.0,0,39.0,21.0,85.0,0.212,34.0,6.0,10.0,32.0,1.0,2.0,14.0,1.0,54.0,0.0,Robert Morris,3,13.0,7.0,28.333333333333332,11.333333333333334,2.0,3.3333333333333335,10.666666666666666,0.3333333333333333,0.6666666666666666,4.666666666666667,0.3333333333333333,18.0
08/31/2013,Rutgers,3-0,3.0,0,41.0,13.0,83.0,0.337,35.0,3.0,9.0,31.0,5.0,1.0,14.0,1.0,52.0,0.0,Rutgers,3,13.666666666666666,4.333333333333333,27.666666666666668,11.666666666666666,1.0,3.0,10.333333333333334,1.6666666666666667,0.3333333333333333,4.666666666666667,0.3333333333333333,17.333333333333332
08/31/2013,Kent St.,3-1,4.0,0,66.0,29.0,127.0,0.291,58.0,8.0,10.0,46.0,1.0,2.0,6.0,1.0,79.0,0.0,Kent St.,4,16.5,7.25,31.75,14.5,2.0,2.5,11.5,0.25,0.5,1.5,0.25,19.75
09/06/2013,"South Carolina St. @ Charleston, S.C.",3-0,3.0,0,40.0,15.0,85.0,0.294,35.0,11.0,6.0,33.0,4.0,0.0,6.0,1.0,54.0,2.0,South Carolina St.,3,13.333333333333334,5.0,28.333333333333332,11.666666666666666,3.6666666666666665,2.0,11.0,1.3333333333333333,0.0,2.0,0.3333333333333333,18.0
09/07/2013,@ Col. of Charleston,1-3,4.0,0,50.0,21.0,122.0,0.238,43.0,3.0,10.0,35.0,5.0,1.0,10.0,1.0,59.0,0.0,Col. of Charleston,4,12.5,5.25,30.5,10.75,0.75,2.5,8.75,1.25,0.25,2.5,0.25,14.75
09/07/2013,"Coastal Carolina @ Charleston, S.C.",3-0,3.0,0,40.0,18.0,98.0,0.224,38.0,8.0,7.0,40.0,5.0,1.0,12.0,1.0,55.0,2.0,Coastal Carolina,3,13.333333333333334,6.0,32.666666666666664,12.666666666666666,2.6666666666666665,2.3333333333333335,13.333333333333334,1.6666666666666667,0.3333333333333333,4.0,0.3333333333333333,18.333333333333332
09/13/2013,Wyoming,3-1,4.0,0,65.0,21.0,127.0,0.346,55.0,7.0,18.0,43.0,5.0,0.0,14.0,5.0,79.0,1.0,Wyoming,4,16.25,5.25,31.75,13.75,1.75,4.5,10.75,1.25,0.0,3.5,1.25,19.75
09/14/2013,UAB,3-0,3.0,0,48.0,13.0,95.0,0.368,45.0,8.0,5.0,42.0,4.0,0.0,19.0,1.0,65.5,1.0,UAB,3,16.0,4.333333333333333,31.666666666666668,15.0,2.6666666666666665,1.6666666666666667,14.0,1.3333333333333333,0.0,6.333333333333333,0.3333333333333333,21.833333333333332
09/14/2013,Tennessee St.,3-1,4.0,0,68.0,21.0,125.0,0.376,62.0,4.0,12.0,46.0,0.0,1.0,8.0,2.0,77.0,1.0,Tennessee St.,4,17.0,5.25,31.25,15.5,1.0,3.0,11.5,0.0,0.25,2.0,0.5,19.25
09/20/2013,@ Duke,0-3,3.0,0,27.0,19.0,99.0,0.081,26.0,4.0,2.0,32.0,4.0,0.0,2.0,2.0,32.0,0.0,Duke,3,9.0,6.333333333333333,33.0,8.666666666666666,1.3333333333333333,0.6666666666666666,10.666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,10.666666666666666
