date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,Mississippi Val.,3-0,3.0,0,46.0,18.0,97.0,0.289,44.0,6.0,9.0,44.0,1.0,0.0,18.0,2.0,61.0,2.0,Mississippi Val.,3,15.333333333333334,6.0,32.333333333333336,14.666666666666666,2.0,3.0,14.666666666666666,0.3333333333333333,0.0,6.0,0.6666666666666666,20.333333333333332
08/31/2013,Nicholls,3-2,5.0,0,56.0,20.0,148.0,0.243,53.0,5.0,13.0,51.0,3.0,1.0,10.0,8.0,67.0,0.0,Nicholls,5,11.2,4.0,29.6,10.6,1.0,2.6,10.2,0.6,0.2,2.0,1.6,13.4
08/31/2013,Rider,3-0,3.0,0,39.0,11.0,92.0,0.304,33.0,7.0,5.0,45.0,4.0,0.0,8.0,4.0,50.0,3.0,Rider,3,13.0,3.6666666666666665,30.666666666666668,11.0,2.3333333333333335,1.6666666666666667,15.0,1.3333333333333333,0.0,2.6666666666666665,1.3333333333333333,16.666666666666668
09/03/2013,@ Southeastern La.,3-1,4.0,0,52.0,14.0,127.0,0.299,47.0,2.0,3.0,68.0,5.0,4.0,10.0,0.0,63.0,0.0,Southeastern La.,4,13.0,3.5,31.75,11.75,0.5,0.75,17.0,1.25,1.0,2.5,0.0,15.75
09/06/2013,@ Youngstown St.,3-1,4.0,0,52.0,27.0,173.0,0.145,50.0,3.0,3.0,86.0,6.0,2.0,15.0,2.0,64.5,1.0,Youngstown St.,4,13.0,6.75,43.25,12.5,0.75,0.75,21.5,1.5,0.5,3.75,0.5,16.125
09/06/2013,"Toledo @ Youngstown, Ohio",3-1,4.0,0,68.0,19.0,151.0,0.325,66.0,3.0,6.0,70.0,5.0,1.0,18.0,1.0,81.0,1.0,Toledo,4,17.0,4.75,37.75,16.5,0.75,1.5,17.5,1.25,0.25,4.5,0.25,20.25
09/07/2013,"Saint Francis (PA) @ Youngstown, Ohio",3-0,3.0,0,45.0,9.0,96.0,0.375,42.0,3.0,7.0,54.0,6.0,1.0,10.0,2.0,54.0,0.0,Saint Francis ,3,15.0,3.0,32.0,14.0,1.0,2.3333333333333335,18.0,2.0,0.3333333333333333,3.3333333333333335,0.6666666666666666,18.0
09/11/2013,@ New Orleans,3-0,3.0,0,45.0,16.0,91.0,0.319,37.0,4.0,5.0,39.0,3.0,0.0,4.0,3.0,51.0,0.0,New Orleans,3,15.0,5.333333333333333,30.333333333333332,12.333333333333334,1.3333333333333333,1.6666666666666667,13.0,1.0,0.0,1.3333333333333333,1.0,17.0
09/13/2013,Texas Southern,3-0,3.0,0,48.0,13.0,100.0,0.35,44.0,3.0,5.0,38.0,1.0,0.0,6.0,3.0,54.0,0.0,Texas Southern,3,16.0,4.333333333333333,33.333333333333336,14.666666666666666,1.0,1.6666666666666667,12.666666666666666,0.3333333333333333,0.0,2.0,1.0,18.0
09/13/2013,Florida A&M,3-0,3.0,0,55.0,13.0,110.0,0.382,50.0,3.0,3.0,55.0,3.0,2.0,8.0,3.0,64.0,1.0,Florida A&M,3,18.333333333333332,4.333333333333333,36.666666666666664,16.666666666666668,1.0,1.0,18.333333333333332,1.0,0.6666666666666666,2.6666666666666665,1.0,21.333333333333332
09/14/2013,North Dakota,1-3,4.0,0,57.0,28.0,157.0,0.185,52.0,5.0,2.0,58.0,2.0,2.0,6.0,0.0,67.0,1.0,North Dakota,4,14.25,7.0,39.25,13.0,1.25,0.5,14.5,0.5,0.5,1.5,0.0,16.75
09/20/2013,@ Radford,3-1,4.0,0,66.0,18.0,154.0,0.312,60.0,6.0,9.0,70.0,6.0,0.0,22.0,3.0,83.0,1.0,Radford,4,16.5,4.5,38.5,15.0,1.5,2.25,17.5,1.5,0.0,5.5,0.75,20.75
