date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/30/2013,San Francisco,3-2,5.0,0,65.0,14.0,135.0,0.378,59.0,5.0,11.0,64.0,8.0,2.0,12.0,0.0,78.0,1.0,San Francisco,5,13.0,2.8,27.0,11.8,1.0,2.2,12.8,1.6,0.4,2.4,0.0,15.6,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/31/2013,North Carolina,0-3,3.0,0,28.0,20.0,89.0,0.09,28.0,0.0,3.0,29.0,3.0,0.0,18.0,1.0,37.0,1.0,North Carolina,3,9.333333333333334,6.666666666666667,29.666666666666668,9.333333333333334,0.0,1.0,9.666666666666666,1.0,0.0,6.0,0.3333333333333333,12.333333333333334,,6.5,,1.4,,13.5,,0.189,,5.9,,0.5,,1.1,,6.4,,0.2,,1.2,,0.0,,7.8
08/31/2013,Notre Dame,3-1,4.0,0,54.0,25.0,122.0,0.238,53.0,4.0,8.0,42.0,3.0,3.0,20.0,1.0,71.0,1.0,Notre Dame,4,13.5,6.25,30.5,13.25,1.0,2.0,10.5,0.75,0.75,5.0,0.25,17.75,,7.4444444444444455,,3.1555555555555554,,18.88888888888889,,0.156,,7.044444444444444,,0.3333333333333333,,1.0666666666666667,,7.48888888888889,,0.13333333333333333,,2.8000000000000003,,0.1111111111111111,,9.311111111111112
09/03/2013,@ Southern Ill.,3-2,5.0,0,60.0,32.0,172.0,0.163,59.0,5.0,9.0,77.0,3.0,1.0,24.0,3.0,78.0,1.0,Southern Ill.,5,12.0,6.4,34.4,11.8,1.0,1.8,15.4,0.6,0.2,4.8,0.6,15.6,11.944444444444445,8.958333333333334,5.238888888888889,3.9291666666666667,29.055555555555557,21.791666666666668,0.2353333333333333,0.1765,11.46111111111111,8.595833333333333,0.6666666666666666,0.5,1.7333333333333334,1.3,10.988888888888889,8.241666666666667,0.3833333333333333,0.2875,4.466666666666667,3.35,0.19444444444444442,0.14583333333333331,15.22777777777778,11.420833333333334
09/06/2013,Virginia Tech,0-3,3.0,0,31.0,19.0,94.0,0.128,26.0,3.0,4.0,32.0,4.0,2.0,13.0,0.0,42.5,1.0,Virginia Tech,3,10.333333333333334,6.333333333333333,31.33333333333333,8.666666666666666,1.0,1.3333333333333333,10.666666666666666,1.3333333333333333,0.6666666666666666,4.333333333333333,0.0,14.166666666666666,11.611111111111112,9.566666666666666,6.43888888888889,4.423333333333334,31.522222222222222,24.313333333333333,0.16366666666666665,0.1738,11.46111111111111,9.236666666666668,0.6666666666666666,0.6,1.5999999999999999,1.4,11.855555555555554,9.673333333333334,0.31666666666666665,0.26999999999999996,5.266666666666667,3.6399999999999997,0.39444444444444443,0.23666666666666664,15.227777777777776,12.256666666666668
09/07/2013,North Dakota,3-2,5.0,0,56.0,26.0,159.0,0.189,54.0,3.0,5.0,61.0,5.0,1.0,16.0,3.0,68.0,0.0,North Dakota,5,11.2,5.2,31.8,10.8,0.6,1.0,12.2,1.0,0.2,3.2,0.6,13.6,11.944444444444443,9.694444444444445,6.327777777777778,4.741666666666666,32.077777777777776,25.48333333333333,0.17633333333333334,0.16616666666666666,11.238888888888889,9.141666666666667,1.0,0.6666666666666666,1.711111111111111,1.388888888888889,12.18888888888889,9.838888888888889,0.5388888888888889,0.3361111111111111,4.711111111111111,3.755555555555555,0.2833333333333334,0.1972222222222222,15.838888888888889,12.575000000000001
09/07/2013,Austin Peay,3-2,5.0,0,55.0,23.0,137.0,0.234,53.0,8.0,12.0,47.0,3.0,2.0,20.0,5.0,75.0,3.0,Austin Peay,5,11.0,4.6,27.4,10.6,1.6,2.4,9.4,0.6,0.4,4.0,1.0,15.0,11.177777777777777,9.90952380952381,5.977777777777778,4.807142857142857,32.511111111111106,26.385714285714283,0.16,0.16942857142857143,10.422222222222222,9.37857142857143,0.8666666666666667,0.6571428571428571,1.3777777777777775,1.3333333333333335,12.755555555555555,10.176190476190476,0.35555555555555557,0.3166666666666667,4.111111111111111,3.676190476190476,0.4000000000000001,0.25476190476190474,14.455555555555556,12.721428571428572
09/13/2013,@ Missouri St.,0-3,3.0,0,43.0,18.0,110.0,0.227,39.0,0.0,5.0,42.0,5.0,3.0,12.0,3.0,52.0,3.0,Missouri St.,3,14.333333333333334,6.0,36.66666666666666,13.0,0.0,1.6666666666666667,14.0,1.6666666666666667,1.0,4.0,1.0,17.333333333333332,10.844444444444443,10.045833333333334,5.377777777777777,4.78125,30.177777777777777,26.5125,0.18366666666666667,0.1775,10.022222222222224,9.53125,1.0666666666666667,0.7749999999999999,1.5777777777777777,1.4666666666666668,10.755555555555555,10.079166666666667,0.4222222222222223,0.32708333333333334,3.8444444444444446,3.7166666666666663,0.5333333333333333,0.34791666666666665,14.255555555555555,13.00625
09/14/2013,"Alabama A&M @ Springfield, Mo.",3-0,3.0,0,34.0,3.0,73.0,0.425,31.0,6.0,5.0,29.0,3.0,2.0,26.0,0.0,55.0,0.0,Alabama A&M,3,11.333333333333334,1.0,24.33333333333333,10.333333333333334,2.0,1.6666666666666667,9.666666666666666,1.0,0.6666666666666666,8.666666666666666,0.0,18.33333333333333,12.177777777777777,10.522222222222222,5.266666666666667,4.916666666666667,31.955555555555552,27.64074074074074,0.21666666666666667,0.183,11.466666666666667,9.916666666666666,0.7333333333333334,0.6888888888888888,1.6888888888888889,1.488888888888889,11.866666666666667,10.514814814814816,0.5333333333333333,0.40185185185185185,3.733333333333333,3.7481481481481485,0.8666666666666667,0.42037037037037034,15.31111111111111,13.487037037037036
09/14/2013,"Oklahoma @ Springfield, Mo.",0-3,3.0,0,33.0,22.0,102.0,0.108,32.0,2.0,2.0,36.0,6.0,0.0,4.0,1.0,37.0,0.0,Oklahoma,3,11.0,7.333333333333333,34.0,10.666666666666666,0.6666666666666666,0.6666666666666666,12.0,2.0,0.0,1.3333333333333333,0.3333333333333333,12.333333333333334,12.222222222222223,10.603333333333333,3.8666666666666667,4.525,29.466666666666665,27.309999999999995,0.29533333333333334,0.2072,11.311111111111112,9.958333333333332,1.2,0.82,1.9111111111111112,1.5066666666666666,11.02222222222222,10.430000000000001,0.688888888888889,0.42833333333333334,5.555555555555556,4.24,0.6666666666666666,0.3783333333333333,16.888888888888886,13.971666666666664
09/20/2013,"Southeast Mo. St. @ Columbia, Mo.",3-0,3.0,0,38.0,16.0,88.0,0.25,37.0,8.0,3.0,37.0,3.0,0.0,10.0,3.0,51.0,2.0,Southeast Mo. St.,3,12.666666666666666,5.333333333333333,29.33333333333333,12.333333333333334,2.6666666666666665,1.0,12.333333333333334,1.0,0.0,3.333333333333333,1.0,17.0,12.222222222222223,10.639393939393939,4.777777777777778,4.78030303030303,31.66666666666666,27.918181818181814,0.25333333333333335,0.1981818181818182,11.333333333333334,10.022727272727273,0.8888888888888888,0.8060606060606059,1.3333333333333333,1.4303030303030302,11.888888888888888,10.572727272727274,0.5555555555555555,0.3893939393939394,4.666666666666667,3.975757575757576,0.4444444444444444,0.3742424242424242,15.999999999999998,13.82272727272727
09/21/2013,"Towson @ Columbia, Mo.",3-0,3.0,0,40.0,14.0,87.0,0.299,39.0,3.0,11.0,27.0,4.0,0.0,20.0,1.0,53.0,0.0,Towson,3,13.333333333333334,4.666666666666667,29.0,13.0,1.0,3.6666666666666665,9.0,1.3333333333333333,0.0,6.666666666666667,0.3333333333333333,17.666666666666668,11.666666666666666,10.808333333333332,4.555555555555555,4.826388888888889,29.222222222222218,28.036111111111108,0.26099999999999995,0.2025,11.111111111111109,10.215277777777777,1.7777777777777777,0.9611111111111109,1.111111111111111,1.3944444444444446,11.333333333333334,10.719444444444447,0.2222222222222222,0.35694444444444445,4.444444444444445,3.9222222222222225,0.4444444444444445,0.4263888888888889,15.888888888888888,14.087499999999999
09/21/2013,@ Missouri,0-3,3.0,0,35.0,20.0,108.0,0.139,33.0,4.0,7.0,40.0,1.0,1.0,6.0,2.0,43.0,3.0,Missouri,3,11.666666666666666,6.666666666666667,36.0,11.0,1.3333333333333333,2.333333333333333,13.333333333333334,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,14.333333333333334,12.333333333333334,11.002564102564103,5.777777777777778,4.814102564102564,30.777777777777775,28.110256410256405,0.219,0.20992307692307693,12.0,10.429487179487179,1.4444444444444444,0.964102564102564,1.7777777777777777,1.5692307692307694,11.111111111111112,10.587179487179489,0.0,0.3294871794871795,3.7777777777777786,4.133333333333334,0.5555555555555556,0.4192307692307692,15.666666666666666,14.36282051282051
09/27/2013,@ Rice,3-0,3.0,0,42.0,9.0,83.0,0.398,39.0,3.0,7.0,36.0,2.0,3.0,22.0,1.0,59.0,1.0,Rice,3,14.0,3.0,27.666666666666668,13.0,1.0,2.333333333333333,12.0,0.6666666666666666,1.0,7.333333333333333,0.3333333333333333,19.666666666666668,12.555555555555555,11.049999999999999,5.555555555555556,4.946428571428571,31.444444444444443,28.67380952380952,0.2293333333333333,0.20485714285714288,12.111111111111112,10.470238095238093,1.6666666666666667,0.9904761904761904,2.333333333333333,1.6238095238095238,11.555555555555557,10.783333333333335,0.1111111111111111,0.32976190476190476,4.0,3.980952380952381,0.6666666666666666,0.43690476190476185,16.333333333333332,14.360714285714284
09/29/2013,@ North Texas,1-3,4.0,0,51.0,28.0,124.0,0.185,48.0,9.0,7.0,38.0,7.0,0.0,10.0,3.0,65.0,2.0,North Texas,4,12.75,7.0,31.0,12.0,2.25,1.75,9.5,1.75,0.0,2.5,0.75,16.25,13.0,11.246666666666666,4.777777777777778,4.816666666666666,30.88888888888889,28.606666666666666,0.2786666666666667,0.21773333333333336,12.333333333333334,10.638888888888888,1.111111111111111,0.991111111111111,2.7777777777777772,1.671111111111111,11.444444444444445,10.864444444444446,0.4444444444444444,0.3744444444444444,5.333333333333333,4.204444444444444,0.4444444444444445,0.42999999999999994,17.222222222222225,14.714444444444442
