date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,"Iona @ Malibu, Calif.",3-0,3.0,0,42.0,14.0,107.0,0.262,38.0,5.0,11.0,50.0,1.0,3.0,4.0,3.0,52.0,4.0,Iona,3,14.0,4.666666666666667,35.666666666666664,12.666666666666666,1.6666666666666667,3.6666666666666665,16.666666666666668,0.3333333333333333,1.0,1.3333333333333333,1.0,17.333333333333332
08/31/2013,"Delaware @ Malibu, Calif.",3-0,3.0,0,41.0,9.0,85.0,0.376,37.0,5.0,14.0,31.0,1.0,0.0,10.0,1.0,51.0,0.0,Delaware,3,13.666666666666666,3.0,28.333333333333332,12.333333333333334,1.6666666666666667,4.666666666666667,10.333333333333334,0.3333333333333333,0.0,3.3333333333333335,0.3333333333333333,17.0
08/31/2013,@ Pepperdine,3-1,4.0,0,58.0,13.0,132.0,0.341,55.0,7.0,20.0,51.0,3.0,3.0,17.0,2.0,76.5,0.0,Pepperdine,4,14.5,3.25,33.0,13.75,1.75,5.0,12.75,0.75,0.75,4.25,0.5,19.125
09/06/2013,"UNI @ Fargo, N.D.",3-2,5.0,0,66.0,31.0,172.0,0.203,61.0,6.0,8.0,65.0,2.0,2.0,20.0,5.0,84.0,0.0,UNI,5,13.2,6.2,34.4,12.2,1.2,1.6,13.0,0.4,0.4,4.0,1.0,16.8
09/07/2013,"Louisville @ Fargo, ND",3-0,3.0,0,40.0,12.0,102.0,0.275,34.0,5.0,10.0,46.0,2.0,0.0,18.0,2.0,54.0,1.0,Louisville,3,13.333333333333334,4.0,34.0,11.333333333333334,1.6666666666666667,3.3333333333333335,15.333333333333334,0.6666666666666666,0.0,6.0,0.6666666666666666,18.0
09/07/2013,@ North Dakota St.,3-1,4.0,0,56.0,22.0,142.0,0.239,52.0,11.0,10.0,66.0,2.0,1.0,10.0,3.0,73.0,1.0,North Dakota St.,4,14.0,5.5,35.5,13.0,2.75,2.5,16.5,0.5,0.25,2.5,0.75,18.25
09/13/2013,Kansas,2-3,5.0,0,60.0,29.0,184.0,0.168,57.0,3.0,10.0,72.0,1.0,1.0,16.0,4.0,72.0,1.0,Kansas,5,12.0,5.8,36.8,11.4,0.6,2.0,14.4,0.2,0.2,3.2,0.8,14.4
09/14/2013,Bowling Green,3-0,3.0,0,39.0,12.0,104.0,0.26,36.0,2.0,8.0,45.0,1.0,2.0,12.0,0.0,49.0,0.0,Bowling Green,3,13.0,4.0,34.666666666666664,12.0,0.6666666666666666,2.6666666666666665,15.0,0.3333333333333333,0.6666666666666666,4.0,0.0,16.333333333333332
09/14/2013,Milwaukee,3-1,4.0,0,62.0,25.0,174.0,0.213,59.0,7.0,10.0,83.0,2.0,0.0,14.0,3.0,76.0,0.0,Milwaukee,4,15.5,6.25,43.5,14.75,1.75,2.5,20.75,0.5,0.0,3.5,0.75,19.0
09/20/2013,@ NC State,3-1,4.0,0,46.0,24.0,136.0,0.162,42.0,8.0,9.0,62.0,2.0,0.0,18.0,0.0,63.0,1.0,NC State,4,11.5,6.0,34.0,10.5,2.0,2.25,15.5,0.5,0.0,4.5,0.0,15.75
09/21/2013,"VCU @ Raleigh, N.C.",3-2,5.0,0,61.0,31.0,158.0,0.19,55.0,6.0,13.0,60.0,4.0,2.0,14.0,4.0,76.0,0.0,VCU,5,12.2,6.2,31.6,11.0,1.2,2.6,12.0,0.8,0.4,2.8,0.8,15.2
09/21/2013,"Colgate @ Raleigh, N.C.",3-0,3.0,0,52.0,14.0,120.0,0.317,50.0,6.0,11.0,70.0,2.0,2.0,10.0,0.0,65.0,0.0,Colgate,3,17.333333333333332,4.666666666666667,40.0,16.666666666666668,2.0,3.6666666666666665,23.333333333333332,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.0,21.666666666666668
09/27/2013,Purdue,3-0,3.0,0,37.0,18.0,122.0,0.156,34.0,5.0,11.0,46.0,3.0,1.0,19.0,1.0,52.5,1.0,Purdue,3,12.333333333333334,6.0,40.666666666666664,11.333333333333334,1.6666666666666667,3.6666666666666665,15.333333333333334,1.0,0.3333333333333333,6.333333333333333,0.3333333333333333,17.5
09/28/2013,Indiana,3-1,4.0,0,52.0,13.0,133.0,0.293,51.0,1.0,12.0,46.0,2.0,0.0,14.0,4.0,60.0,2.0,Indiana,4,13.0,3.25,33.25,12.75,0.25,3.0,11.5,0.5,0.0,3.5,1.0,15.0
