date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,"UTRGV @ Houston, TX",3-1,4.0,0,52.0,25.0,154.0,0.175,50.0,5.0,10.0,69.0,4.0,0.0,8.0,7.0,61.0,1.0,UTRGV,4,13.0,6.25,38.5,12.5,1.25,2.5,17.25,1.0,0.0,2.0,1.75,15.25
08/31/2013,Omaha,3-0,3.0,0,36.0,8.0,80.0,0.35,35.0,7.0,6.0,43.0,3.0,1.0,4.0,2.0,46.0,0.0,Omaha,3,12.0,2.6666666666666665,26.666666666666668,11.666666666666666,2.3333333333333335,2.0,14.333333333333334,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,15.333333333333334
08/31/2013,@ Houston Christian,0-3,3.0,0,37.0,17.0,124.0,0.161,35.0,2.0,4.0,50.0,2.0,3.0,6.0,5.0,45.0,3.0,Houston Christian,3,12.333333333333334,5.666666666666667,41.333333333333336,11.666666666666666,0.6666666666666666,1.3333333333333333,16.666666666666668,0.6666666666666666,1.0,2.0,1.6666666666666667,15.0
09/03/2013,@ Alcorn,3-0,3.0,0,35.0,8.0,72.0,0.375,34.0,11.0,8.0,27.0,0.0,2.0,6.0,1.0,51.0,0.0,Alcorn,3,11.666666666666666,2.6666666666666665,24.0,11.333333333333334,3.6666666666666665,2.6666666666666665,9.0,0.0,0.6666666666666666,2.0,0.3333333333333333,17.0
09/06/2013,Nicholls,3-1,4.0,0,43.0,18.0,129.0,0.194,40.0,7.0,7.0,59.0,6.0,4.0,10.0,3.0,59.0,0.0,Nicholls,4,10.75,4.5,32.25,10.0,1.75,1.75,14.75,1.5,1.0,2.5,0.75,14.75
09/07/2013,Houston,1-3,4.0,0,47.0,20.0,137.0,0.197,45.0,0.0,5.0,54.0,4.0,2.0,14.0,0.0,56.0,2.0,Houston,4,11.75,5.0,34.25,11.25,0.0,1.25,13.5,1.0,0.5,3.5,0.0,14.0
09/07/2013,Alcorn,3-0,3.0,0,36.0,7.0,72.0,0.403,33.0,10.0,8.0,37.0,1.0,3.0,8.0,0.0,53.0,1.0,Alcorn,3,12.0,2.3333333333333335,24.0,11.0,3.3333333333333335,2.6666666666666665,12.333333333333334,0.3333333333333333,1.0,2.6666666666666665,0.0,17.666666666666668
09/10/2013,@ Jackson St.,3-0,3.0,0,41.0,10.0,78.0,0.397,34.0,7.0,8.0,26.0,1.0,1.0,10.0,0.0,54.0,0.0,Jackson St.,3,13.666666666666666,3.3333333333333335,26.0,11.333333333333334,2.3333333333333335,2.6666666666666665,8.666666666666666,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0,18.0
09/13/2013,"UNC Greensboro @ Athens, Ga.",3-0,3.0,0,36.0,14.0,97.0,0.227,33.0,5.0,5.0,46.0,2.0,2.0,8.0,0.0,47.0,1.0,UNC Greensboro,3,12.0,4.666666666666667,32.333333333333336,11.0,1.6666666666666667,1.6666666666666667,15.333333333333334,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,15.666666666666666
09/14/2013,@ Georgia,0-3,3.0,0,32.0,29.0,137.0,0.022,29.0,3.0,6.0,54.0,3.0,4.0,4.0,4.0,41.0,1.0,Georgia,3,10.666666666666666,9.666666666666666,45.666666666666664,9.666666666666666,1.0,2.0,18.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,13.666666666666666
09/14/2013,"North Florida @ Athens, Ga.",3-0,3.0,0,37.0,11.0,100.0,0.26,35.0,4.0,6.0,62.0,2.0,2.0,14.0,1.0,50.0,2.0,North Florida,3,12.333333333333334,3.6666666666666665,33.333333333333336,11.666666666666666,1.3333333333333333,2.0,20.666666666666668,0.6666666666666666,0.6666666666666666,4.666666666666667,0.3333333333333333,16.666666666666668
09/20/2013,"Chattanooga @ Oxford, Miss.",3-1,4.0,0,62.0,18.0,159.0,0.277,58.0,9.0,12.0,76.0,4.0,1.0,16.0,2.0,80.0,0.0,Chattanooga,4,15.5,4.5,39.75,14.5,2.25,3.0,19.0,1.0,0.25,4.0,0.5,20.0
09/21/2013,@ Ole Miss,1-3,4.0,0,51.0,25.0,135.0,0.193,47.0,4.0,9.0,52.0,9.0,1.0,8.0,2.0,60.0,3.0,Ole Miss,4,12.75,6.25,33.75,11.75,1.0,2.25,13.0,2.25,0.25,2.0,0.5,15.0
09/21/2013,"Southern Miss. @ Oxford, Miss.",3-2,5.0,0,74.0,17.0,164.0,0.348,68.0,4.0,9.0,73.0,5.0,6.0,14.0,1.0,91.0,3.0,Southern Miss.,5,14.8,3.4,32.8,13.6,0.8,1.8,14.6,1.0,1.2,2.8,0.2,18.2
