date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,Georgetown,1-3,4.0,0,51.0,17.0,152.0,0.224,47.0,5.0,15.0,64.0,6.0,1.0,26.0,2.0,70.0,0.0,Georgetown,4,12.75,4.25,38.0,11.75,1.25,3.75,16.0,1.5,0.25,6.5,0.5,17.5
08/31/2013,"Howard @ Washington, D.C.",0-3,3.0,0,36.0,28.0,134.0,0.06,32.0,2.0,8.0,62.0,10.0,3.0,18.0,4.0,50.0,0.0,Howard,3,12.0,9.333333333333334,44.666666666666664,10.666666666666666,0.6666666666666666,2.6666666666666665,20.666666666666668,3.333333333333333,1.0,6.0,1.3333333333333333,16.666666666666668
08/31/2013,@ American,0-3,3.0,0,37.0,18.0,113.0,0.168,35.0,2.0,6.0,42.0,2.0,0.0,18.0,1.0,48.0,0.0,American,3,12.333333333333334,6.0,37.666666666666664,11.666666666666666,0.6666666666666666,2.0,14.0,0.6666666666666666,0.0,6.0,0.3333333333333333,16.0
09/04/2013,@ UMBC,3-1,4.0,0,47.0,22.0,136.0,0.184,47.0,7.0,6.0,63.0,4.0,2.0,19.0,1.0,65.5,0.0,UMBC,4,11.75,5.5,34.0,11.75,1.75,1.5,15.75,1.0,0.5,4.75,0.25,16.375
09/06/2013,Coppin St.,3-1,4.0,0,52.0,16.0,146.0,0.247,49.0,2.0,7.0,66.0,2.0,3.0,24.0,0.0,69.0,0.0,Coppin St.,4,13.0,4.0,36.5,12.25,0.5,1.75,16.5,0.5,0.75,6.0,0.0,17.25
09/06/2013,Princeton,1-3,4.0,0,40.0,23.0,153.0,0.111,38.0,2.0,5.0,57.0,6.0,1.0,19.0,3.0,52.5,0.0,Princeton,4,10.0,5.75,38.25,9.5,0.5,1.25,14.25,1.5,0.25,4.75,0.75,13.125
09/07/2013,Temple,1-3,4.0,0,43.0,22.0,129.0,0.163,42.0,4.0,3.0,50.0,6.0,0.0,27.0,2.0,60.5,0.0,Temple,4,10.75,5.5,32.25,10.5,1.0,0.75,12.5,1.5,0.0,6.75,0.5,15.125
09/07/2013,Radford,2-3,5.0,0,55.0,28.0,163.0,0.166,50.0,4.0,7.0,62.0,2.0,2.0,25.0,3.0,73.5,2.0,Radford,5,11.0,5.6,32.6,10.0,0.8,1.4,12.4,0.4,0.4,5.0,0.6,14.7
09/13/2013,"Villanova @ College Park, Md.",2-3,5.0,0,47.0,21.0,176.0,0.148,45.0,6.0,11.0,82.0,10.0,1.0,16.0,2.0,62.0,0.0,Villanova,5,9.4,4.2,35.2,9.0,1.2,2.2,16.4,2.0,0.2,3.2,0.4,12.4
09/14/2013,"New Hampshire @ College Park, Md.",3-1,4.0,0,49.0,29.0,142.0,0.141,47.0,5.0,7.0,70.0,5.0,0.0,12.0,1.0,60.0,0.0,New Hampshire,4,12.25,7.25,35.5,11.75,1.25,1.75,17.5,1.25,0.0,3.0,0.25,15.0
09/14/2013,@ Maryland,0-3,3.0,0,22.0,25.0,81.0,-0.037,21.0,0.0,3.0,31.0,2.0,0.0,16.0,0.0,30.0,0.0,Maryland,3,7.333333333333333,8.333333333333334,27.0,7.0,0.0,1.0,10.333333333333334,0.6666666666666666,0.0,5.333333333333333,0.0,10.0
09/20/2013,@ UNC Greensboro,0-3,3.0,0,29.0,14.0,98.0,0.153,28.0,3.0,5.0,31.0,3.0,1.0,12.0,2.0,39.0,0.0,UNC Greensboro,3,9.666666666666666,4.666666666666667,32.666666666666664,9.333333333333334,1.0,1.6666666666666667,10.333333333333334,1.0,0.3333333333333333,4.0,0.6666666666666666,13.0
09/21/2013,"TCU @ Greensboro, N.C.",0-3,3.0,0,25.0,26.0,113.0,-0.009,23.0,1.0,5.0,43.0,1.0,0.0,15.0,0.0,33.5,0.0,TCU,3,8.333333333333334,8.666666666666666,37.666666666666664,7.666666666666667,0.3333333333333333,1.6666666666666667,14.333333333333334,0.3333333333333333,0.0,5.0,0.0,11.166666666666666
09/21/2013,"N.C. Central @ Greensboro, N.C.",3-0,3.0,0,48.0,19.0,114.0,0.254,40.0,6.0,6.0,40.0,1.0,1.0,10.0,1.0,60.0,0.0,N.C. Central,3,16.0,6.333333333333333,38.0,13.333333333333334,2.0,2.0,13.333333333333334,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.3333333333333333,20.0
09/27/2013,@ La Salle,3-0,3.0,0,41.0,13.0,89.0,0.315,36.0,5.0,5.0,44.0,4.0,2.0,12.0,2.0,54.0,2.0,La Salle,3,13.666666666666666,4.333333333333333,29.666666666666668,12.0,1.6666666666666667,1.6666666666666667,14.666666666666666,1.3333333333333333,0.6666666666666666,4.0,0.6666666666666666,18.0
09/28/2013,@ Fordham,1-3,4.0,0,39.0,18.0,129.0,0.163,35.0,1.0,7.0,42.0,5.0,0.0,30.0,4.0,55.0,3.0,Fordham,4,9.75,4.5,32.25,8.75,0.25,1.75,10.5,1.25,0.0,7.5,1.0,13.75
10/04/2013,Saint Louis,1-3,4.0,0,41.0,20.0,129.0,0.163,37.0,3.0,6.0,43.0,6.0,4.0,10.0,4.0,53.0,1.0,Saint Louis,4,10.25,5.0,32.25,9.25,0.75,1.5,10.75,1.5,1.0,2.5,1.0,13.25
10/11/2013,VCU,2-3,5.0,0,59.0,40.0,167.0,0.114,56.0,1.0,13.0,57.0,6.0,8.0,18.0,1.0,77.0,0.0,VCU,5,11.8,8.0,33.4,11.2,0.2,2.6,11.4,1.2,1.6,3.6,0.2,15.4
10/12/2013,La Salle,3-0,3.0,0,41.0,14.0,102.0,0.265,37.0,3.0,4.0,55.0,2.0,5.0,4.0,3.0,51.0,0.0,La Salle,3,13.666666666666666,4.666666666666667,34.0,12.333333333333334,1.0,1.3333333333333333,18.333333333333332,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,17.0
10/18/2013,@ VCU,0-3,3.0,0,34.0,19.0,94.0,0.16,32.0,3.0,1.0,29.0,12.0,0.0,12.0,2.0,43.0,0.0,VCU,3,11.333333333333334,6.333333333333333,31.333333333333332,10.666666666666666,1.0,0.3333333333333333,9.666666666666666,4.0,0.0,4.0,0.6666666666666666,14.333333333333334
10/20/2013,@ George Washington,1-3,4.0,0,33.0,21.0,114.0,0.105,33.0,2.0,8.0,32.0,7.0,0.0,12.0,2.0,41.0,1.0,George Washington,4,8.25,5.25,28.5,8.25,0.5,2.0,8.0,1.75,0.0,3.0,0.5,10.25
10/25/2013,@ Rhode Island,1-3,4.0,0,40.0,17.0,114.0,0.202,34.0,6.0,4.0,39.0,11.0,1.0,2.0,2.0,48.0,0.0,Rhode Island,4,10.0,4.25,28.5,8.5,1.5,1.0,9.75,2.75,0.25,0.5,0.5,12.0
10/27/2013,George Washington,0-3,3.0,0,33.0,24.0,115.0,0.078,33.0,3.0,10.0,44.0,5.0,1.0,19.0,4.0,46.5,0.0,George Washington,3,11.0,8.0,38.333333333333336,11.0,1.0,3.3333333333333335,14.666666666666666,1.6666666666666667,0.3333333333333333,6.333333333333333,1.3333333333333333,15.5
11/01/2013,Duquesne,0-3,3.0,0,36.0,22.0,120.0,0.117,34.0,1.0,3.0,42.0,3.0,0.0,11.0,2.0,42.5,1.0,Duquesne,3,12.0,7.333333333333333,40.0,11.333333333333334,0.3333333333333333,1.0,14.0,1.0,0.0,3.6666666666666665,0.6666666666666666,14.166666666666666
