date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,"Sacred Heart @ Worcester, Mass.",3-1,4.0,0,28.0,15.0,88.0,0.148,27.0,14.0,9.0,32.0,11.0,2.0,10.0,2.0,49.0,2.0,Sacred Heart,4,7.0,3.75,22.0,6.75,3.5,2.25,8.0,2.75,0.5,2.5,0.5,12.25
08/31/2013,@ Holy Cross,3-0,3.0,0,38.0,15.0,79.0,0.291,32.0,7.0,13.0,25.0,4.0,1.0,0.0,0.0,46.0,3.0,Holy Cross,3,12.666666666666666,5.0,26.333333333333332,10.666666666666666,2.3333333333333335,4.333333333333333,8.333333333333334,1.3333333333333333,0.3333333333333333,0.0,0.0,15.333333333333334
08/31/2013,"Manhattan @ Worcester, Mass.",0-3,3.0,0,44.0,24.0,124.0,0.161,38.0,7.0,7.0,41.0,6.0,2.0,4.0,1.0,55.0,2.0,Manhattan,3,14.666666666666666,8.0,41.333333333333336,12.666666666666666,2.3333333333333335,2.3333333333333335,13.666666666666666,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,18.333333333333332
09/06/2013,"Colorado @ Syracuse, N.Y.",0-3,3.0,0,29.0,20.0,94.0,0.096,29.0,4.0,8.0,28.0,6.0,0.0,2.0,0.0,34.0,0.0,Colorado,3,9.666666666666666,6.666666666666667,31.333333333333332,9.666666666666666,1.3333333333333333,2.6666666666666665,9.333333333333334,2.0,0.0,0.6666666666666666,0.0,11.333333333333334
09/06/2013,@ Syracuse,3-2,5.0,0,53.0,28.0,157.0,0.159,49.0,14.0,16.0,63.0,3.0,1.0,6.0,1.0,71.0,2.0,Syracuse,5,10.6,5.6,31.4,9.8,2.8,3.2,12.6,0.6,0.2,1.2,0.2,14.2
09/07/2013,"Oakland @ Syracuse, N.Y.",0-3,3.0,0,26.0,14.0,111.0,0.108,22.0,1.0,2.0,46.0,5.0,0.0,16.0,0.0,35.0,2.0,Oakland,3,8.666666666666666,4.666666666666667,37.0,7.333333333333333,0.3333333333333333,0.6666666666666666,15.333333333333334,1.6666666666666667,0.0,5.333333333333333,0.0,11.666666666666666
09/07/2013,"Rutgers @ Syracuse, N.Y.",2-3,5.0,0,45.0,29.0,179.0,0.089,43.0,10.0,14.0,73.0,3.0,2.0,24.0,0.0,69.0,1.0,Rutgers,5,9.0,5.8,35.8,8.6,2.0,2.8,14.6,0.6,0.4,4.8,0.0,13.8
09/10/2013,@ St. John's (NY),0-3,3.0,0,24.0,26.0,115.0,-0.017,21.0,3.0,5.0,35.0,3.0,0.0,8.0,0.0,31.0,1.0,St. John's ,3,8.0,8.666666666666666,38.333333333333336,7.0,1.0,1.6666666666666667,11.666666666666666,1.0,0.0,2.6666666666666665,0.0,10.333333333333334
09/13/2013,"Samford @ Kennesaw, Ga.",0-3,3.0,0,28.0,17.0,95.0,0.116,26.0,6.0,13.0,31.0,5.0,1.0,16.0,0.0,43.0,0.0,Samford,3,9.333333333333334,5.666666666666667,31.666666666666668,8.666666666666666,2.0,4.333333333333333,10.333333333333334,1.6666666666666667,0.3333333333333333,5.333333333333333,0.0,14.333333333333334
09/13/2013,@ Kennesaw St.,1-3,4.0,0,53.0,24.0,165.0,0.176,50.0,4.0,16.0,69.0,4.0,2.0,10.0,1.0,64.0,0.0,Kennesaw St.,4,13.25,6.0,41.25,12.5,1.0,4.0,17.25,1.0,0.5,2.5,0.25,16.0
