date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,"Clemson @ Cincinnati, Ohio",1-3,4.0,0,47.0,24.0,149.0,0.154,42.0,4.0,13.0,62.0,6.0,3.0,6.0,0.0,57.0,0.0,Clemson,4,11.75,6.0,37.25,10.5,1.0,3.25,15.5,1.5,0.75,1.5,0.0,14.25
08/31/2013,@ Xavier,1-3,4.0,0,41.0,24.0,142.0,0.12,41.0,1.0,12.0,56.0,6.0,0.0,4.0,1.0,44.0,0.0,Xavier,4,10.25,6.0,35.5,10.25,0.25,3.0,14.0,1.5,0.0,1.0,0.25,11.0
08/31/2013,"Michigan @ Cincinnati, Ohio",0-3,3.0,0,33.0,13.0,98.0,0.204,31.0,3.0,6.0,41.0,6.0,0.0,10.0,1.0,41.0,0.0,Michigan,3,11.0,4.333333333333333,32.666666666666664,10.333333333333334,1.0,2.0,13.666666666666666,2.0,0.0,3.3333333333333335,0.3333333333333333,13.666666666666666
09/03/2013,Wright St.,3-1,4.0,0,46.0,19.0,130.0,0.208,39.0,12.0,5.0,60.0,5.0,2.0,14.0,2.0,67.0,2.0,Wright St.,4,11.5,4.75,32.5,9.75,3.0,1.25,15.0,1.25,0.5,3.5,0.5,16.75
09/07/2013,@ Miami (OH),2-3,5.0,0,73.0,27.0,189.0,0.243,65.0,2.0,5.0,91.0,7.0,1.0,20.0,1.0,86.0,2.0,Miami ,5,14.6,5.4,37.8,13.0,0.4,1.0,18.2,1.4,0.2,4.0,0.2,17.2
09/07/2013,"Evansville @ Oxford, Ohio",3-1,4.0,0,62.0,19.0,161.0,0.267,58.0,3.0,9.0,73.0,2.0,1.0,10.0,1.0,71.0,1.0,Evansville,4,15.5,4.75,40.25,14.5,0.75,2.25,18.25,0.5,0.25,2.5,0.25,17.75
09/13/2013,"Navy @ Cincinnati, Ohio",3-2,5.0,0,57.0,25.0,166.0,0.193,52.0,4.0,3.0,69.0,7.0,1.0,16.0,0.0,70.0,0.0,Navy,5,11.4,5.0,33.2,10.4,0.8,0.6,13.8,1.4,0.2,3.2,0.0,14.0
09/14/2013,@ Cincinnati,3-2,5.0,0,60.0,24.0,157.0,0.229,58.0,7.0,7.0,60.0,3.0,1.0,16.0,3.0,76.0,0.0,Cincinnati,5,12.0,4.8,31.4,11.6,1.4,1.4,12.0,0.6,0.2,3.2,0.6,15.2
09/14/2013,"Cleveland St. @ Cincinnati, Ohio",0-3,3.0,0,45.0,21.0,125.0,0.192,40.0,2.0,2.0,58.0,5.0,2.0,8.0,2.0,53.0,2.0,Cleveland St.,3,15.0,7.0,41.666666666666664,13.333333333333334,0.6666666666666666,0.6666666666666666,19.333333333333332,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,17.666666666666668
09/18/2013,Lipscomb,0-3,3.0,0,40.0,12.0,113.0,0.248,39.0,3.0,6.0,41.0,7.0,1.0,6.0,1.0,47.0,0.0,Lipscomb,3,13.333333333333334,4.0,37.666666666666664,13.0,1.0,2.0,13.666666666666666,2.333333333333333,0.3333333333333333,2.0,0.3333333333333333,15.666666666666666
09/20/2013,"FIU @ West Lafayette, Ind.",1-3,4.0,0,51.0,30.0,151.0,0.139,50.0,0.0,8.0,45.0,7.0,1.0,10.0,2.0,57.0,0.0,FIU,4,12.75,7.5,37.75,12.5,0.0,2.0,11.25,1.75,0.25,2.5,0.5,14.25
09/21/2013,"Syracuse @ West Lafayette, Ind.",3-2,5.0,0,73.0,24.0,186.0,0.263,68.0,3.0,3.0,60.0,4.0,2.0,14.0,1.0,85.0,0.0,Syracuse,5,14.6,4.8,37.2,13.6,0.6,0.6,12.0,0.8,0.4,2.8,0.2,17.0
09/21/2013,@ Purdue,1-3,4.0,0,30.0,28.0,115.0,0.017,29.0,3.0,8.0,32.0,5.0,0.0,8.0,1.0,37.0,0.0,Purdue,4,7.5,7.0,28.75,7.25,0.75,2.0,8.0,1.25,0.0,2.0,0.25,9.25
09/27/2013,@ North Florida,0-3,3.0,0,38.0,17.0,103.0,0.204,36.0,5.0,2.0,38.0,7.0,0.0,4.0,1.0,45.0,0.0,North Florida,3,12.666666666666666,5.666666666666667,34.333333333333336,12.0,1.6666666666666667,0.6666666666666666,12.666666666666666,2.333333333333333,0.0,1.3333333333333333,0.3333333333333333,15.0
09/28/2013,@ Jacksonville,1-3,4.0,0,50.0,17.0,137.0,0.241,48.0,1.0,3.0,57.0,12.0,0.0,6.0,3.0,54.0,2.0,Jacksonville,4,12.5,4.25,34.25,12.0,0.25,0.75,14.25,3.0,0.0,1.5,0.75,13.5
10/04/2013,ETSU,1-3,4.0,0,57.0,26.0,140.0,0.221,57.0,6.0,8.0,57.0,3.0,3.0,18.0,0.0,75.0,0.0,ETSU,4,14.25,6.5,35.0,14.25,1.5,2.0,14.25,0.75,0.75,4.5,0.0,18.75
