date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2013,"Alabama A&M @ West Lafayette, Ind.",3-0,3.0,0,43.0,9.0,72.0,0.472,40.0,10.0,4.0,25.0,4.0,2.0,4.0,1.0,57.0,0.0,Alabama A&M,3,14.333333333333334,3.0,24.0,13.333333333333334,3.3333333333333335,1.3333333333333333,8.333333333333334,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,19.0
08/31/2013,"Southern California @ West Lafayette, Ind.",0-3,3.0,0,36.0,16.0,89.0,0.225,31.0,2.0,6.0,37.0,4.0,2.0,2.0,2.0,41.0,0.0,Southern California,3,12.0,5.333333333333333,29.666666666666668,10.333333333333334,0.6666666666666666,2.0,12.333333333333334,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,13.666666666666666
08/31/2013,@ Purdue,3-2,5.0,0,55.0,23.0,144.0,0.222,50.0,4.0,8.0,51.0,3.0,3.0,22.0,6.0,73.0,0.0,Purdue,5,11.0,4.6,28.8,10.0,0.8,1.6,10.2,0.6,0.6,4.4,1.2,14.6
09/03/2013,Belmont,3-1,4.0,0,48.0,13.0,93.0,0.376,39.0,1.0,8.0,44.0,9.0,4.0,12.0,1.0,59.0,0.0,Belmont,4,12.0,3.25,23.25,9.75,0.25,2.0,11.0,2.25,1.0,3.0,0.25,14.75
09/06/2013,"Ohio St. @ Tallahassee, Fla.",2-3,5.0,0,60.0,32.0,150.0,0.187,59.0,4.0,14.0,58.0,7.0,4.0,12.0,3.0,74.0,0.0,Ohio St.,5,12.0,6.4,30.0,11.8,0.8,2.8,11.6,1.4,0.8,2.4,0.6,14.8
09/06/2013,"Florida A&M @ Tallahassee, Fla.",3-0,3.0,0,42.0,14.0,93.0,0.301,37.0,5.0,8.0,41.0,3.0,1.0,12.0,0.0,54.0,0.0,Florida A&M,3,14.0,4.666666666666667,31.0,12.333333333333334,1.6666666666666667,2.6666666666666665,13.666666666666666,1.0,0.3333333333333333,4.0,0.0,18.0
09/07/2013,@ Florida St.,1-3,4.0,0,42.0,23.0,129.0,0.147,38.0,4.0,7.0,52.0,5.0,2.0,4.0,2.0,50.0,2.0,Florida St.,4,10.5,5.75,32.25,9.5,1.0,1.75,13.0,1.25,0.5,1.0,0.5,12.5
09/10/2013,Cincinnati,3-0,3.0,0,42.0,8.0,74.0,0.459,41.0,4.0,8.0,34.0,1.0,3.0,16.0,1.0,57.0,2.0,Cincinnati,3,14.0,2.6666666666666665,24.666666666666668,13.666666666666666,1.3333333333333333,2.6666666666666665,11.333333333333334,0.3333333333333333,1.0,5.333333333333333,0.3333333333333333,19.0
09/13/2013,Virginia,3-1,4.0,0,54.0,19.0,113.0,0.31,51.0,6.0,7.0,43.0,7.0,5.0,8.0,2.0,69.0,1.0,Virginia,4,13.5,4.75,28.25,12.75,1.5,1.75,10.75,1.75,1.25,2.0,0.5,17.25
09/14/2013,Ohio,0-3,3.0,0,44.0,13.0,121.0,0.256,42.0,1.0,5.0,51.0,3.0,0.0,4.0,4.0,47.0,1.0,Ohio,3,14.666666666666666,4.333333333333333,40.333333333333336,14.0,0.3333333333333333,1.6666666666666667,17.0,1.0,0.0,1.3333333333333333,1.3333333333333333,15.666666666666666
09/14/2013,UNLV,3-0,3.0,0,47.0,15.0,110.0,0.291,47.0,4.0,6.0,47.0,3.0,6.0,8.0,1.0,61.0,3.0,UNLV,3,15.666666666666666,5.0,36.666666666666664,15.666666666666666,1.3333333333333333,2.0,15.666666666666666,1.0,2.0,2.6666666666666665,0.3333333333333333,20.333333333333332
09/20/2013,@ Dayton,3-1,4.0,0,54.0,24.0,129.0,0.233,50.0,3.0,8.0,63.0,10.0,0.0,8.0,1.0,61.0,3.0,Dayton,4,13.5,6.0,32.25,12.5,0.75,2.0,15.75,2.5,0.0,2.0,0.25,15.25
09/21/2013,Wright St. @ Dayton,3-0,3.0,0,47.0,5.0,80.0,0.525,47.0,4.0,6.0,40.0,1.0,0.0,12.0,0.0,57.0,0.0,Wright St.,3,15.666666666666666,1.6666666666666667,26.666666666666668,15.666666666666666,1.3333333333333333,2.0,13.333333333333334,0.3333333333333333,0.0,4.0,0.0,19.0
09/21/2013,"Western Mich. @ Dayton, OH",3-1,4.0,0,60.0,16.0,116.0,0.379,59.0,3.0,5.0,48.0,2.0,7.0,14.0,2.0,77.0,2.0,Western Mich.,4,15.0,4.0,29.0,14.75,0.75,1.25,12.0,0.5,1.75,3.5,0.5,19.25
09/27/2013,@ Troy,3-0,3.0,0,47.0,8.0,108.0,0.361,43.0,4.0,3.0,56.0,1.0,5.0,8.0,4.0,60.0,0.0,Troy,3,15.666666666666666,2.6666666666666665,36.0,14.333333333333334,1.3333333333333333,1.0,18.666666666666668,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,20.0
09/28/2013,@ South Alabama,3-0,3.0,0,53.0,13.0,104.0,0.385,50.0,2.0,11.0,36.0,4.0,0.0,10.0,4.0,60.0,0.0,South Alabama,3,17.666666666666668,4.333333333333333,34.666666666666664,16.666666666666668,0.6666666666666666,3.6666666666666665,12.0,1.3333333333333333,0.0,3.3333333333333335,1.3333333333333333,20.0
10/02/2013,@ Georgia St.,3-0,3.0,0,48.0,8.0,95.0,0.421,47.0,3.0,6.0,46.0,2.0,2.0,10.0,1.0,58.0,1.0,Georgia St.,3,16.0,2.6666666666666665,31.666666666666668,15.666666666666666,1.0,2.0,15.333333333333334,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,19.333333333333332
10/04/2013,Texas St.,3-0,3.0,0,45.0,14.0,97.0,0.32,41.0,4.0,6.0,39.0,2.0,0.0,16.0,0.0,57.0,2.0,Texas St.,3,15.0,4.666666666666667,32.333333333333336,13.666666666666666,1.3333333333333333,2.0,13.0,0.6666666666666666,0.0,5.333333333333333,0.0,19.0
