date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/25/2017,@ South Carolina,0-3,3.0,0,36.0,17.0,95.0,0.2,35.0,5.0,10.0,32.0,5.0,1.0,4.0,2.0,44.0,0.0,South Carolina,3,12.0,5.666666666666667,31.666666666666668,11.666666666666666,1.6666666666666667,3.333333333333333,10.666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,14.666666666666666,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/26/2017,"North Florida @ Columbia, S.C.",2-3,5.0,0,63.0,23.0,159.0,0.252,62.0,4.0,15.0,64.0,4.0,2.0,12.0,2.0,75.0,4.0,North Florida,5,12.6,4.6,31.8,12.4,0.8,3.0,12.8,0.4,2.4,0.4,15.0,,6.0,,2.8333333333333335,,15.833333333333334,,0.1,,5.833333333333333,,0.8333333333333334,,1.6666666666666665,,5.333333333333333,,0.16666666666666666,,0.6666666666666666,,0.3333333333333333,,7.333333333333333
08/26/2017,"Troy @ Columbia, S.C.",3-1,4.0,0,43.0,11.0,89.0,0.36,37.0,4.0,7.0,31.0,10.0,0.0,14.0,4.0,54.0,0.0,Troy,4,10.75,2.75,22.25,9.25,1.0,1.75,7.75,0.0,3.5,1.0,13.5,,8.200000000000001,,3.422222222222222,,21.155555555555555,,0.15066666666666667,,8.022222222222222,,0.8222222222222223,,2.111111111111111,,7.822222222222223,,0.24444444444444446,,1.2444444444444445,,0.35555555555555557,,9.888888888888888
09/01/2017,Alabama A&M,3-1,4.0,0,50.0,22.0,109.0,0.257,50.0,13.0,12.0,29.0,7.0,1.0,6.0,1.0,67.0,0.0,Alabama A&M,4,12.5,5.5,27.25,12.5,3.25,3.0,7.25,0.25,1.5,0.25,16.75,11.783333333333333,8.8375,4.338888888888889,3.2541666666666664,28.572222222222223,21.429166666666667,0.27066666666666667,0.203,11.105555555555554,8.329166666666666,1.1555555555555557,0.8666666666666667,2.694444444444444,2.020833333333333,10.405555555555557,7.804166666666667,0.24444444444444446,0.18333333333333335,2.411111111111111,1.8083333333333333,0.6888888888888888,0.5166666666666666,14.388888888888888,10.791666666666666
09/02/2017,Alabama A&M,3-0,3.0,0,44.0,18.0,100.0,0.26,40.0,10.0,10.0,38.0,3.0,2.0,8.0,0.0,60.0,0.0,Alabama A&M,3,14.666666666666666,6.0,33.333333333333336,13.333333333333334,3.333333333333333,3.333333333333333,12.666666666666666,0.6666666666666666,2.6666666666666665,0.0,20.0,11.950000000000001,9.57,4.283333333333333,3.703333333333333,27.099999999999998,22.593333333333334,0.2896666666666667,0.2138,11.383333333333335,9.163333333333332,1.6833333333333333,1.3433333333333333,2.5833333333333335,2.2166666666666663,9.266666666666667,7.693333333333333,0.21666666666666667,0.19666666666666668,2.466666666666667,1.7466666666666668,0.55,0.46333333333333326,15.083333333333334,11.983333333333333
09/07/2017,"Northwestern St. @ Oxford, MS",3-1,4.0,0,45.0,20.0,137.0,0.182,40.0,11.0,13.0,63.0,5.0,1.0,14.0,1.0,64.0,5.0,Northwestern St.,4,11.25,5.0,34.25,10.0,2.75,3.25,15.75,0.25,3.5,0.25,16.0,12.638888888888888,10.419444444444444,4.75,4.086111111111111,27.611111111111114,24.383333333333336,0.29233333333333333,0.2215,11.694444444444445,9.858333333333333,2.5277777777777777,1.675,2.694444444444444,2.4027777777777772,9.222222222222221,8.522222222222222,0.3055555555555555,0.27499999999999997,2.5555555555555554,1.9000000000000001,0.4166666666666667,0.38611111111111107,16.75,13.319444444444443
09/08/2017,@ Ole Miss,2-3,5.0,0,46.0,29.0,165.0,0.103,41.0,2.0,8.0,49.0,6.0,3.0,18.0,0.0,60.0,3.0,Ole Miss,5,9.2,5.8,33.0,8.2,0.4,1.6,9.8,0.6,3.6,0.0,12.0,12.805555555555555,10.538095238095238,5.5,4.216666666666667,31.611111111111114,25.792857142857144,0.23299999999999998,0.21585714285714283,11.944444444444445,9.87857142857143,3.1111111111111107,1.8285714285714287,3.194444444444444,2.5238095238095233,11.888888888888888,9.554761904761904,0.38888888888888884,0.2714285714285714,2.5555555555555554,2.1285714285714286,0.16666666666666666,0.36666666666666664,17.583333333333332,13.70238095238095
09/08/2017,"Austin Peay @ Oxford, MS",1-3,4.0,0,52.0,14.0,162.0,0.235,42.0,2.0,12.0,67.0,5.0,2.0,18.0,0.0,65.0,6.0,Austin Peay,4,13.0,3.5,40.5,10.5,0.5,3.0,16.75,0.5,4.5,0.0,16.25,11.705555555555554,10.370833333333334,5.6000000000000005,4.414583333333333,33.52777777777778,26.69375,0.18166666666666667,0.20174999999999998,10.511111111111111,9.668750000000001,2.161111111111111,1.6500000000000001,2.727777777777778,2.408333333333333,12.738888888888889,9.585416666666665,0.5055555555555555,0.3125,3.255555555555555,2.3125,0.08333333333333333,0.3208333333333333,16.0,13.489583333333332
09/15/2017,"Buffalo @ Charleston, S.C.",1-3,4.0,0,46.0,14.0,120.0,0.267,42.0,6.0,12.0,32.0,11.0,2.0,6.0,3.0,57.0,5.0,Buffalo,4,11.5,3.5,30.0,10.5,1.5,3.0,8.0,0.5,1.5,0.75,14.25,11.15,10.662962962962963,4.766666666666667,4.312962962962962,35.916666666666664,28.227777777777778,0.17333333333333334,0.20544444444444443,9.566666666666665,9.761111111111113,1.2166666666666666,1.5222222222222224,2.6166666666666667,2.474074074074074,14.100000000000001,10.38148148148148,0.45,0.3333333333333333,3.8666666666666667,2.5555555555555554,0.08333333333333333,0.28518518518518515,14.75,13.796296296296296
09/16/2017,"App State @ Charleston, S.C.",1-3,4.0,0,48.0,14.0,137.0,0.248,47.0,6.0,8.0,56.0,6.0,1.0,8.0,4.0,59.0,7.0,App State,4,12.0,3.5,34.25,11.75,1.5,2.0,14.0,0.25,2.0,1.0,14.75,11.233333333333334,10.746666666666666,4.266666666666667,4.2316666666666665,34.5,28.405,0.20166666666666666,0.21159999999999995,9.733333333333333,9.835,0.7999999999999999,1.52,2.533333333333333,2.5266666666666664,11.516666666666667,10.143333333333333,0.5333333333333333,0.35,3.1999999999999997,2.45,0.25,0.33166666666666667,14.166666666666666,13.841666666666665
