date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/25/2017,@ Buffalo,0-3,3.0,0,17.0,22.0,81.0,-0.062,17.0,3.0,3.0,26.0,10.0,1.0,8.0,0.0,25.0,1.0,Buffalo,3,5.666666666666667,7.333333333333333,27.0,5.666666666666667,1.0,1.0,8.666666666666666,0.3333333333333333,2.6666666666666665,0.0,8.333333333333334
08/25/2017,"Central Ark. @ Buffalo, NY",0-3,3.0,0,21.0,12.0,71.0,0.127,19.0,2.0,6.0,21.0,12.0,1.0,4.0,0.0,26.0,2.0,Central Ark.,3,7.0,4.0,23.666666666666668,6.333333333333333,0.6666666666666666,2.0,7.0,0.3333333333333333,1.3333333333333333,0.0,8.666666666666666
08/26/2017,"Canisius @ Buffalo, NY",0-3,3.0,0,14.0,11.0,71.0,0.042,14.0,9.0,6.0,25.0,14.0,0.0,12.0,2.0,29.0,1.0,Canisius,3,4.666666666666667,3.6666666666666665,23.666666666666668,4.666666666666667,3.0,2.0,8.333333333333334,0.0,4.0,0.6666666666666666,9.666666666666666
09/01/2017,"Drake @ Harrisonburg, Va.",0-3,3.0,0,36.0,19.0,92.0,0.185,32.0,2.0,8.0,38.0,6.0,1.0,16.0,0.0,47.0,1.0,Drake,3,12.0,6.333333333333333,30.666666666666668,10.666666666666666,0.6666666666666666,2.6666666666666665,12.666666666666666,0.3333333333333333,5.333333333333333,0.0,15.666666666666666
09/02/2017,"Cornell @ Harrisonburg, Va.",1-3,4.0,0,40.0,27.0,115.0,0.113,36.0,2.0,8.0,41.0,6.0,1.0,20.0,0.0,53.0,4.0,Cornell,4,10.0,6.75,28.75,9.0,0.5,2.0,10.25,0.25,5.0,0.0,13.25
09/02/2017,@ James Madison,0-3,3.0,0,32.0,21.0,96.0,0.115,29.0,2.0,4.0,35.0,10.0,0.0,14.0,2.0,41.0,2.0,James Madison,3,10.666666666666666,7.0,32.0,9.666666666666666,0.6666666666666666,1.3333333333333333,11.666666666666666,0.0,4.666666666666667,0.6666666666666666,13.666666666666666
09/08/2017,@ East Carolina,0-3,3.0,0,27.0,21.0,89.0,0.067,25.0,0.0,9.0,32.0,5.0,0.0,6.0,0.0,30.0,4.0,East Carolina,3,9.0,7.0,29.666666666666668,8.333333333333334,0.0,3.0,10.666666666666666,0.0,2.0,0.0,10.0
09/08/2017,"Winthrop @ Greenville, N.C.",3-2,5.0,0,49.0,32.0,143.0,0.119,44.0,6.0,14.0,50.0,5.0,5.0,16.0,1.0,68.0,4.0,Winthrop,5,9.8,6.4,28.6,8.8,1.2,2.8,10.0,1.0,3.2,0.2,13.6
09/09/2017,"The Citadel @ Greenville, N.C.",3-1,4.0,0,49.0,22.0,120.0,0.225,45.0,3.0,11.0,53.0,7.0,1.0,6.0,2.0,56.0,6.0,The Citadel,4,12.25,5.5,30.0,11.25,0.75,2.75,13.25,0.25,1.5,0.5,14.0
09/09/2017,"Gardner-Webb @ Greenville, N.C.",0-3,3.0,0,32.0,23.0,97.0,0.093,28.0,8.0,8.0,35.0,6.0,1.0,8.0,2.0,45.0,3.0,Gardner-Webb,3,10.666666666666666,7.666666666666667,32.333333333333336,9.333333333333334,2.6666666666666665,2.6666666666666665,11.666666666666666,0.3333333333333333,2.6666666666666665,0.6666666666666666,15.0
