date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent
08/25/2017,@ San Diego St.,3-1,4.0,0,47.0,16.0,121.0,0.256,43.0,4.0,8.0,53.0,2.0,2.0,14.0,2.0,60.0,2.0,San Diego St.
08/26/2017,"Portland St. @ San Diego, CA",0-3,3.0,0,25.0,15.0,101.0,0.099,24.0,2.0,3.0,32.0,9.0,0.0,4.0,3.0,29.0,1.0,Portland St.
08/26/2017,"CSUN @ San Diego, Calif.",3-2,5.0,0,61.0,28.0,159.0,0.208,52.0,4.0,6.0,54.0,2.0,2.0,14.0,3.0,74.0,1.0,CSUN
08/29/2017,@ UNLV,2-3,5.0,0,57.0,37.0,155.0,0.129,53.0,4.0,8.0,59.0,8.0,3.0,10.0,0.0,69.0,0.0,UNLV
09/01/2017,"Radford @ Tucson, Ariz.",0-3,3.0,0,28.0,23.0,117.0,0.043,26.0,0.0,3.0,48.0,6.0,2.0,4.0,4.0,32.0,0.0,Radford
09/01/2017,@ Arizona,0-3,3.0,0,29.0,24.0,112.0,0.045,26.0,2.0,5.0,48.0,1.0,1.0,10.0,0.0,37.0,2.0,Arizona
09/02/2017,"Grand Canyon @ Tucson, Ariz.",2-3,5.0,0,56.0,27.0,184.0,0.158,53.0,1.0,11.0,81.0,6.0,0.0,22.0,1.0,68.0,1.0,Grand Canyon
09/08/2017,@ South Carolina,0-3,3.0,0,31.0,20.0,96.0,0.115,30.0,5.0,6.0,27.0,5.0,1.0,2.0,2.0,38.0,1.0,South Carolina
09/08/2017,"Radford @ Columbia, S.C.",0-3,3.0,0,24.0,15.0,83.0,0.108,23.0,3.0,7.0,27.0,9.0,0.0,4.0,1.0,29.0,0.0,Radford
09/09/2017,"Miami (OH) @ Columbia, S.C.",2-3,5.0,0,59.0,27.0,154.0,0.208,52.0,7.0,12.0,54.0,2.0,2.0,12.0,3.0,74.0,4.0,Miami 
09/12/2017,Seattle U,1-3,4.0,0,36.0,27.0,133.0,0.068,32.0,4.0,6.0,44.0,7.0,2.0,14.0,0.0,49.0,1.0,Seattle U
09/15/2017,"Cleveland St. @ Pittsburgh, Pa.",1-3,4.0,0,43.0,22.0,145.0,0.145,40.0,2.0,7.0,51.0,6.0,3.0,8.0,2.0,52.0,0.0,Cleveland St.
09/16/2017,@ Pittsburgh,0-3,3.0,0,31.0,18.0,92.0,0.141,29.0,0.0,5.0,22.0,2.0,1.0,8.0,3.0,36.0,1.0,Pittsburgh
09/16/2017,"UC Santa Barbara @ Pittsburgh, Pa.",1-3,4.0,0,45.0,29.0,130.0,0.123,44.0,3.0,6.0,44.0,3.0,4.0,6.0,0.0,55.0,3.0,UC Santa Barbara
09/22/2017,@ Tennessee St.,3-1,4.0,0,53.0,19.0,143.0,0.238,49.0,8.0,10.0,64.0,2.0,3.0,10.0,1.0,69.0,0.0,Tennessee St.
09/23/2017,@ Belmont,2-3,5.0,0,55.0,28.0,152.0,0.178,49.0,6.0,15.0,60.0,5.0,3.0,10.0,0.0,69.0,2.0,Belmont
09/29/2017,Tennessee Tech,3-2,5.0,0,62.0,33.0,187.0,0.155,59.0,8.0,8.0,78.0,2.0,3.0,12.0,1.0,79.0,4.0,Tennessee Tech
09/30/2017,Jacksonville St.,3-1,4.0,0,57.0,17.0,144.0,0.278,56.0,4.0,11.0,46.0,2.0,2.0,24.0,0.0,75.0,1.0,Jacksonville St.
10/04/2017,Morehead St.,3-0,3.0,0,40.0,15.0,98.0,0.255,34.0,6.0,3.0,41.0,1.0,4.0,4.0,0.0,52.0,2.0,Morehead St.
10/07/2017,@ Austin Peay,3-1,4.0,0,59.0,19.0,140.0,0.286,55.0,6.0,7.0,59.0,2.0,2.0,14.0,2.0,74.0,3.0,Austin Peay
10/13/2017,SIUE,2-3,5.0,0,58.0,25.0,180.0,0.183,54.0,9.0,4.0,77.0,3.0,2.0,16.0,0.0,77.0,1.0,SIUE
10/14/2017,Eastern Ill.,1-3,4.0,0,45.0,24.0,158.0,0.133,39.0,2.0,2.0,73.0,3.0,2.0,10.0,0.0,54.0,4.0,Eastern Ill.
