date,opponent/venue,result,sets,mp,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/25/2017,@ Hawaii,3-2,5.0,0,56.0,35.0,164.0,0.128,55.0,10.0,10.0,64.0,5.0,0.0,26.0,1.0,79.0,0.0,Hawaii,5,11.2,7.0,32.8,11.0,2.0,2.0,12.8,0.0,5.2,0.2,15.8
08/26/2017,"UCLA @ Honolulu, Hawai'i",1-3,4.0,0,55.0,21.0,152.0,0.224,53.0,4.0,9.0,59.0,6.0,0.0,18.0,3.0,68.0,1.0,UCLA,4,13.75,5.25,38.0,13.25,1.0,2.25,14.75,0.0,4.5,0.75,17.0
08/27/2017,"San Diego @ Honolulu, HI",0-3,3.0,0,37.0,17.0,110.0,0.182,36.0,2.0,7.0,43.0,3.0,0.0,6.0,2.0,42.0,0.0,San Diego,3,12.333333333333334,5.666666666666667,36.666666666666664,12.0,0.6666666666666666,2.3333333333333335,14.333333333333334,0.0,2.0,0.6666666666666666,14.0
09/01/2017,"Miami (OH) @ Indianapolis, Ind.",3-0,3.0,0,42.0,7.0,85.0,0.412,41.0,9.0,7.0,37.0,3.0,0.0,6.0,1.0,54.0,0.0,Miami ,3,14.0,2.3333333333333335,28.333333333333332,13.666666666666666,3.0,2.3333333333333335,12.333333333333334,0.0,2.0,0.3333333333333333,18.0
09/02/2017,@ IUPUI,3-1,4.0,0,62.0,16.0,162.0,0.284,61.0,6.0,9.0,86.0,4.0,1.0,14.0,1.0,76.0,3.0,IUPUI,4,15.5,4.0,40.5,15.25,1.5,2.25,21.5,0.25,3.5,0.25,19.0
09/02/2017,"Wichita St. @ Indianapolis, Ind.",2-3,5.0,0,76.0,30.0,208.0,0.221,68.0,3.0,9.0,96.0,4.0,3.0,22.0,3.0,93.0,1.0,Wichita St.,5,15.2,6.0,41.6,13.6,0.6,1.8,19.2,0.6,4.4,0.6,18.6
09/08/2017,Loyola Chicago,3-0,3.0,0,36.0,9.0,73.0,0.37,36.0,10.0,7.0,34.0,2.0,1.0,10.0,3.0,52.0,0.0,Loyola Chicago,3,12.0,3.0,24.333333333333332,12.0,3.3333333333333335,2.3333333333333335,11.333333333333334,0.3333333333333333,3.3333333333333335,1.0,17.333333333333332
09/10/2017,Kentucky,1-3,4.0,0,61.0,14.0,136.0,0.346,60.0,7.0,3.0,50.0,1.0,0.0,12.0,4.0,74.0,0.0,Kentucky,4,15.25,3.5,34.0,15.0,1.75,0.75,12.5,0.0,3.0,1.0,18.5
09/12/2017,@ Milwaukee,3-0,3.0,0,42.0,10.0,86.0,0.372,40.0,2.0,3.0,35.0,3.0,2.0,24.0,2.0,58.0,0.0,Milwaukee,3,14.0,3.3333333333333335,28.666666666666668,13.333333333333334,0.6666666666666666,1.0,11.666666666666666,0.6666666666666666,8.0,0.6666666666666666,19.333333333333332
09/14/2017,@ Wisconsin,1-3,4.0,0,50.0,27.0,145.0,0.159,48.0,4.0,9.0,56.0,4.0,1.0,18.0,0.0,64.0,5.0,Wisconsin,4,12.5,6.75,36.25,12.0,1.0,2.25,14.0,0.25,4.5,0.0,16.0
09/15/2017,"Southern Miss. @ Madison, Wis.",3-0,3.0,0,48.0,16.0,117.0,0.274,46.0,3.0,8.0,55.0,1.0,1.0,8.0,2.0,56.0,3.0,Southern Miss.,3,16.0,5.333333333333333,39.0,15.333333333333334,1.0,2.6666666666666665,18.333333333333332,0.3333333333333333,2.6666666666666665,0.6666666666666666,18.666666666666668
09/20/2017,@ Butler,3-0,3.0,0,44.0,15.0,108.0,0.269,41.0,5.0,5.0,50.0,1.0,0.0,11.0,0.0,54.5,3.0,Butler,3,14.666666666666666,5.0,36.0,13.666666666666666,1.6666666666666667,1.6666666666666667,16.666666666666668,0.0,3.6666666666666665,0.0,18.166666666666668
09/22/2017,Seton Hall,3-0,3.0,0,49.0,15.0,123.0,0.276,47.0,3.0,10.0,48.0,2.0,1.0,14.0,1.0,60.0,0.0,Seton Hall,3,16.333333333333332,5.0,41.0,15.666666666666666,1.0,3.3333333333333335,16.0,0.3333333333333333,4.666666666666667,0.3333333333333333,20.0
09/23/2017,St. John's (NY),3-0,3.0,0,47.0,7.0,81.0,0.494,45.0,3.0,8.0,33.0,1.0,0.0,12.0,1.0,56.0,1.0,St. John's ,3,15.666666666666666,2.3333333333333335,27.0,15.0,1.0,2.6666666666666665,11.0,0.0,4.0,0.3333333333333333,18.666666666666668
09/27/2017,@ Xavier,3-1,4.0,0,57.0,12.0,141.0,0.319,56.0,6.0,12.0,59.0,2.0,1.0,8.0,2.0,68.0,0.0,Xavier,4,14.25,3.0,35.25,14.0,1.5,3.0,14.75,0.25,2.0,0.5,17.0
09/30/2017,DePaul,3-0,3.0,0,52.0,10.0,115.0,0.365,50.0,7.0,3.0,63.0,4.0,1.0,6.0,0.0,63.0,1.0,DePaul,3,17.333333333333332,3.3333333333333335,38.333333333333336,16.666666666666668,2.3333333333333335,1.0,21.0,0.3333333333333333,2.0,0.0,21.0
10/05/2017,Creighton,3-0,3.0,0,47.0,13.0,106.0,0.321,45.0,4.0,6.0,59.0,3.0,0.0,16.0,0.0,59.0,2.0,Creighton,3,15.666666666666666,4.333333333333333,35.333333333333336,15.0,1.3333333333333333,2.0,19.666666666666668,0.0,5.333333333333333,0.0,19.666666666666668
10/06/2017,Providence,3-0,3.0,0,52.0,15.0,98.0,0.378,46.0,3.0,6.0,41.0,2.0,0.0,8.0,2.0,59.0,2.0,Providence,3,17.333333333333332,5.0,32.666666666666664,15.333333333333334,1.0,2.0,13.666666666666666,0.0,2.6666666666666665,0.6666666666666666,19.666666666666668
10/14/2017,@ Villanova,2-3,5.0,0,61.0,21.0,167.0,0.24,58.0,5.0,5.0,74.0,4.0,0.0,20.0,2.0,76.0,2.0,Villanova,5,12.2,4.2,33.4,11.6,1.0,1.0,14.8,0.0,4.0,0.4,15.2
10/15/2017,@ Georgetown,3-0,3.0,0,48.0,9.0,95.0,0.411,46.0,11.0,3.0,46.0,3.0,0.0,4.0,1.0,61.0,1.0,Georgetown,3,16.0,3.0,31.666666666666668,15.333333333333334,3.6666666666666665,1.0,15.333333333333334,0.0,1.3333333333333333,0.3333333333333333,20.333333333333332
10/20/2017,Xavier,3-0,3.0,0,49.0,21.0,122.0,0.23,46.0,2.0,6.0,61.0,5.0,5.0,2.0,2.0,57.0,1.0,Xavier,3,16.333333333333332,7.0,40.666666666666664,15.333333333333334,0.6666666666666666,2.0,20.333333333333332,1.6666666666666667,0.6666666666666666,0.6666666666666666,19.0
10/21/2017,Butler,2-3,5.0,0,65.0,19.0,178.0,0.258,65.0,5.0,12.0,69.0,5.0,2.0,14.0,2.0,79.0,1.0,Butler,5,13.0,3.8,35.6,13.0,1.0,2.4,13.8,0.4,2.8,0.4,15.8
10/27/2017,@ St. John's (NY),3-0,3.0,0,42.0,11.0,103.0,0.301,39.0,8.0,9.0,43.0,1.0,1.0,16.0,3.0,59.0,1.0,St. John's ,3,14.0,3.6666666666666665,34.333333333333336,13.0,2.6666666666666665,3.0,14.333333333333334,0.3333333333333333,5.333333333333333,1.0,19.666666666666668
10/28/2017,@ Seton Hall,3-2,5.0,0,80.0,28.0,212.0,0.245,71.0,4.0,6.0,85.0,4.0,3.0,28.0,3.0,101.0,4.0,Seton Hall,5,16.0,5.6,42.4,14.2,0.8,1.2,17.0,0.6,5.6,0.6,20.2
11/04/2017,@ Creighton,0-3,3.0,0,33.0,21.0,121.0,0.099,30.0,2.0,7.0,43.0,3.0,0.0,2.0,4.0,36.0,0.0,Creighton,3,11.0,7.0,40.333333333333336,10.0,0.6666666666666666,2.3333333333333335,14.333333333333334,0.0,0.6666666666666666,1.3333333333333333,12.0
11/05/2017,@ Providence,3-0,3.0,0,42.0,12.0,103.0,0.291,40.0,6.0,3.0,54.0,3.0,2.0,6.0,5.0,53.0,1.0,Providence,3,14.0,4.0,34.333333333333336,13.333333333333334,2.0,1.0,18.0,0.6666666666666666,2.0,1.6666666666666667,17.666666666666668
11/10/2017,Georgetown,3-0,3.0,0,42.0,7.0,94.0,0.372,36.0,4.0,5.0,49.0,1.0,1.0,16.0,1.0,55.0,2.0,Georgetown,3,14.0,2.3333333333333335,31.333333333333332,12.0,1.3333333333333333,1.6666666666666667,16.333333333333332,0.3333333333333333,5.333333333333333,0.3333333333333333,18.333333333333332
11/11/2017,Villanova,3-2,5.0,0,74.0,18.0,176.0,0.318,66.0,7.0,11.0,74.0,3.0,2.0,10.0,3.0,88.0,1.0,Villanova,5,14.8,3.6,35.2,13.2,1.4,2.2,14.8,0.4,2.0,0.6,17.6
11/18/2017,@ DePaul,3-0,3.0,0,37.0,15.0,117.0,0.188,34.0,7.0,3.0,49.0,1.0,2.0,16.0,0.0,54.0,2.0,DePaul,3,12.333333333333334,5.0,39.0,11.333333333333334,2.3333333333333335,1.0,16.333333333333332,0.6666666666666666,5.333333333333333,0.0,18.0
11/24/2017,Butler,3-1,4.0,0,67.0,23.0,160.0,0.275,62.0,3.0,8.0,80.0,2.0,0.0,12.0,5.0,76.0,0.0,Butler,4,16.75,5.75,40.0,15.5,0.75,2.0,20.0,0.0,3.0,1.25,19.0
11/25/2017,@ Creighton,2-3,5.0,0,66.0,25.0,211.0,0.194,60.0,4.0,9.0,101.0,3.0,1.0,12.0,1.0,77.0,0.0,Creighton,5,13.2,5.0,42.2,12.0,0.8,1.8,20.2,0.2,2.4,0.2,15.4
12/01/2017,"Wisconsin @ Ames, Iowa",0-3,3.0,0,34.0,15.0,103.0,0.184,33.0,3.0,7.0,35.0,2.0,0.0,4.0,2.0,39.0,1.0,Wisconsin,3,11.333333333333334,5.0,34.333333333333336,11.0,1.0,2.3333333333333335,11.666666666666666,0.0,1.3333333333333333,0.6666666666666666,13.0
