date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
01/25/2021,Evansville,0-3,3.0,0,45.0,24.0,148.0,0.142,41.0,2.0,1.0,68.0,4.0,0.0,6.0,0.0,3.0,50.0,5.0,Evansville,3,15.0,8.0,49.333333333333336,13.666666666666666,0.6666666666666666,0.3333333333333333,22.666666666666668,1.3333333333333333,0.0,2.0,0.0,16.666666666666668
01/29/2021,@ Evansville,3-1,4.0,0,62.0,17.0,139.0,0.324,59.0,5.0,6.0,61.0,5.0,0.0,12.0,1.0,6.0,73.0,0.0,Evansville,4,15.5,4.25,34.75,14.75,1.25,1.5,15.25,1.25,0.0,3.0,0.25,18.25
02/04/2021,@ Butler,2-3,5.0,0,60.0,24.0,188.0,0.191,55.0,6.0,5.0,87.0,10.0,1.0,6.0,2.0,4.0,70.0,0.0,Butler,5,12.0,4.8,37.6,11.0,1.2,1.0,17.4,2.0,0.2,1.2,0.4,14.0
02/07/2021,Illinois St.,2-3,5.0,0,54.0,21.0,182.0,0.181,47.0,5.0,12.0,84.0,8.0,0.0,16.0,0.0,8.0,67.0,2.0,Illinois St.,5,10.8,4.2,36.4,9.4,1.0,2.4,16.8,1.6,0.0,3.2,0.0,13.4
02/08/2021,Illinois St.,3-1,4.0,0,51.0,17.0,156.0,0.218,49.0,3.0,6.0,75.0,4.0,2.0,20.0,0.0,12.0,66.0,3.0,Illinois St.,4,12.75,4.25,39.0,12.25,0.75,1.5,18.75,1.0,0.5,5.0,0.0,16.5
02/14/2021,@ Bradley,1-3,4.0,0,55.0,29.0,201.0,0.129,52.0,3.0,5.0,96.0,6.0,1.0,10.0,0.0,6.0,64.0,1.0,Bradley,4,13.75,7.25,50.25,13.0,0.75,1.25,24.0,1.5,0.25,2.5,0.0,16.0
02/15/2021,@ Bradley,0-3,3.0,0,40.0,23.0,163.0,0.104,39.0,0.0,3.0,80.0,4.0,0.0,4.0,0.0,2.0,42.0,1.0,Bradley,3,13.333333333333334,7.666666666666667,54.333333333333336,13.0,0.0,1.0,26.666666666666668,1.3333333333333333,0.0,1.3333333333333333,0.0,14.0
02/21/2021,Loyola Chicago,1-3,4.0,0,56.0,24.0,154.0,0.208,55.0,7.0,5.0,65.0,9.0,0.0,12.0,0.0,6.0,69.0,2.0,Loyola Chicago,4,14.0,6.0,38.5,13.75,1.75,1.25,16.25,2.25,0.0,3.0,0.0,17.25
02/22/2021,Loyola Chicago,3-0,3.0,0,45.0,9.0,119.0,0.303,41.0,8.0,6.0,62.0,1.0,1.0,18.0,0.0,10.0,63.0,1.0,Loyola Chicago,3,15.0,3.0,39.666666666666664,13.666666666666666,2.6666666666666665,2.0,20.666666666666668,0.3333333333333333,0.3333333333333333,6.0,0.0,21.0
02/28/2021,@ UNI,3-2,5.0,0,49.0,15.0,166.0,0.205,42.0,8.0,5.0,72.0,3.0,0.0,14.0,3.0,7.0,64.0,2.0,UNI,5,9.8,3.0,33.2,8.4,1.6,1.0,14.4,0.6,0.0,2.8,0.6,12.8
03/01/2021,@ UNI,1-3,4.0,0,45.0,21.0,153.0,0.157,40.0,4.0,6.0,65.0,7.0,2.0,2.0,3.0,3.0,52.0,1.0,UNI,4,11.25,5.25,38.25,10.0,1.0,1.5,16.25,1.75,0.5,0.5,0.75,13.0
