date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
01/30/2021,Ga. Southern,3-0,3.0,0,34.0,21.0,110.0,0.118,31.0,8.0,8.0,48.0,2.0,2.0,18.0,2.0,11.0,53.0,0.0,Ga. Southern,3,11.333333333333334,7.0,36.66666666666666,10.333333333333334,2.6666666666666665,2.6666666666666665,16.0,0.6666666666666666,0.6666666666666666,6.0,0.6666666666666666,17.666666666666668,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
01/31/2021,@ The Citadel,1-3,4.0,0,43.0,25.0,143.0,0.126,38.0,5.0,7.0,62.0,4.0,4.0,18.0,3.0,13.0,61.0,4.0,The Citadel,4,10.75,6.25,35.75,9.5,1.25,1.75,15.5,1.0,1.0,4.5,0.75,15.25,,5.666666666666667,,3.5,,18.33333333333333,,0.059,,5.166666666666667,,1.3333333333333333,,1.3333333333333333,,8.0,,0.3333333333333333,,3.0,,0.3333333333333333,,8.833333333333334
03/06/2021,William & Mary,3-1,4.0,0,42.0,19.0,127.0,0.181,41.0,3.0,7.0,51.0,5.0,1.0,26.0,1.0,14.0,59.0,1.0,William & Mary,4,10.5,4.75,31.75,10.25,0.75,1.75,12.75,1.25,0.25,6.5,0.25,14.75,,7.361111111111112,,4.416666666666667,,24.138888888888886,,0.08133333333333333,,6.611111111111112,,1.3055555555555556,,1.472222222222222,,10.5,,0.5555555555555555,,3.5,,0.47222222222222215,,10.972222222222223
03/07/2021,William & Mary,2-3,5.0,0,55.0,24.0,155.0,0.2,52.0,3.0,10.0,68.0,10.0,1.0,30.0,1.0,16.0,74.0,4.0,William & Mary,5,11.0,4.8,31.0,10.4,0.6,2.0,13.6,2.0,0.2,6.0,0.2,14.8,10.861111111111112,8.145833333333334,6.0,4.5,34.72222222222222,26.041666666666664,0.14166666666666666,0.10625,10.027777777777779,7.520833333333334,1.5555555555555554,1.1666666666666665,2.0555555555555554,1.5416666666666665,14.75,11.0625,0.6388888888888888,0.47916666666666663,5.666666666666667,4.25,0.5555555555555555,0.41666666666666663,15.888888888888891,11.916666666666668
03/13/2021,@ UNCW,3-1,4.0,0,51.0,22.0,160.0,0.181,46.0,3.0,12.0,79.0,1.0,7.0,14.0,0.0,14.0,68.0,0.0,UNCW,4,12.75,5.5,40.0,11.5,0.75,3.0,19.75,0.25,1.75,3.5,0.0,17.0,10.75,8.716666666666667,5.266666666666667,4.5600000000000005,32.833333333333336,27.03333333333333,0.169,0.125,10.049999999999999,8.096666666666668,0.8666666666666667,1.0533333333333332,1.8333333333333333,1.6333333333333333,13.950000000000001,11.57,0.4833333333333334,0.42333333333333334,5.666666666666667,4.6,0.39999999999999997,0.3733333333333333,14.933333333333332,12.493333333333334
03/14/2021,@ UNCW,2-3,5.0,0,52.0,31.0,184.0,0.114,47.0,3.0,11.0,95.0,10.0,4.0,18.0,2.0,13.0,68.0,0.0,UNCW,5,10.4,6.2,36.8,9.4,0.6,2.2,19.0,2.0,0.8,3.6,0.4,13.6,11.416666666666666,9.38888888888889,5.016666666666667,4.716666666666667,34.25,29.194444444444443,0.18733333333333335,0.13433333333333333,10.716666666666667,8.66388888888889,0.7000000000000001,1.0027777777777775,2.25,1.861111111111111,15.366666666666667,12.933333333333332,0.7333333333333334,0.6444444444444445,5.333333333333333,4.416666666666667,0.15,0.31111111111111106,15.516666666666666,13.244444444444445
03/20/2021,@ James Madison,2-3,5.0,0,59.0,34.0,198.0,0.126,53.0,3.0,5.0,75.0,7.0,1.0,26.0,0.0,14.0,76.0,3.0,James Madison,5,11.8,6.8,39.6,10.6,0.6,1.0,15.0,1.4,0.2,5.2,0.0,15.2,11.383333333333333,9.533333333333333,5.5,4.928571428571429,35.93333333333333,30.280952380952378,0.165,0.13142857142857142,10.433333333333332,8.769047619047619,0.65,0.9452380952380951,2.4,1.9095238095238096,17.45,13.799999999999999,0.9166666666666666,0.6666666666666667,4.366666666666666,4.3,0.20000000000000004,0.3238095238095238,15.133333333333333,13.295238095238094
03/21/2021,@ James Madison,0-3,3.0,0,37.0,31.0,123.0,0.049,36.0,4.0,2.0,40.0,4.0,4.0,16.0,1.0,12.0,53.0,0.0,James Madison,3,12.333333333333334,10.333333333333334,41.0,12.0,1.3333333333333333,0.6666666666666666,13.333333333333334,1.3333333333333333,1.3333333333333333,5.333333333333333,0.3333333333333333,17.666666666666668,11.65,9.816666666666666,6.166666666666667,5.1625,38.800000000000004,31.44583333333333,0.14033333333333334,0.13075,10.5,8.997916666666667,0.65,0.9020833333333331,2.066666666666667,1.7958333333333334,17.916666666666668,13.95,0.9166666666666666,0.6083333333333334,4.1000000000000005,4.4125000000000005,0.13333333333333333,0.2833333333333333,15.266666666666666,13.533333333333333
03/27/2021,Elon,3-0,3.0,0,44.0,18.0,122.0,0.213,39.0,4.0,7.0,60.0,4.0,1.0,20.0,2.0,11.0,59.0,0.0,Elon,3,14.666666666666666,6.0,40.66666666666666,13.0,1.3333333333333333,2.333333333333333,20.0,1.3333333333333333,0.3333333333333333,6.666666666666667,0.6666666666666666,19.666666666666668,11.511111111111111,10.096296296296295,7.777777777777778,5.737037037037037,39.13333333333333,32.5074074074074,0.09633333333333333,0.12166666666666666,10.666666666666666,9.331481481481482,0.8444444444444444,0.9499999999999998,1.288888888888889,1.6703703703703703,15.777777777777779,13.88148148148148,0.7777777777777778,0.6888888888888889,4.711111111111111,4.514814814814816,0.24444444444444446,0.2888888888888889,15.488888888888889,13.992592592592594
03/28/2021,Elon,3-1,4.0,0,54.0,22.0,155.0,0.206,52.0,6.0,5.0,75.0,3.0,1.0,18.0,2.0,10.0,70.0,1.0,Elon,4,13.5,5.5,38.75,13.0,1.5,1.25,18.75,0.75,0.25,4.5,0.5,17.5,12.933333333333332,10.553333333333333,7.711111111111111,5.763333333333334,40.42222222222222,33.32333333333332,0.12933333333333333,0.1308,11.866666666666667,9.698333333333334,1.0888888888888888,0.9883333333333333,1.3333333333333333,1.7366666666666668,16.11111111111111,14.493333333333334,0.6222222222222222,0.6533333333333333,5.733333333333334,4.73,0.3333333333333333,0.32666666666666666,17.51111111111111,14.559999999999999
