date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
10/21/2020,@ Alabama,3-1,4.0,0,53.0,17.0,135.0,0.267,48.0,4.0,14.0,58.0,8.0,2.0,14.0,2.0,9.0,66.0,1.0,Alabama,4,13.25,4.25,33.75,12.0,1.0,3.5,14.5,2.0,0.5,3.5,0.5,16.5
10/22/2020,@ Alabama,3-0,3.0,0,39.0,4.0,85.0,0.412,35.0,4.0,7.0,27.0,5.0,3.0,16.0,2.0,11.0,54.0,1.0,Alabama,3,13.0,1.3333333333333333,28.333333333333332,11.666666666666666,1.3333333333333333,2.3333333333333335,9.0,1.6666666666666667,1.0,5.333333333333333,0.6666666666666666,18.0
10/28/2020,Kentucky,1-3,4.0,0,64.0,28.0,147.0,0.245,59.0,7.0,7.0,54.0,7.0,1.0,6.0,0.0,4.0,75.0,0.0,Kentucky,4,16.0,7.0,36.75,14.75,1.75,1.75,13.5,1.75,0.25,1.5,0.0,18.75
10/29/2020,Kentucky,1-3,4.0,0,44.0,16.0,127.0,0.22,40.0,1.0,7.0,43.0,7.0,2.0,12.0,0.0,8.0,53.0,1.0,Kentucky,4,11.0,4.0,31.75,10.0,0.25,1.75,10.75,1.75,0.5,3.0,0.0,13.25
11/04/2020,Arkansas,3-2,5.0,0,71.0,21.0,174.0,0.287,64.0,11.0,11.0,77.0,8.0,1.0,10.0,0.0,6.0,88.0,0.0,Arkansas,5,14.2,4.2,34.8,12.8,2.2,2.2,15.4,1.6,0.2,2.0,0.0,17.6
11/05/2020,Arkansas,3-0,3.0,0,54.0,16.0,125.0,0.304,51.0,3.0,5.0,54.0,5.0,1.0,12.0,0.0,7.0,64.0,0.0,Arkansas,3,18.0,5.333333333333333,41.666666666666664,17.0,1.0,1.6666666666666667,18.0,1.6666666666666667,0.3333333333333333,4.0,0.0,21.333333333333332
11/20/2020,@ Ole Miss,3-2,5.0,0,58.0,18.0,143.0,0.28,50.0,8.0,7.0,54.0,7.0,2.0,12.0,3.0,8.0,74.0,0.0,Ole Miss,5,11.6,3.6,28.6,10.0,1.6,1.4,10.8,1.4,0.4,2.4,0.6,14.8
11/21/2020,@ Ole Miss,3-1,4.0,0,49.0,11.0,103.0,0.369,45.0,7.0,12.0,27.0,5.0,2.0,14.0,1.0,9.0,65.0,1.0,Ole Miss,4,12.25,2.75,25.75,11.25,1.75,3.0,6.75,1.25,0.5,3.5,0.25,16.25
01/29/2021,LSU,3-2,5.0,0,67.0,25.0,165.0,0.255,56.0,4.0,9.0,59.0,4.0,3.0,10.0,0.0,8.0,79.0,1.0,LSU,5,13.4,5.0,33.0,11.2,0.8,1.8,11.8,0.8,0.6,2.0,0.0,15.8
01/30/2021,LSU,3-2,5.0,0,58.0,24.0,161.0,0.211,46.0,7.0,3.0,73.0,8.0,1.0,8.0,0.0,5.0,70.0,1.0,LSU,5,11.6,4.8,32.2,9.2,1.4,0.6,14.6,1.6,0.2,1.6,0.0,14.0
02/12/2021,@ Tennessee,2-3,5.0,0,59.0,25.0,163.0,0.209,47.0,4.0,13.0,68.0,2.0,4.0,4.0,0.0,6.0,69.0,0.0,Tennessee,5,11.8,5.0,32.6,9.4,0.8,2.6,13.6,0.4,0.8,0.8,0.0,13.8
02/13/2021,@ Tennessee,0-3,3.0,0,40.0,20.0,119.0,0.168,33.0,3.0,9.0,47.0,3.0,1.0,6.0,0.0,4.0,47.0,0.0,Tennessee,3,13.333333333333334,6.666666666666667,39.666666666666664,11.0,1.0,3.0,15.666666666666666,1.0,0.3333333333333333,2.0,0.0,15.666666666666666
02/19/2021,Georgia,3-0,3.0,0,40.0,9.0,87.0,0.356,37.0,7.0,8.0,34.0,4.0,1.0,10.0,0.0,6.0,53.0,0.0,Georgia,3,13.333333333333334,3.0,29.0,12.333333333333334,2.3333333333333335,2.6666666666666665,11.333333333333334,1.3333333333333333,0.3333333333333333,3.3333333333333335,0.0,17.666666666666668
02/20/2021,Georgia,3-0,3.0,0,40.0,10.0,89.0,0.337,35.0,4.0,3.0,32.0,5.0,2.0,10.0,0.0,7.0,51.0,1.0,Georgia,3,13.333333333333334,3.3333333333333335,29.666666666666668,11.666666666666666,1.3333333333333333,1.0,10.666666666666666,1.6666666666666667,0.6666666666666666,3.3333333333333335,0.0,17.0
02/26/2021,@ South Carolina,3-0,3.0,0,41.0,9.0,92.0,0.348,37.0,4.0,7.0,39.0,4.0,3.0,8.0,1.0,7.0,52.0,1.0,South Carolina,3,13.666666666666666,3.0,30.666666666666668,12.333333333333334,1.3333333333333333,2.3333333333333335,13.0,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,17.333333333333332
