date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
01/22/2021,Arizona,3-0,3.0,0,40.0,15.0,96.0,0.26,29.0,4.0,11.0,50.0,5.0,3.0,4.0,2.0,5.0,49.0,0.0,Arizona,3,13.333333333333334,5.0,32.0,9.666666666666666,1.3333333333333333,3.6666666666666665,16.666666666666668,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,16.333333333333332
01/24/2021,Arizona,3-0,3.0,0,40.0,8.0,87.0,0.368,34.0,9.0,5.0,39.0,4.0,2.0,8.0,0.0,6.0,55.0,0.0,Arizona,3,13.333333333333334,2.6666666666666665,29.0,11.333333333333334,3.0,1.6666666666666667,13.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,18.333333333333332
01/29/2021,@ California,3-1,4.0,0,60.0,21.0,136.0,0.287,52.0,9.0,12.0,61.0,2.0,3.0,6.0,0.0,6.0,75.0,1.0,California,4,15.0,5.25,34.0,13.0,2.25,3.0,15.25,0.5,0.75,1.5,0.0,18.75
01/31/2021,@ California,3-0,3.0,0,43.0,9.0,87.0,0.391,40.0,7.0,5.0,31.0,4.0,1.0,12.0,5.0,7.0,57.0,2.0,California,3,14.333333333333334,3.0,29.0,13.333333333333334,2.3333333333333335,1.6666666666666667,10.333333333333334,1.3333333333333333,0.3333333333333333,4.0,1.6666666666666667,19.0
02/05/2021,@ Arizona St.,3-2,5.0,0,67.0,32.0,170.0,0.206,64.0,6.0,14.0,90.0,6.0,3.0,6.0,1.0,6.0,79.0,1.0,Arizona St.,5,13.4,6.4,34.0,12.8,1.2,2.8,18.0,1.2,0.6,1.2,0.2,15.8
02/07/2021,@ Arizona St.,3-0,3.0,0,44.0,12.0,101.0,0.317,41.0,7.0,4.0,57.0,5.0,1.0,8.0,2.0,5.0,56.0,1.0,Arizona St.,3,14.666666666666666,4.0,33.666666666666664,13.666666666666666,2.3333333333333335,1.3333333333333333,19.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,18.666666666666668
02/12/2021,Southern California,3-0,3.0,0,40.0,9.0,77.0,0.403,34.0,11.0,6.0,28.0,4.0,2.0,10.0,1.0,7.0,58.0,1.0,Southern California,3,13.333333333333334,3.0,25.666666666666668,11.333333333333334,3.6666666666666665,2.0,9.333333333333334,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.3333333333333333,19.333333333333332
02/14/2021,Southern California,3-2,5.0,0,59.0,30.0,162.0,0.179,51.0,10.0,9.0,69.0,2.0,2.0,22.0,0.0,13.0,82.0,0.0,Southern California,5,11.8,6.0,32.4,10.2,2.0,1.8,13.8,0.4,0.4,4.4,0.0,16.4
02/25/2021,@ Washington,0-3,3.0,0,39.0,15.0,108.0,0.222,36.0,2.0,10.0,36.0,4.0,0.0,12.0,2.0,6.0,47.0,0.0,Washington,3,13.0,5.0,36.0,12.0,0.6666666666666666,3.3333333333333335,12.0,1.3333333333333333,0.0,4.0,0.6666666666666666,15.666666666666666
02/27/2021,@ Washington,1-3,4.0,0,46.0,26.0,133.0,0.15,44.0,5.0,11.0,66.0,3.0,2.0,12.0,1.0,8.0,59.0,0.0,Washington,4,11.5,6.5,33.25,11.0,1.25,2.75,16.5,0.75,0.5,3.0,0.25,14.75
03/05/2021,Stanford,3-1,4.0,0,59.0,17.0,136.0,0.309,57.0,7.0,7.0,56.0,5.0,0.0,14.0,1.0,7.0,73.0,1.0,Stanford,4,14.75,4.25,34.0,14.25,1.75,1.75,14.0,1.25,0.0,3.5,0.25,18.25
03/07/2021,Stanford,3-1,4.0,0,54.0,31.0,150.0,0.153,50.0,5.0,5.0,64.0,3.0,0.0,17.0,0.0,8.5,67.5,2.0,Stanford,4,13.5,7.75,37.5,12.5,1.25,1.25,16.0,0.75,0.0,4.25,0.0,16.875
03/12/2021,@ UCLA,1-3,4.0,0,58.0,18.0,148.0,0.27,53.0,3.0,9.0,60.0,5.0,2.0,20.0,1.0,12.0,73.0,1.0,UCLA,4,14.5,4.5,37.0,13.25,0.75,2.25,15.0,1.25,0.5,5.0,0.25,18.25
03/14/2021,@ UCLA,3-1,4.0,0,62.0,16.0,145.0,0.317,58.0,5.0,7.0,67.0,4.0,1.0,28.0,0.0,15.0,82.0,0.0,UCLA,4,15.5,4.0,36.25,14.5,1.25,1.75,16.75,1.0,0.25,7.0,0.0,20.5
03/19/2021,@ Colorado,2-3,5.0,0,64.0,22.0,176.0,0.239,55.0,9.0,2.0,70.0,8.0,1.0,24.0,0.0,13.0,86.0,0.0,Colorado,5,12.8,4.4,35.2,11.0,1.8,0.4,14.0,1.6,0.2,4.8,0.0,17.2
03/21/2021,Colorado,3-0,3.0,0,43.0,19.0,114.0,0.211,38.0,6.0,2.0,63.0,2.0,3.0,8.0,2.0,7.0,56.0,1.0,Colorado,3,14.333333333333334,6.333333333333333,38.0,12.666666666666666,2.0,0.6666666666666666,21.0,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,18.666666666666668
03/28/2021,Washington St.,3-0,3.0,0,48.0,17.0,119.0,0.261,44.0,2.0,8.0,47.0,2.0,0.0,12.0,2.0,6.0,56.0,0.0,Washington St.,3,16.0,5.666666666666667,39.666666666666664,14.666666666666666,0.6666666666666666,2.6666666666666665,15.666666666666666,0.6666666666666666,0.0,4.0,0.6666666666666666,18.666666666666668
04/15/2021,"Pittsburgh @ Omaha, NE",0-3,3.0,0,41.0,16.0,123.0,0.203,37.0,0.0,5.0,46.0,5.0,0.0,10.0,2.0,5.0,46.0,0.0,Pittsburgh,3,13.666666666666666,5.333333333333333,41.0,12.333333333333334,0.0,1.6666666666666667,15.333333333333334,1.6666666666666667,0.0,3.3333333333333335,0.6666666666666666,15.333333333333334
