date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
01/30/2021,@ Temple,1-3,4.0,0,48.0,21.0,126.0,0.214,45.0,8.0,10.0,43.0,3.0,0.0,22.0,1.0,11.0,67.0,1.0,Temple,4,12.0,5.25,31.5,11.25,2.0,2.5,10.75,0.75,0.0,5.5,0.25,16.75
02/25/2021,St. John's (NY),3-1,4.0,0,46.0,19.0,138.0,0.196,39.0,7.0,7.0,57.0,3.0,2.0,18.0,4.0,11.0,64.0,0.0,St. John's ,4,11.5,4.75,34.5,9.75,1.75,1.75,14.25,0.75,0.5,4.5,1.0,16.0
02/26/2021,St. John's (NY),1-3,4.0,0,47.0,17.0,128.0,0.234,45.0,9.0,10.0,45.0,4.0,0.0,22.0,3.0,11.0,67.0,0.0,St. John's ,4,11.75,4.25,32.0,11.25,2.25,2.5,11.25,1.0,0.0,5.5,0.75,16.75
03/05/2021,@ Villanova,1-3,4.0,0,42.0,24.0,135.0,0.133,40.0,3.0,6.0,65.0,7.0,1.0,10.0,4.0,6.0,51.0,2.0,Villanova,4,10.5,6.0,33.75,10.0,0.75,1.5,16.25,1.75,0.25,2.5,1.0,12.75
03/06/2021,@ Villanova,3-1,4.0,0,38.0,20.0,124.0,0.145,35.0,4.0,8.0,64.0,9.0,2.0,18.0,5.0,11.0,53.0,0.0,Villanova,4,9.5,5.0,31.0,8.75,1.0,2.0,16.0,2.25,0.5,4.5,1.25,13.25
03/07/2021,@ Temple,1-3,4.0,0,50.0,18.0,153.0,0.209,45.0,7.0,7.0,70.0,5.0,1.0,8.0,5.0,5.0,62.0,0.0,Temple,4,12.5,4.5,38.25,11.25,1.75,1.75,17.5,1.25,0.25,2.0,1.25,15.5
03/12/2021,@ Providence,1-3,4.0,0,38.0,19.0,130.0,0.146,36.0,10.0,10.0,49.0,8.0,3.0,12.0,4.0,9.0,57.0,1.0,Providence,4,9.5,4.75,32.5,9.0,2.5,2.5,12.25,2.0,0.75,3.0,1.0,14.25
03/13/2021,@ Providence,1-3,4.0,0,47.0,17.0,133.0,0.226,43.0,5.0,10.0,56.0,8.0,3.0,24.0,6.0,15.0,67.0,2.0,Providence,4,11.75,4.25,33.25,10.75,1.25,2.5,14.0,2.0,0.75,6.0,1.5,16.75
03/26/2021,Seton Hall,3-0,3.0,0,42.0,18.0,109.0,0.22,42.0,6.0,10.0,53.0,4.0,2.0,14.0,2.0,9.0,57.0,0.0,Seton Hall,3,14.0,6.0,36.333333333333336,14.0,2.0,3.3333333333333335,17.666666666666668,1.3333333333333333,0.6666666666666666,4.666666666666667,0.6666666666666666,19.0
03/27/2021,Seton Hall,3-1,4.0,0,59.0,12.0,135.0,0.348,56.0,4.0,10.0,64.0,2.0,2.0,8.0,4.0,6.0,69.0,0.0,Seton Hall,4,14.75,3.0,33.75,14.0,1.0,2.5,16.0,0.5,0.5,2.0,1.0,17.25
04/02/2021,@ Creighton,0-3,3.0,0,35.0,18.0,114.0,0.149,33.0,3.0,6.0,38.0,4.0,1.0,10.0,1.0,6.0,44.0,0.0,Creighton,3,11.666666666666666,6.0,38.0,11.0,1.0,2.0,12.666666666666666,1.3333333333333333,0.3333333333333333,3.3333333333333335,0.3333333333333333,14.666666666666666
