date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
09/12/2020,Georgia St.,3-2,5.0,0,74.0,29.0,218.0,0.206,70.0,10.0,5.0,86.0,8.0,3.0,6.0,2.0,6.0,90.0,1.0,Georgia St.,5,14.8,5.8,43.6,14.0,2.0,1.0,17.2,1.6,0.6,1.2,0.4,18.0
01/22/2021,North Ala.,3-0,3.0,0,45.0,18.0,119.0,0.227,38.0,3.0,4.0,60.0,2.0,3.0,12.0,2.0,9.0,57.0,2.0,North Ala.,3,15.0,6.0,39.666666666666664,12.666666666666666,1.0,1.3333333333333333,20.0,0.6666666666666666,1.0,4.0,0.6666666666666666,19.0
01/31/2021,UNC Greensboro,3-2,5.0,0,53.0,28.0,184.0,0.136,46.0,3.0,8.0,86.0,2.0,2.0,16.0,4.0,10.0,66.0,1.0,UNC Greensboro,5,10.6,5.6,36.8,9.2,0.6,1.6,17.2,0.4,0.4,3.2,0.8,13.2
02/01/2021,UNC Greensboro,3-2,5.0,0,65.0,24.0,191.0,0.215,61.0,9.0,7.0,88.0,5.0,1.0,12.0,1.0,7.0,81.0,2.0,UNC Greensboro,5,13.0,4.8,38.2,12.2,1.8,1.4,17.6,1.0,0.2,2.4,0.2,16.2
02/07/2021,@ Wofford,1-3,4.0,0,46.0,33.0,152.0,0.086,44.0,3.0,5.0,61.0,6.0,2.0,10.0,0.0,7.0,56.0,4.0,Wofford,4,11.5,8.25,38.0,11.0,0.75,1.25,15.25,1.5,0.5,2.5,0.0,14.0
02/08/2021,@ Wofford,2-3,5.0,0,53.0,23.0,187.0,0.16,48.0,5.0,6.0,83.0,4.0,7.0,12.0,0.0,13.0,71.0,0.0,Wofford,5,10.6,4.6,37.4,9.6,1.0,1.2,16.6,0.8,1.4,2.4,0.0,14.2
02/14/2021,@ Western Caro.,0-3,3.0,0,45.0,19.0,165.0,0.158,44.0,3.0,4.0,76.0,1.0,2.0,12.0,2.0,8.0,56.0,0.0,Western Caro.,3,15.0,6.333333333333333,55.0,14.666666666666666,1.0,1.3333333333333333,25.333333333333332,0.3333333333333333,0.6666666666666666,4.0,0.6666666666666666,18.666666666666668
02/15/2021,@ Western Caro.,0-3,3.0,0,37.0,18.0,113.0,0.168,36.0,2.0,3.0,44.0,5.0,3.0,6.0,0.0,6.0,45.0,0.0,Western Caro.,3,12.333333333333334,6.0,37.666666666666664,12.0,0.6666666666666666,1.0,14.666666666666666,1.6666666666666667,1.0,2.0,0.0,15.0
02/21/2021,Furman,1-3,4.0,0,43.0,35.0,145.0,0.055,39.0,7.0,8.0,56.0,8.0,2.0,10.0,1.0,7.0,57.0,1.0,Furman,4,10.75,8.75,36.25,9.75,1.75,2.0,14.0,2.0,0.5,2.5,0.25,14.25
02/22/2021,Furman,3-0,3.0,0,42.0,13.0,135.0,0.215,37.0,11.0,10.0,66.0,7.0,1.0,18.0,2.0,10.0,63.0,4.0,Furman,3,14.0,4.333333333333333,45.0,12.333333333333334,3.6666666666666665,3.3333333333333335,22.0,2.333333333333333,0.3333333333333333,6.0,0.6666666666666666,21.0
02/28/2021,Mercer,1-3,4.0,0,46.0,24.0,150.0,0.147,38.0,3.0,10.0,62.0,7.0,3.0,8.0,0.0,7.0,56.0,1.0,Mercer,4,11.5,6.0,37.5,9.5,0.75,2.5,15.5,1.75,0.75,2.0,0.0,14.0
