date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
10/02/2020,Louisville,0-3,3.0,0,26.0,13.0,77.0,0.169,24.0,2.0,4.0,15.0,4.0,2.0,0.0,0.0,2.0,30.0,3.0,Louisville,3,8.666666666666666,4.333333333333333,25.666666666666668,8.0,0.6666666666666666,1.3333333333333333,5.0,1.3333333333333333,0.6666666666666666,0.0,0.0,10.0
10/03/2020,Louisville,1-3,4.0,0,45.0,25.0,141.0,0.142,42.0,2.0,6.0,42.0,2.0,7.0,8.0,0.0,11.0,58.0,0.0,Louisville,4,11.25,6.25,35.25,10.5,0.5,1.5,10.5,0.5,1.75,2.0,0.0,14.5
10/09/2020,@ Pittsburgh,1-3,4.0,0,36.0,20.0,124.0,0.129,33.0,5.0,5.0,38.0,8.0,1.0,20.0,1.0,11.0,52.0,0.0,Pittsburgh,4,9.0,5.0,31.0,8.25,1.25,1.25,9.5,2.0,0.25,5.0,0.25,13.0
10/10/2020,@ Pittsburgh,0-3,3.0,0,28.0,17.0,99.0,0.111,26.0,2.0,2.0,24.0,5.0,5.0,12.0,4.0,11.0,41.0,0.0,Pittsburgh,3,9.333333333333334,5.666666666666667,33.0,8.666666666666666,0.6666666666666666,0.6666666666666666,8.0,1.6666666666666667,1.6666666666666667,4.0,1.3333333333333333,13.666666666666666
10/16/2020,@ Syracuse,0-3,3.0,0,35.0,19.0,134.0,0.119,33.0,2.0,7.0,52.0,4.0,5.0,6.0,4.0,8.0,45.0,1.0,Syracuse,3,11.666666666666666,6.333333333333333,44.666666666666664,11.0,0.6666666666666666,2.3333333333333335,17.333333333333332,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,15.0
10/17/2020,@ Syracuse,0-3,3.0,0,27.0,20.0,96.0,0.073,24.0,1.0,4.0,29.0,5.0,2.0,4.0,4.0,4.0,32.0,2.0,Syracuse,3,9.0,6.666666666666667,32.0,8.0,0.3333333333333333,1.3333333333333333,9.666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,10.666666666666666
10/23/2020,Notre Dame,0-3,3.0,0,30.0,14.0,116.0,0.138,27.0,4.0,3.0,53.0,6.0,3.0,6.0,0.0,6.0,40.0,0.0,Notre Dame,3,10.0,4.666666666666667,38.666666666666664,9.0,1.3333333333333333,1.0,17.666666666666668,2.0,1.0,2.0,0.0,13.333333333333334
10/24/2020,Notre Dame,1-3,4.0,0,41.0,23.0,144.0,0.125,40.0,8.0,5.0,60.0,5.0,1.0,10.0,0.0,6.0,55.0,1.0,Notre Dame,4,10.25,5.75,36.0,10.0,2.0,1.25,15.0,1.25,0.25,2.5,0.0,13.75
02/13/2021,Northeastern,3-1,4.0,0,44.0,17.0,126.0,0.214,41.0,6.0,3.0,58.0,2.0,3.0,20.0,0.0,13.0,63.0,1.0,Northeastern,4,11.0,4.25,31.5,10.25,1.5,0.75,14.5,0.5,0.75,5.0,0.0,15.75
03/12/2021,@ Georgia Tech,0-3,3.0,0,25.0,16.0,86.0,0.105,24.0,2.0,2.0,28.0,9.0,0.0,4.0,2.0,2.0,29.0,2.0,Georgia Tech,3,8.333333333333334,5.333333333333333,28.666666666666668,8.0,0.6666666666666666,0.6666666666666666,9.333333333333334,3.0,0.0,1.3333333333333333,0.6666666666666666,9.666666666666666
03/20/2021,"Clemson @ Raleigh, NC",0-3,3.0,0,35.0,26.0,112.0,0.08,30.0,5.0,3.0,39.0,2.0,2.0,8.0,0.0,6.0,46.0,0.0,Clemson,3,11.666666666666666,8.666666666666666,37.333333333333336,10.0,1.6666666666666667,1.0,13.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,15.333333333333334
