date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
02/04/2021,@ Presbyterian,3-1,4.0,0,58.0,11.0,110.0,0.427,56.0,9.0,12.0,53.0,9.0,2.0,10.0,0.0,7.0,74.0,2.0,Presbyterian,4,14.5,2.75,27.5,14.0,2.25,3.0,13.25,2.25,0.5,2.5,0.0,18.5
02/05/2021,@ Presbyterian,3-0,3.0,0,32.0,9.0,84.0,0.274,28.0,13.0,5.0,41.0,2.0,2.0,6.0,0.0,5.0,50.0,1.0,Presbyterian,3,10.666666666666666,3.0,28.0,9.333333333333334,4.333333333333333,1.6666666666666667,13.666666666666666,0.6666666666666666,0.6666666666666666,2.0,0.0,16.666666666666668
02/17/2021,@ UNC Asheville,3-0,3.0,0,41.0,13.0,92.0,0.304,38.0,5.0,6.0,41.0,2.0,1.0,8.0,0.0,5.0,51.0,0.0,UNC Asheville,3,13.666666666666666,4.333333333333333,30.666666666666668,12.666666666666666,1.6666666666666667,2.0,13.666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.0,17.0
02/18/2021,@ UNC Asheville,3-0,3.0,0,52.0,11.0,120.0,0.342,46.0,4.0,5.0,52.0,5.0,2.0,6.0,0.0,5.0,61.0,1.0,UNC Asheville,3,17.333333333333332,3.6666666666666665,40.0,15.333333333333334,1.3333333333333333,1.6666666666666667,17.333333333333332,1.6666666666666667,0.6666666666666666,2.0,0.0,20.333333333333332
02/25/2021,Radford,3-0,3.0,0,44.0,13.0,97.0,0.32,41.0,5.0,7.0,39.0,1.0,0.0,16.0,1.0,8.0,57.0,0.0,Radford,3,14.666666666666666,4.333333333333333,32.333333333333336,13.666666666666666,1.6666666666666667,2.3333333333333335,13.0,0.3333333333333333,0.0,5.333333333333333,0.3333333333333333,19.0
02/26/2021,Radford,3-0,3.0,0,44.0,21.0,118.0,0.195,41.0,6.0,7.0,49.0,2.0,0.0,16.0,0.0,8.0,58.0,0.0,Radford,3,14.666666666666666,7.0,39.333333333333336,13.666666666666666,2.0,2.3333333333333335,16.333333333333332,0.6666666666666666,0.0,5.333333333333333,0.0,19.333333333333332
03/04/2021,@ USC Upstate,3-0,3.0,0,45.0,5.0,104.0,0.385,43.0,3.0,8.0,56.0,1.0,0.0,16.0,0.0,8.0,56.0,0.0,USC Upstate,3,15.0,1.6666666666666667,34.666666666666664,14.333333333333334,1.0,2.6666666666666665,18.666666666666668,0.3333333333333333,0.0,5.333333333333333,0.0,18.666666666666668
03/05/2021,@ USC Upstate,3-0,3.0,0,45.0,12.0,102.0,0.324,41.0,7.0,5.0,52.0,1.0,0.0,10.0,0.0,5.0,57.0,0.0,USC Upstate,3,15.0,4.0,34.0,13.666666666666666,2.3333333333333335,1.6666666666666667,17.333333333333332,0.3333333333333333,0.0,3.3333333333333335,0.0,19.0
03/11/2021,Winthrop,3-1,4.0,0,54.0,15.0,158.0,0.247,51.0,6.0,7.0,84.0,2.0,0.0,24.0,0.0,12.0,72.0,0.0,Winthrop,4,13.5,3.75,39.5,12.75,1.5,1.75,21.0,0.5,0.0,6.0,0.0,18.0
03/12/2021,Winthrop,3-0,3.0,0,42.0,14.0,105.0,0.267,40.0,6.0,10.0,54.0,4.0,2.0,4.0,1.0,4.0,52.0,2.0,Winthrop,3,14.0,4.666666666666667,35.0,13.333333333333334,2.0,3.3333333333333335,18.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,17.333333333333332
03/19/2021,@ Charleston So.,3-2,5.0,0,67.0,20.0,159.0,0.296,64.0,5.0,11.0,52.0,2.0,0.0,20.0,2.0,10.0,82.0,2.0,Charleston So.,5,13.4,4.0,31.8,12.8,1.0,2.2,10.4,0.4,0.0,4.0,0.4,16.4
03/19/2021,@ Charleston So.,3-2,5.0,0,59.0,18.0,162.0,0.253,55.0,8.0,11.0,83.0,4.0,2.0,8.0,1.0,6.0,73.0,1.0,Charleston So.,5,11.8,3.6,32.4,11.0,1.6,2.2,16.6,0.8,0.4,1.6,0.2,14.6
03/25/2021,Campbell,3-1,4.0,0,54.0,22.0,176.0,0.182,48.0,5.0,11.0,81.0,6.0,1.0,18.0,0.0,10.0,69.0,2.0,Campbell,4,13.5,5.5,44.0,12.0,1.25,2.75,20.25,1.5,0.25,4.5,0.0,17.25
03/26/2021,Campbell,3-0,3.0,0,39.0,7.0,100.0,0.32,37.0,6.0,5.0,60.0,4.0,2.0,10.0,1.0,7.0,52.0,2.0,Campbell,3,13.0,2.3333333333333335,33.333333333333336,12.333333333333334,2.0,1.6666666666666667,20.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.3333333333333333,17.333333333333332
04/01/2021,Gardner-Webb,3-0,3.0,0,37.0,6.0,82.0,0.378,34.0,4.0,8.0,48.0,0.0,1.0,20.0,0.0,11.0,52.0,0.0,Gardner-Webb,3,12.333333333333334,2.0,27.333333333333332,11.333333333333334,1.3333333333333333,2.6666666666666665,16.0,0.0,0.3333333333333333,6.666666666666667,0.0,17.333333333333332
04/02/2021,Gardner-Webb,3-0,3.0,0,52.0,12.0,107.0,0.374,48.0,1.0,8.0,62.0,4.0,1.0,4.0,0.0,3.0,56.0,0.0,Gardner-Webb,3,17.333333333333332,4.0,35.666666666666664,16.0,0.3333333333333333,2.6666666666666665,20.666666666666668,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,18.666666666666668
04/14/2021,"UCF @ Omaha, NE",3-2,5.0,0,67.0,27.0,200.0,0.2,64.0,5.0,12.0,95.0,0.0,4.0,20.0,3.0,14.0,86.0,0.0,UCF,5,13.4,5.4,40.0,12.8,1.0,2.4,19.0,0.0,0.8,4.0,0.6,17.2
04/15/2021,"Purdue @ Omaha, NE",0-3,3.0,0,30.0,18.0,95.0,0.126,30.0,1.0,6.0,42.0,4.0,2.0,8.0,0.0,6.0,37.0,0.0,Purdue,3,10.0,6.0,31.666666666666668,10.0,0.3333333333333333,2.0,14.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,12.333333333333334
