date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
01/28/2021,@ Tulane,3-1,4.0,0,61.0,23.0,159.0,0.239,55.0,5.0,7.0,56.0,4.0,5.0,10.0,2.0,10.0,76.0,1.0,Tulane,4,15.25,5.75,39.75,13.75,1.25,1.75,14.0,1.0,1.25,2.5,0.5,19.0
01/29/2021,@ Southern Miss.,3-1,4.0,0,57.0,18.0,149.0,0.262,55.0,3.0,8.0,60.0,2.0,3.0,8.0,0.0,7.0,67.0,2.0,Southern Miss.,4,14.25,4.5,37.25,13.75,0.75,2.0,15.0,0.5,0.75,2.0,0.0,16.75
01/29/2021,@ Southern Miss.,2-3,5.0,0,51.0,35.0,175.0,0.091,48.0,0.0,9.0,72.0,5.0,2.0,16.0,1.0,10.0,61.0,1.0,Southern Miss.,5,10.2,7.0,35.0,9.6,0.0,1.8,14.4,1.0,0.4,3.2,0.2,12.2
02/04/2021,@ McNeese,0-3,3.0,0,34.0,20.0,115.0,0.122,30.0,7.0,4.0,41.0,6.0,0.0,2.0,0.0,1.0,42.0,3.0,McNeese,3,11.333333333333334,6.666666666666667,38.333333333333336,10.0,2.3333333333333335,1.3333333333333333,13.666666666666666,2.0,0.0,0.6666666666666666,0.0,14.0
02/16/2021,Nicholls,3-0,3.0,0,39.0,14.0,120.0,0.208,32.0,5.0,7.0,48.0,2.0,2.0,8.0,3.0,6.0,50.0,2.0,Nicholls,3,13.0,4.666666666666667,40.0,10.666666666666666,1.6666666666666667,2.3333333333333335,16.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,16.666666666666668
02/22/2021,Sam Houston,2-3,5.0,0,43.0,18.0,158.0,0.158,40.0,2.0,14.0,74.0,11.0,1.0,8.0,1.0,5.0,50.0,4.0,Sam Houston,5,8.6,3.6,31.6,8.0,0.4,2.8,14.8,2.2,0.2,1.6,0.2,10.0
02/25/2021,@ Northwestern St.,3-1,4.0,0,49.0,24.0,190.0,0.132,44.0,6.0,10.0,89.0,4.0,1.0,4.0,0.0,3.0,58.0,3.0,Northwestern St.,4,12.25,6.0,47.5,11.0,1.5,2.5,22.25,1.0,0.25,1.0,0.0,14.5
02/27/2021,@ A&M-Corpus Christi,3-2,5.0,0,65.0,29.0,197.0,0.183,59.0,6.0,12.0,85.0,6.0,8.0,8.0,3.0,12.0,83.0,0.0,A&M-Corpus Christi,5,13.0,5.8,39.4,11.8,1.2,2.4,17.0,1.2,1.6,1.6,0.6,16.6
03/09/2021,@ Lamar University,3-2,5.0,0,58.0,23.0,144.0,0.243,56.0,5.0,14.0,54.0,9.0,0.0,14.0,7.0,7.0,70.0,1.0,Lamar University,5,11.6,4.6,28.8,11.2,1.0,2.8,10.8,1.8,0.0,2.8,1.4,14.0
03/11/2021,Abilene Christian,3-1,4.0,0,56.0,25.0,144.0,0.215,54.0,11.0,7.0,55.0,2.0,1.0,16.0,0.0,9.0,76.0,4.0,Abilene Christian,4,14.0,6.25,36.0,13.5,2.75,1.75,13.75,0.5,0.25,4.0,0.0,19.0
03/13/2021,SFA,3-1,4.0,0,59.0,25.0,196.0,0.173,51.0,3.0,16.0,81.0,2.0,2.0,6.0,0.0,5.0,67.0,1.0,SFA,4,14.75,6.25,49.0,12.75,0.75,4.0,20.25,0.5,0.5,1.5,0.0,16.75
03/18/2021,Houston Christian,3-1,4.0,0,51.0,27.0,157.0,0.153,51.0,9.0,6.0,69.0,2.0,0.0,14.0,3.0,7.0,67.0,2.0,Houston Christian,4,12.75,6.75,39.25,12.75,2.25,1.5,17.25,0.5,0.0,3.5,0.75,16.75
03/20/2021,UIW,3-1,4.0,0,58.0,23.0,167.0,0.21,53.0,7.0,3.0,81.0,4.0,1.0,6.0,4.0,4.0,69.0,4.0,UIW,4,14.5,5.75,41.75,13.25,1.75,0.75,20.25,1.0,0.25,1.5,1.0,17.25
03/24/2021,@ New Orleans,3-2,5.0,0,53.0,30.0,141.0,0.163,46.0,5.0,7.0,62.0,6.0,1.0,26.0,3.0,14.0,72.0,0.0,New Orleans,5,10.6,6.0,28.2,9.2,1.0,1.4,12.4,1.2,0.2,5.2,0.6,14.4
03/27/2021,@ Central Ark.,1-3,4.0,0,62.0,26.0,146.0,0.247,60.0,4.0,5.0,56.0,7.0,1.0,8.0,3.0,5.0,71.0,3.0,Central Ark.,4,15.5,6.5,36.5,15.0,1.0,1.25,14.0,1.75,0.25,2.0,0.75,17.75
04/01/2021,"Central Ark. @ Corpus Christi, TX",1-3,4.0,0,50.0,27.0,138.0,0.167,49.0,4.0,9.0,49.0,2.0,4.0,8.0,0.0,8.0,62.0,3.0,Central Ark.,4,12.5,6.75,34.5,12.25,1.0,2.25,12.25,0.5,1.0,2.0,0.0,15.5
