date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
10/17/2020,@ Texas A&M,0-3,3.0,0,31.0,25.0,118.0,0.051,28.0,2.0,4.0,53.0,4.0,5.0,4.0,0.0,7.0,40.0,0.0,Texas A&M,3,10.333333333333334,8.333333333333334,39.333333333333336,9.333333333333334,0.6666666666666666,1.3333333333333333,17.666666666666668,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,13.333333333333334
10/18/2020,@ Texas A&M,2-3,5.0,0,61.0,32.0,182.0,0.159,47.0,5.0,7.0,77.0,5.0,2.0,18.0,4.0,11.0,77.0,0.0,Texas A&M,5,12.2,6.4,36.4,9.4,1.0,1.4,15.4,1.0,0.4,3.6,0.8,15.4
10/21/2020,Mississippi St.,3-1,4.0,0,61.0,23.0,162.0,0.235,59.0,7.0,5.0,82.0,4.0,0.0,18.0,2.0,9.0,77.0,2.0,Mississippi St.,4,15.25,5.75,40.5,14.75,1.75,1.25,20.5,1.0,0.0,4.5,0.5,19.25
10/22/2020,Mississippi St.,3-1,4.0,0,56.0,17.0,144.0,0.271,54.0,7.0,6.0,70.0,3.0,3.0,2.0,1.0,4.0,67.0,1.0,Mississippi St.,4,14.0,4.25,36.0,13.5,1.75,1.5,17.5,0.75,0.75,0.5,0.25,16.75
11/15/2020,@ Alabama,1-3,4.0,0,52.0,15.0,136.0,0.272,50.0,4.0,6.0,63.0,7.0,4.0,10.0,1.0,9.0,65.0,1.0,Alabama,4,13.0,3.75,34.0,12.5,1.0,1.5,15.75,1.75,1.0,2.5,0.25,16.25
11/16/2020,@ Alabama,3-0,3.0,0,31.0,10.0,78.0,0.269,28.0,13.0,11.0,36.0,3.0,3.0,6.0,2.0,6.0,50.0,1.0,Alabama,3,10.333333333333334,3.3333333333333335,26.0,9.333333333333334,4.333333333333333,3.6666666666666665,12.0,1.0,1.0,2.0,0.6666666666666666,16.666666666666668
01/29/2021,@ Missouri,2-3,5.0,0,57.0,20.0,144.0,0.257,53.0,4.0,13.0,63.0,4.0,3.0,10.0,0.0,8.0,69.0,0.0,Missouri,5,11.4,4.0,28.8,10.6,0.8,2.6,12.6,0.8,0.6,2.0,0.0,13.8
01/30/2021,@ Missouri,2-3,5.0,0,58.0,23.0,163.0,0.215,54.0,8.0,15.0,71.0,7.0,5.0,6.0,0.0,8.0,74.0,0.0,Missouri,5,11.6,4.6,32.6,10.8,1.6,3.0,14.2,1.4,1.0,1.2,0.0,14.8
02/10/2021,@ Florida,0-3,3.0,0,37.0,23.0,124.0,0.113,32.0,4.0,3.0,41.0,6.0,3.0,12.0,0.0,9.0,50.0,0.0,Florida,3,12.333333333333334,7.666666666666667,41.333333333333336,10.666666666666666,1.3333333333333333,1.0,13.666666666666666,2.0,1.0,4.0,0.0,16.666666666666668
02/11/2021,@ Florida,1-3,4.0,0,45.0,21.0,142.0,0.169,37.0,3.0,3.0,47.0,7.0,4.0,12.0,0.0,10.0,58.0,0.0,Florida,4,11.25,5.25,35.5,9.25,0.75,0.75,11.75,1.75,1.0,3.0,0.0,14.5
