date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
01/25/2021,@ Milwaukee,3-0,3.0,0,32.0,12.0,102.0,0.196,28.0,7.0,14.0,42.0,4.0,2.0,16.0,0.0,10.0,49.0,1.0,Milwaukee,3,10.666666666666666,4.0,34.0,9.333333333333334,2.3333333333333335,4.666666666666667,14.0,1.3333333333333333,0.6666666666666666,5.333333333333333,0.0,16.333333333333332
01/26/2021,@ Milwaukee,3-0,3.0,0,29.0,4.0,87.0,0.287,26.0,8.0,8.0,53.0,4.0,0.0,18.0,1.0,9.0,46.0,0.0,Milwaukee,3,9.666666666666666,1.3333333333333333,29.0,8.666666666666666,2.6666666666666665,2.6666666666666665,17.666666666666668,1.3333333333333333,0.0,6.0,0.3333333333333333,15.333333333333334
02/01/2021,Northern Ky.,3-0,3.0,0,37.0,10.0,123.0,0.22,33.0,8.0,4.0,66.0,3.0,1.0,10.0,0.0,6.0,51.0,0.0,Northern Ky.,3,12.333333333333334,3.3333333333333335,41.0,11.0,2.6666666666666665,1.3333333333333333,22.0,1.0,0.3333333333333333,3.3333333333333335,0.0,17.0
02/02/2021,Northern Ky.,3-0,3.0,0,34.0,12.0,107.0,0.206,30.0,7.0,3.0,60.0,4.0,4.0,10.0,0.0,9.0,50.0,0.0,Northern Ky.,3,11.333333333333334,4.0,35.666666666666664,10.0,2.3333333333333335,1.0,20.0,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,16.666666666666668
02/08/2021,@ Oakland,3-1,4.0,0,66.0,26.0,216.0,0.185,52.0,9.0,6.0,101.0,5.0,1.0,24.0,0.0,13.0,88.0,0.0,Oakland,4,16.5,6.5,54.0,13.0,2.25,1.5,25.25,1.25,0.25,6.0,0.0,22.0
02/09/2021,@ Oakland,3-0,3.0,0,48.0,7.0,143.0,0.287,42.0,4.0,4.0,87.0,2.0,0.0,10.0,0.0,5.0,57.0,0.0,Oakland,3,16.0,2.3333333333333335,47.666666666666664,14.0,1.3333333333333333,1.3333333333333333,29.0,0.6666666666666666,0.0,3.3333333333333335,0.0,19.0
02/16/2021,Dayton,2-3,5.0,0,66.0,30.0,196.0,0.184,61.0,2.0,5.0,81.0,1.0,1.0,8.0,2.0,5.0,73.0,2.0,Dayton,5,13.2,6.0,39.2,12.2,0.4,1.0,16.2,0.2,0.2,1.6,0.4,14.6
02/22/2021,@ Robert Morris,3-1,4.0,0,56.0,17.0,150.0,0.26,52.0,8.0,10.0,74.0,2.0,0.0,32.0,0.0,16.0,80.0,4.0,Robert Morris,4,14.0,4.25,37.5,13.0,2.0,2.5,18.5,0.5,0.0,8.0,0.0,20.0
02/23/2021,@ Robert Morris,3-0,3.0,0,46.0,19.0,121.0,0.223,41.0,3.0,5.0,50.0,1.0,0.0,22.0,4.0,11.0,60.0,0.0,Robert Morris,3,15.333333333333334,6.333333333333333,40.333333333333336,13.666666666666666,1.0,1.6666666666666667,16.666666666666668,0.3333333333333333,0.0,7.333333333333333,1.3333333333333333,20.0
03/02/2021,@ IUPUI,3-0,3.0,0,37.0,14.0,111.0,0.207,31.0,8.0,5.0,59.0,4.0,3.0,4.0,0.0,5.0,50.0,3.0,IUPUI,3,12.333333333333334,4.666666666666667,37.0,10.333333333333334,2.6666666666666665,1.6666666666666667,19.666666666666668,1.3333333333333333,1.0,1.3333333333333333,0.0,16.666666666666668
03/02/2021,@ IUPUI,3-0,3.0,0,39.0,11.0,105.0,0.267,35.0,5.0,3.0,55.0,1.0,5.0,12.0,1.0,11.0,55.0,0.0,IUPUI,3,13.0,3.6666666666666665,35.0,11.666666666666666,1.6666666666666667,1.0,18.333333333333332,0.3333333333333333,1.6666666666666667,4.0,0.3333333333333333,18.333333333333332
03/08/2021,Cleveland St.,3-1,4.0,0,72.0,23.0,194.0,0.253,65.0,1.0,5.0,99.0,7.0,1.0,18.0,0.0,10.0,83.0,0.0,Cleveland St.,4,18.0,5.75,48.5,16.25,0.25,1.25,24.75,1.75,0.25,4.5,0.0,20.75
03/09/2021,Cleveland St.,3-2,5.0,0,58.0,28.0,177.0,0.169,50.0,8.0,5.0,84.0,2.0,1.0,30.0,0.0,16.0,82.0,0.0,Cleveland St.,5,11.6,5.6,35.4,10.0,1.6,1.0,16.8,0.4,0.2,6.0,0.0,16.4
03/22/2021,Green Bay,3-0,3.0,0,40.0,13.0,126.0,0.214,35.0,5.0,6.0,62.0,3.0,0.0,14.0,2.0,7.0,52.0,0.0,Green Bay,3,13.333333333333334,4.333333333333333,42.0,11.666666666666666,1.6666666666666667,2.0,20.666666666666668,1.0,0.0,4.666666666666667,0.6666666666666666,17.333333333333332
03/22/2021,Green Bay,3-0,3.0,0,36.0,16.0,118.0,0.169,35.0,4.0,3.0,52.0,2.0,2.0,16.0,0.0,10.0,50.0,0.0,Green Bay,3,12.0,5.333333333333333,39.333333333333336,11.666666666666666,1.3333333333333333,1.0,17.333333333333332,0.6666666666666666,0.6666666666666666,5.333333333333333,0.0,16.666666666666668
03/28/2021,Purdue Fort Wayne,3-0,3.0,0,43.0,15.0,133.0,0.211,41.0,5.0,9.0,74.0,1.0,3.0,10.0,1.0,8.0,56.0,0.0,Purdue Fort Wayne,3,14.333333333333334,5.0,44.333333333333336,13.666666666666666,1.6666666666666667,3.0,24.666666666666668,0.3333333333333333,1.0,3.3333333333333335,0.3333333333333333,18.666666666666668
04/03/2021,UIC,3-2,5.0,0,53.0,19.0,157.0,0.217,51.0,2.0,7.0,81.0,6.0,3.0,28.0,0.0,17.0,72.0,2.0,UIC,5,10.6,3.8,31.4,10.2,0.4,1.4,16.2,1.2,0.6,5.6,0.0,14.4
04/14/2021,"Samford @ Omaha, NE",3-0,3.0,0,38.0,10.0,92.0,0.304,34.0,14.0,5.0,48.0,3.0,1.0,14.0,2.0,8.0,60.0,1.0,Samford,3,12.666666666666666,3.3333333333333335,30.666666666666668,11.333333333333334,4.666666666666667,1.6666666666666667,16.0,1.0,0.3333333333333333,4.666666666666667,0.6666666666666666,20.0
04/15/2021,"Texas @ Omaha, NE",0-3,3.0,0,30.0,24.0,108.0,0.056,27.0,2.0,9.0,38.0,3.0,0.0,4.0,2.0,2.0,34.0,0.0,Texas,3,10.0,8.0,36.0,9.0,0.6666666666666666,3.0,12.666666666666666,1.0,0.0,1.3333333333333333,0.6666666666666666,11.333333333333334
