date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
02/02/2021,Central Ark.,2-3,5.0,0,68.0,33.0,217.0,0.161,61.0,6.0,7.0,98.0,4.0,3.0,24.0,2.0,15.0,89.0,3.0,Central Ark.,5,13.6,6.6,43.4,12.2,1.2,1.4,19.6,0.8,0.6,4.8,0.4,17.8
02/04/2021,Northwestern St.,3-0,3.0,0,39.0,10.0,105.0,0.276,38.0,3.0,6.0,64.0,3.0,2.0,14.0,1.0,9.0,51.0,1.0,Northwestern St.,3,13.0,3.3333333333333335,35.0,12.666666666666666,1.0,2.0,21.333333333333332,1.0,0.6666666666666666,4.666666666666667,0.3333333333333333,17.0
02/11/2021,@ New Orleans,3-0,3.0,0,40.0,16.0,98.0,0.245,36.0,5.0,5.0,42.0,2.0,2.0,8.0,0.0,6.0,51.0,4.0,New Orleans,3,13.333333333333334,5.333333333333333,32.666666666666664,12.0,1.6666666666666667,1.6666666666666667,14.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,17.0
02/22/2021,@ Southeastern La.,3-2,5.0,0,50.0,28.0,156.0,0.141,46.0,11.0,12.0,88.0,2.0,0.0,8.0,3.0,4.0,65.0,6.0,Southeastern La.,5,10.0,5.6,31.2,9.2,2.2,2.4,17.6,0.4,0.0,1.6,0.6,13.0
02/25/2021,@ Houston Christian,3-2,5.0,0,64.0,31.0,194.0,0.17,61.0,6.0,7.0,95.0,5.0,2.0,14.0,2.0,9.0,79.0,1.0,Houston Christian,5,12.8,6.2,38.8,12.2,1.2,1.4,19.0,1.0,0.4,2.8,0.4,15.8
03/04/2021,A&M-Corpus Christi,3-1,4.0,0,60.0,15.0,161.0,0.28,57.0,5.0,9.0,70.0,3.0,1.0,16.0,0.0,9.0,74.0,0.0,A&M-Corpus Christi,4,15.0,3.75,40.25,14.25,1.25,2.25,17.5,0.75,0.25,4.0,0.0,18.5
03/07/2021,@ Lamar University,3-0,3.0,0,46.0,21.0,141.0,0.177,36.0,7.0,0.0,61.0,2.0,1.0,6.0,2.0,4.0,57.0,0.0,Lamar University,3,15.333333333333334,7.0,47.0,12.0,2.3333333333333335,0.0,20.333333333333332,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,19.0
03/09/2021,UIW,3-1,4.0,0,63.0,26.0,176.0,0.21,60.0,4.0,10.0,82.0,1.0,1.0,22.0,0.0,12.0,79.0,2.0,UIW,4,15.75,6.5,44.0,15.0,1.0,2.5,20.5,0.25,0.25,5.5,0.0,19.75
03/18/2021,@ McNeese,3-1,4.0,0,49.0,15.0,136.0,0.25,44.0,10.0,12.0,57.0,5.0,5.0,10.0,0.0,10.0,69.0,4.0,McNeese,4,12.25,3.75,34.0,11.0,2.5,3.0,14.25,1.25,1.25,2.5,0.0,17.25
03/20/2021,@ Nicholls,3-0,3.0,0,44.0,13.0,136.0,0.228,39.0,4.0,8.0,74.0,2.0,1.0,12.0,0.0,7.0,55.0,1.0,Nicholls,3,14.666666666666666,4.333333333333333,45.333333333333336,13.0,1.3333333333333333,2.6666666666666665,24.666666666666668,0.6666666666666666,0.3333333333333333,4.0,0.0,18.333333333333332
03/25/2021,SFA,1-3,4.0,0,49.0,21.0,167.0,0.168,45.0,5.0,8.0,79.0,1.0,0.0,16.0,1.0,8.0,62.0,4.0,SFA,4,12.25,5.25,41.75,11.25,1.25,2.0,19.75,0.25,0.0,4.0,0.25,15.5
03/27/2021,Abilene Christian,3-1,4.0,0,58.0,17.0,139.0,0.295,54.0,8.0,8.0,68.0,1.0,1.0,29.0,1.0,15.5,81.5,0.0,Abilene Christian,4,14.5,4.25,34.75,13.5,2.0,2.0,17.0,0.25,0.25,7.25,0.25,20.375
04/02/2021,"Central Ark. @ Corpus Christi, TX",3-1,4.0,0,62.0,24.0,174.0,0.218,58.0,5.0,2.0,72.0,0.0,3.0,12.0,1.0,9.0,76.0,0.0,Central Ark.,4,15.5,6.0,43.5,14.5,1.25,0.5,18.0,0.0,0.75,3.0,0.25,19.0
04/03/2021,"A&M-Corpus Christi @ Corpus Christi, TX",2-3,5.0,0,64.0,16.0,185.0,0.259,59.0,9.0,9.0,90.0,3.0,8.0,2.0,5.0,9.0,82.0,3.0,A&M-Corpus Christi,5,12.8,3.2,37.0,11.8,1.8,1.8,18.0,0.6,1.6,0.4,1.0,16.4
