date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
01/29/2021,@ Illinois St.,3-1,4.0,0,62.0,20.0,162.0,0.259,61.0,4.0,6.0,74.0,9.0,1.0,12.0,1.0,7.0,73.0,0.0,Illinois St.,4,15.5,5.0,40.5,15.25,1.0,1.5,18.5,2.25,0.25,3.0,0.25,18.25
01/30/2021,@ Illinois St.,0-3,3.0,0,33.0,15.0,123.0,0.146,33.0,2.0,5.0,54.0,9.0,0.0,6.0,0.0,3.0,38.0,0.0,Illinois St.,3,11.0,5.0,41.0,11.0,0.6666666666666666,1.6666666666666667,18.0,3.0,0.0,2.0,0.0,12.666666666666666
02/05/2021,@ Xavier,3-1,4.0,0,59.0,25.0,171.0,0.199,57.0,13.0,3.0,82.0,5.0,2.0,4.0,2.0,4.0,76.0,0.0,Xavier,4,14.75,6.25,42.75,14.25,3.25,0.75,20.5,1.25,0.5,1.0,0.5,19.0
02/06/2021,Xavier,1-3,4.0,0,55.0,34.0,170.0,0.124,52.0,6.0,3.0,67.0,3.0,0.0,2.0,2.0,1.0,62.0,0.0,Xavier,4,13.75,8.5,42.5,13.0,1.5,0.75,16.75,0.75,0.0,0.5,0.5,15.5
02/11/2021,East Carolina,3-1,4.0,0,66.0,34.0,175.0,0.183,63.0,10.0,11.0,81.0,5.0,1.0,10.0,1.0,6.0,82.0,1.0,East Carolina,4,16.5,8.5,43.75,15.75,2.5,2.75,20.25,1.25,0.25,2.5,0.25,20.5
02/12/2021,East Carolina,3-0,3.0,0,45.0,18.0,137.0,0.197,39.0,5.0,7.0,58.0,4.0,2.0,6.0,1.0,5.0,55.0,2.0,East Carolina,3,15.0,6.0,45.666666666666664,13.0,1.6666666666666667,2.3333333333333335,19.333333333333332,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,18.333333333333332
02/23/2021,@ Northern Ky.,0-3,3.0,0,38.0,18.0,108.0,0.185,33.0,2.0,4.0,43.0,6.0,0.0,6.0,0.0,3.0,43.0,0.0,Northern Ky.,3,12.666666666666666,6.0,36.0,11.0,0.6666666666666666,1.3333333333333333,14.333333333333334,2.0,0.0,2.0,0.0,14.333333333333334
03/04/2021,@ South Fla.,3-2,5.0,0,62.0,22.0,162.0,0.247,57.0,10.0,8.0,77.0,7.0,4.0,8.0,0.0,8.0,80.0,1.0,South Fla.,5,12.4,4.4,32.4,11.4,2.0,1.6,15.4,1.4,0.8,1.6,0.0,16.0
03/05/2021,@ South Fla.,3-2,5.0,0,53.0,24.0,140.0,0.207,50.0,7.0,10.0,48.0,4.0,2.0,16.0,0.0,10.0,70.0,0.0,South Fla.,5,10.6,4.8,28.0,10.0,1.4,2.0,9.6,0.8,0.4,3.2,0.0,14.0
03/12/2021,UCF,0-3,3.0,0,30.0,22.0,112.0,0.071,28.0,7.0,5.0,34.0,5.0,1.0,0.0,2.0,1.0,38.0,0.0,UCF,3,10.0,7.333333333333333,37.333333333333336,9.333333333333334,2.3333333333333335,1.6666666666666667,11.333333333333334,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,12.666666666666666
03/13/2021,UCF,0-3,3.0,0,35.0,26.0,115.0,0.078,33.0,3.0,7.0,38.0,3.0,1.0,8.0,0.0,5.0,43.0,2.0,UCF,3,11.666666666666666,8.666666666666666,38.333333333333336,11.0,1.0,2.3333333333333335,12.666666666666666,1.0,0.3333333333333333,2.6666666666666665,0.0,14.333333333333334
03/26/2021,@ Temple,1-3,4.0,0,50.0,31.0,162.0,0.117,48.0,6.0,6.0,66.0,7.0,3.0,12.0,2.0,9.0,65.0,0.0,Temple,4,12.5,7.75,40.5,12.0,1.5,1.5,16.5,1.75,0.75,3.0,0.5,16.25
03/27/2021,@ Temple,2-3,5.0,0,73.0,33.0,190.0,0.211,70.0,5.0,8.0,73.0,6.0,1.0,17.0,0.0,9.5,87.5,1.0,Temple,5,14.6,6.6,38.0,14.0,1.0,1.6,14.6,1.2,0.2,3.4,0.0,17.5
