date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
09/25/2020,Iowa St.,2-3,5.0,0,68.0,22.0,172.0,0.267,63.0,6.0,13.0,76.0,7.0,2.0,12.0,2.0,8.0,82.0,1.0,Iowa St.,5,13.6,4.4,34.4,12.6,1.2,2.6,15.2,1.4,0.4,2.4,0.4,16.4
09/26/2020,Iowa St.,3-1,4.0,0,53.0,20.0,141.0,0.234,50.0,4.0,4.0,56.0,4.0,2.0,13.0,2.0,8.5,65.5,0.0,Iowa St.,4,13.25,5.0,35.25,12.5,1.0,1.0,14.0,1.0,0.5,3.25,0.5,16.375
10/01/2020,@ West Virginia,3-2,5.0,0,62.0,23.0,164.0,0.238,56.0,6.0,10.0,66.0,3.0,2.0,26.0,4.0,15.0,83.0,1.0,West Virginia,5,12.4,4.6,32.8,11.2,1.2,2.0,13.2,0.6,0.4,5.2,0.8,16.6
10/02/2020,@ West Virginia,3-2,5.0,0,67.0,27.0,203.0,0.197,57.0,7.0,11.0,87.0,3.0,1.0,24.0,0.0,13.0,87.0,3.0,West Virginia,5,13.4,5.4,40.6,11.4,1.4,2.2,17.4,0.6,0.2,4.8,0.0,17.4
10/16/2020,Texas,2-3,5.0,0,60.0,27.0,164.0,0.201,60.0,9.0,3.0,76.0,8.0,2.0,6.0,1.0,5.0,74.0,1.0,Texas,5,12.0,5.4,32.8,12.0,1.8,0.6,15.2,1.6,0.4,1.2,0.2,14.8
10/17/2020,Texas,0-3,3.0,0,32.0,19.0,92.0,0.141,30.0,1.0,4.0,37.0,6.0,0.0,8.0,1.0,4.0,37.0,0.0,Texas,3,10.666666666666666,6.333333333333333,30.666666666666668,10.0,0.3333333333333333,1.3333333333333333,12.333333333333334,2.0,0.0,2.6666666666666665,0.3333333333333333,12.333333333333334
10/22/2020,Oklahoma,3-0,3.0,0,46.0,18.0,109.0,0.257,43.0,9.0,10.0,47.0,3.0,0.0,11.0,1.0,5.5,60.5,2.0,Oklahoma,3,15.333333333333334,6.0,36.333333333333336,14.333333333333334,3.0,3.3333333333333335,15.666666666666666,1.0,0.0,3.6666666666666665,0.3333333333333333,20.166666666666668
10/23/2020,Oklahoma,3-2,5.0,0,59.0,33.0,164.0,0.159,54.0,5.0,14.0,73.0,8.0,1.0,12.0,0.0,7.0,71.0,1.0,Oklahoma,5,11.8,6.6,32.8,10.8,1.0,2.8,14.6,1.6,0.2,2.4,0.0,14.2
10/29/2020,@ Kansas,1-3,4.0,0,44.0,17.0,101.0,0.267,38.0,9.0,15.0,35.0,9.0,1.0,10.0,1.0,6.0,59.0,1.0,Kansas,4,11.0,4.25,25.25,9.5,2.25,3.75,8.75,2.25,0.25,2.5,0.25,14.75
10/30/2020,@ Kansas,3-2,5.0,0,61.0,24.0,148.0,0.25,56.0,5.0,7.0,73.0,11.0,1.0,20.0,0.0,11.0,77.0,1.0,Kansas,5,12.2,4.8,29.6,11.2,1.0,1.4,14.6,2.2,0.2,4.0,0.0,15.4
11/06/2020,@ Texas Tech,3-2,5.0,0,57.0,26.0,159.0,0.195,55.0,6.0,4.0,80.0,9.0,1.0,20.0,1.0,11.0,74.0,4.0,Texas Tech,5,11.4,5.2,31.8,11.0,1.2,0.8,16.0,1.8,0.2,4.0,0.2,14.8
11/07/2020,@ Texas Tech,3-0,3.0,0,41.0,10.0,86.0,0.36,40.0,3.0,4.0,46.0,2.0,1.0,8.0,1.0,5.0,49.0,0.0,Texas Tech,3,13.666666666666666,3.3333333333333335,28.666666666666668,13.333333333333334,1.0,1.3333333333333333,15.333333333333334,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.3333333333333333,16.333333333333332
11/13/2020,TCU,3-0,3.0,0,40.0,7.0,90.0,0.367,36.0,6.0,8.0,37.0,3.0,2.0,14.0,1.0,9.0,55.0,0.0,TCU,3,13.333333333333334,2.3333333333333335,30.0,12.0,2.0,2.6666666666666665,12.333333333333334,1.0,0.6666666666666666,4.666666666666667,0.3333333333333333,18.333333333333332
11/14/2020,TCU,3-2,5.0,0,65.0,21.0,165.0,0.267,60.0,5.0,8.0,82.0,5.0,1.0,14.0,7.0,8.0,78.0,0.0,TCU,5,13.0,4.2,33.0,12.0,1.0,1.6,16.4,1.0,0.2,2.8,1.4,15.6
11/20/2020,@ Baylor,1-3,4.0,0,49.0,30.0,153.0,0.124,46.0,2.0,9.0,57.0,4.0,2.0,12.0,0.0,8.0,59.0,1.0,Baylor,4,12.25,7.5,38.25,11.5,0.5,2.25,14.25,1.0,0.5,3.0,0.0,14.75
11/21/2020,@ Baylor,0-3,3.0,0,29.0,17.0,90.0,0.133,28.0,3.0,9.0,32.0,5.0,0.0,6.0,0.0,3.0,35.0,2.0,Baylor,3,9.666666666666666,5.666666666666667,30.0,9.333333333333334,1.0,3.0,10.666666666666666,1.6666666666666667,0.0,2.0,0.0,11.666666666666666
