date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
01/22/2021,@ Iowa,3-1,4.0,0,55.0,28.0,139.0,0.194,48.0,14.0,10.0,61.0,6.0,1.0,25.0,1.0,13.5,82.5,2.0,Iowa,4,13.75,7.0,34.75,12.0,3.5,2.5,15.25,1.5,0.25,6.25,0.25,20.625
01/23/2021,@ Iowa,3-1,4.0,0,49.0,21.0,122.0,0.23,44.0,10.0,11.0,46.0,1.0,2.0,22.0,1.0,13.0,72.0,1.0,Iowa,4,12.25,5.25,30.5,11.0,2.5,2.75,11.5,0.25,0.5,5.5,0.25,18.0
01/29/2021,Wisconsin,0-3,3.0,0,36.0,19.0,101.0,0.168,27.0,3.0,9.0,34.0,4.0,1.0,4.0,2.0,3.0,42.0,0.0,Wisconsin,3,12.0,6.333333333333333,33.666666666666664,9.0,1.0,3.0,11.333333333333334,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,14.0
01/30/2021,Wisconsin,1-3,4.0,0,48.0,22.0,129.0,0.202,45.0,7.0,10.0,47.0,5.0,1.0,12.0,4.0,7.0,62.0,4.0,Wisconsin,4,12.0,5.5,32.25,11.25,1.75,2.5,11.75,1.25,0.25,3.0,1.0,15.5
02/05/2021,@ Penn St.,1-3,4.0,0,49.0,19.0,112.0,0.268,47.0,5.0,11.0,48.0,5.0,0.0,14.0,5.0,7.0,61.0,3.0,Penn St.,4,12.25,4.75,28.0,11.75,1.25,2.75,12.0,1.25,0.0,3.5,1.25,15.25
02/06/2021,@ Penn St.,2-3,5.0,0,55.0,31.0,167.0,0.144,54.0,9.0,14.0,57.0,9.0,3.0,16.0,3.0,11.0,75.0,1.0,Penn St.,5,11.0,6.2,33.4,10.8,1.8,2.8,11.4,1.8,0.6,3.2,0.6,15.0
02/19/2021,Ohio St.,1-3,4.0,0,47.0,29.0,137.0,0.131,43.0,6.0,10.0,53.0,2.0,2.0,12.0,4.0,8.0,61.0,2.0,Ohio St.,4,11.75,7.25,34.25,10.75,1.5,2.5,13.25,0.5,0.5,3.0,1.0,15.25
02/20/2021,Ohio St.,2-3,5.0,0,59.0,29.0,178.0,0.169,53.0,11.0,6.0,76.0,2.0,0.0,16.0,1.0,8.0,78.0,2.0,Ohio St.,5,11.8,5.8,35.6,10.6,2.2,1.2,15.2,0.4,0.0,3.2,0.2,15.6
03/05/2021,Nebraska,0-3,3.0,0,36.0,19.0,111.0,0.153,31.0,5.0,10.0,35.0,2.0,1.0,12.0,1.0,7.0,48.0,0.0,Nebraska,3,12.0,6.333333333333333,37.0,10.333333333333334,1.6666666666666667,3.3333333333333335,11.666666666666666,0.6666666666666666,0.3333333333333333,4.0,0.3333333333333333,16.0
03/06/2021,Nebraska,0-3,3.0,0,41.0,25.0,118.0,0.136,36.0,6.0,11.0,39.0,4.0,0.0,8.0,2.0,4.0,51.0,0.0,Nebraska,3,13.666666666666666,8.333333333333334,39.333333333333336,12.0,2.0,3.6666666666666665,13.0,1.3333333333333333,0.0,2.6666666666666665,0.6666666666666666,17.0
03/12/2021,@ Minnesota,2-3,5.0,0,71.0,33.0,185.0,0.205,64.0,5.0,6.0,90.0,4.0,1.0,22.0,2.0,12.0,88.0,0.0,Minnesota,5,14.2,6.6,37.0,12.8,1.0,1.2,18.0,0.8,0.2,4.4,0.4,17.6
03/13/2021,@ Minnesota,0-3,3.0,0,32.0,29.0,124.0,0.024,31.0,7.0,10.0,45.0,2.0,2.0,6.0,0.0,5.0,44.0,0.0,Minnesota,3,10.666666666666666,9.666666666666666,41.333333333333336,10.333333333333334,2.3333333333333335,3.3333333333333335,15.0,0.6666666666666666,0.6666666666666666,2.0,0.0,14.666666666666666
03/19/2021,Maryland,3-1,4.0,0,51.0,34.0,162.0,0.105,44.0,12.0,12.0,67.0,4.0,2.0,10.0,1.0,7.0,70.0,0.0,Maryland,4,12.75,8.5,40.5,11.0,3.0,3.0,16.75,1.0,0.5,2.5,0.25,17.5
03/20/2021,Maryland,3-2,5.0,0,63.0,30.0,171.0,0.193,53.0,5.0,14.0,60.0,8.0,1.0,14.0,2.0,8.0,76.0,1.0,Maryland,5,12.6,6.0,34.2,10.6,1.0,2.8,12.0,1.6,0.2,2.8,0.4,15.2
03/26/2021,Indiana,3-0,3.0,0,41.0,14.0,95.0,0.284,35.0,7.0,8.0,33.0,1.0,1.0,12.0,0.0,7.0,55.0,0.0,Indiana,3,13.666666666666666,4.666666666666667,31.666666666666668,11.666666666666666,2.3333333333333335,2.6666666666666665,11.0,0.3333333333333333,0.3333333333333333,4.0,0.0,18.333333333333332
03/27/2021,Indiana,3-1,4.0,0,52.0,22.0,131.0,0.229,47.0,8.0,10.0,46.0,1.0,2.0,27.0,4.0,15.5,75.5,0.0,Indiana,4,13.0,5.5,32.75,11.75,2.0,2.5,11.5,0.25,0.5,6.75,1.0,18.875
04/02/2021,@ Purdue,0-3,3.0,0,33.0,22.0,127.0,0.087,32.0,2.0,5.0,51.0,6.0,0.0,12.0,0.0,6.0,41.0,0.0,Purdue,3,11.0,7.333333333333333,42.333333333333336,10.666666666666666,0.6666666666666666,1.6666666666666667,17.0,2.0,0.0,4.0,0.0,13.666666666666666
04/03/2021,@ Purdue,3-2,5.0,0,66.0,28.0,186.0,0.204,55.0,2.0,8.0,77.0,6.0,0.0,18.0,1.0,9.0,77.0,1.0,Purdue,5,13.2,5.6,37.2,11.0,0.4,1.6,15.4,1.2,0.0,3.6,0.2,15.4
