date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Bucknell @ Lynchburg, VA",3-0,3.0,43.0,14.0,112.0,0.259,39.0,11.0,7.0,54.0,49.0,1.0,0.0,14.0,0.0,61.0,0.0
08/25/2023,"Gardner-Webb @ Lynchburg, VA",0-3,3.0,29.0,18.0,111.0,0.099,28.0,7.0,8.0,39.0,68.0,6.0,1.0,8.0,2.0,41.0,0.0
08/26/2023,@ Liberty,0-3,3.0,35.0,22.0,113.0,0.115,35.0,7.0,3.0,52.0,66.0,3.0,2.0,8.0,1.0,48.0,1.0
09/01/2023,"Purdue Fort Wayne @ Loretto, PA",1-3,4.0,59.0,22.0,149.0,0.248,57.0,8.0,6.0,59.0,92.0,2.0,0.0,8.0,1.0,71.0,1.0
09/02/2023,"Manhattan @ Loretto, PA",3-0,3.0,42.0,17.0,86.0,0.291,38.0,9.0,7.0,27.0,46.0,3.0,2.0,6.0,1.0,56.0,1.0
09/02/2023,@ Saint Francis (PA),2-3,5.0,57.0,27.0,144.0,0.208,55.0,6.0,14.0,59.0,85.0,4.0,3.0,20.0,1.0,76.0,1.0
09/06/2023,Columbia,3-0,3.0,42.0,11.0,91.0,0.341,39.0,8.0,9.0,40.0,48.0,2.0,1.0,12.0,1.0,57.0,1.0
09/08/2023,"Loyola Maryland @ Queens, NY",1-3,4.0,34.0,21.0,146.0,0.089,32.0,3.0,8.0,75.0,82.0,10.0,2.0,15.0,4.0,46.5,0.0
09/08/2023,@ St. John's (NY),0-3,3.0,35.0,13.0,88.0,0.25,31.0,5.0,7.0,27.0,67.0,6.0,1.0,2.0,2.0,42.0,2.0
09/09/2023,"Siena @ Queens, NY",3-0,3.0,45.0,16.0,106.0,0.274,43.0,10.0,7.0,44.0,49.0,4.0,0.0,8.0,0.0,59.0,0.0
09/16/2023,Northeastern,1-3,4.0,54.0,22.0,144.0,0.222,53.0,8.0,9.0,69.0,86.0,9.0,0.0,12.0,6.0,68.0,3.0
09/17/2023,Northeastern,2-3,5.0,67.0,42.0,192.0,0.13,62.0,8.0,10.0,86.0,98.0,8.0,0.0,16.0,1.0,83.0,1.0
09/23/2023,@ Col. of Charleston,0-3,3.0,34.0,17.0,116.0,0.147,29.0,3.0,4.0,45.0,69.0,6.0,1.0,10.0,4.0,43.0,2.0
09/24/2023,@ Col. of Charleston,3-0,3.0,45.0,13.0,133.0,0.241,43.0,5.0,7.0,67.0,63.0,4.0,2.0,14.0,1.0,59.0,1.0
09/30/2023,N.C. A&T,3-2,5.0,66.0,26.0,167.0,0.24,64.0,9.0,10.0,74.0,91.0,7.0,1.0,4.0,2.0,78.0,0.0
10/01/2023,N.C. A&T,3-2,5.0,65.0,34.0,182.0,0.17,62.0,11.0,11.0,82.0,97.0,3.0,0.0,8.0,3.0,80.0,3.0
10/04/2023,@ FDU,3-0,3.0,45.0,17.0,106.0,0.264,43.0,9.0,4.0,53.0,58.0,4.0,1.0,2.0,1.0,56.0,1.0
10/07/2023,@ Hampton,3-0,3.0,42.0,11.0,99.0,0.313,42.0,12.0,3.0,61.0,37.0,2.0,2.0,4.0,0.0,58.0,0.0
10/08/2023,@ Hampton,3-0,3.0,49.0,12.0,105.0,0.352,46.0,4.0,5.0,57.0,39.0,2.0,1.0,6.0,0.0,57.0,0.0
10/14/2023,Delaware,0-3,3.0,37.0,22.0,110.0,0.136,34.0,8.0,11.0,46.0,68.0,9.0,2.0,6.0,1.0,50.0,2.0
10/15/2023,Delaware,1-3,4.0,43.0,26.0,136.0,0.125,42.0,10.0,9.0,58.0,86.0,8.0,0.0,2.0,1.0,54.0,2.0
10/21/2023,@ Towson,0-3,3.0,31.0,15.0,100.0,0.16,30.0,4.0,7.0,48.0,65.0,10.0,0.0,10.0,1.0,40.0,1.0
10/22/2023,@ Towson,0-3,3.0,30.0,14.0,106.0,0.151,27.0,4.0,5.0,42.0,62.0,6.0,0.0,2.0,0.0,35.0,0.0
10/28/2023,William & Mary,3-1,4.0,63.0,14.0,156.0,0.314,58.0,10.0,9.0,63.0,84.0,2.0,1.0,14.0,1.0,81.0,0.0
10/29/2023,William & Mary,3-0,3.0,53.0,14.0,120.0,0.325,52.0,3.0,8.0,60.0,60.0,2.0,2.0,10.0,0.0,63.0,0.0
11/04/2023,UNCW,3-2,5.0,67.0,18.0,188.0,0.261,63.0,7.0,16.0,90.0,104.0,13.0,1.0,16.0,6.0,83.0,0.0
11/05/2023,UNCW,3-0,3.0,39.0,14.0,97.0,0.258,37.0,7.0,5.0,45.0,46.0,2.0,0.0,12.0,3.0,52.0,0.0
11/11/2023,@ Hofstra,3-2,5.0,54.0,26.0,157.0,0.178,49.0,10.0,6.0,64.0,93.0,8.0,2.0,20.0,1.0,76.0,3.0
11/12/2023,@ Hofstra,3-0,3.0,36.0,13.0,120.0,0.192,32.0,5.0,3.0,59.0,68.0,4.0,1.0,26.0,2.0,55.0,2.0
11/16/2023,"Col. of Charleston @ Towson, MD",3-0,3.0,53.0,13.0,125.0,0.32,49.0,3.0,6.0,57.0,53.0,2.0,1.0,8.0,0.0,61.0,2.0
11/17/2023,@ Towson,0-3,3.0,32.0,18.0,112.0,0.125,31.0,8.0,5.0,44.0,72.0,1.0,0.0,2.0,3.0,41.0,0.0
