date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/29/2023,@ Dillard,1 - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/05/2023,@ McNeese,0-3,3.0,24.0,16.0,91.0,0.088,23.0,3.0,5.0,32.0,64.0,7.0,0.0,6.0,1.0,30.0,1.0
09/08/2023,"ULM @ New Orleans, LA",0-3,3.0,23.0,16.0,103.0,0.068,21.0,4.0,3.0,47.0,61.0,11.0,4.0,2.0,1.0,32.0,3.0
09/08/2023,@ New Orleans,2-3,5.0,48.0,17.0,143.0,0.217,45.0,13.0,4.0,52.0,91.0,7.0,2.0,4.0,7.0,65.0,12.0
09/09/2023,@ New Orleans,3-1,4.0,63.0,24.0,163.0,0.239,59.0,6.0,14.0,67.0,97.0,10.0,2.0,16.0,2.0,79.0,0.0
09/15/2023,"Louisiana Tech @ Natchitoches, LA",1-3,4.0,34.0,25.0,137.0,0.066,31.0,4.0,6.0,62.0,87.0,14.0,1.0,14.0,2.0,46.0,1.0
09/15/2023,"ULM @ Natchitoches, LA",2-3,5.0,46.0,33.0,164.0,0.079,38.0,9.0,11.0,83.0,93.0,11.0,2.0,22.0,4.0,68.0,0.0
09/16/2023,"Southeastern La. @ Natchitoches, LA",0-3,3.0,30.0,20.0,109.0,0.092,29.0,4.0,5.0,54.0,68.0,6.0,3.0,6.0,3.0,40.0,0.0
09/25/2023,@ Alcorn,3-0,3.0,42.0,16.0,119.0,0.218,38.0,7.0,5.0,62.0,45.0,3.0,1.0,2.0,0.0,51.0,1.0
09/26/2023,Dillard,3-0,3.0,41.0,11.0,91.0,0.33,39.0,9.0,10.0,37.0,46.0,0.0,2.0,8.0,0.0,56.0,2.0
10/01/2023,@ Texas Southern,3-2,5.0,46.0,17.0,177.0,0.164,38.0,5.0,6.0,67.0,94.0,0.0,2.0,9.0,0.0,57.5,0.0
10/02/2023,@ Prairie View,1-3,4.0,44.0,17.0,126.0,0.214,38.0,3.0,8.0,46.0,90.0,13.0,1.0,8.0,0.0,52.0,0.0
10/08/2023,"Florida A&M @ Houston, TX",2-3,5.0,51.0,26.0,202.0,0.124,41.0,7.0,7.0,81.0,96.0,2.0,4.0,11.0,0.0,67.5,0.0
10/08/2023,"Bethune-Cookman @ Houston, TX",2-3,5.0,54.0,37.0,183.0,0.093,49.0,7.0,10.0,80.0,98.0,5.0,1.0,14.0,0.0,69.0,0.0
10/09/2023,"Alabama St. @ Houston, TX",0-3,3.0,24.0,21.0,99.0,0.03,24.0,1.0,3.0,42.0,65.0,6.0,1.0,6.0,0.0,29.0,0.0
10/15/2023,Grambling,0-3,3.0,28.0,19.0,119.0,0.076,27.0,3.0,5.0,57.0,66.0,8.0,2.0,14.0,0.0,40.0,0.0
10/16/2023,Ark.-Pine Bluff,3-0,3.0,39.0,14.0,103.0,0.243,37.0,7.0,7.0,44.0,52.0,3.0,4.0,8.0,0.0,54.0,1.0
10/25/2023,Alcorn,3-1,4.0,45.0,11.0,112.0,0.304,39.0,10.0,9.0,53.0,62.0,9.0,1.0,10.0,0.0,61.0,1.0
10/29/2023,"Mississippi Val. @ Jackson, MS",3-0,3.0,49.0,13.0,87.0,0.414,47.0,9.0,8.0,48.0,42.0,3.0,1.0,2.0,0.0,60.0,1.0
10/29/2023,"Alabama A&M @ Jackson, MS",1-3,4.0,50.0,25.0,135.0,0.185,43.0,10.0,8.0,50.0,83.0,5.0,1.0,2.0,1.0,62.0,4.0
10/30/2023,@ Jackson St.,0-3,3.0,30.0,17.0,98.0,0.133,25.0,3.0,6.0,44.0,65.0,5.0,0.0,6.0,0.0,36.0,1.0
11/05/2023,Texas Southern,3-2,5.0,54.0,37.0,197.0,0.086,53.0,9.0,9.0,76.0,105.0,7.0,2.0,16.0,2.0,73.0,2.0
11/06/2023,Prairie View,0-3,3.0,27.0,14.0,107.0,0.121,25.0,7.0,8.0,44.0,66.0,8.0,2.0,6.0,1.0,39.0,1.0
11/12/2023,@ Grambling,0-3,3.0,24.0,19.0,114.0,0.044,23.0,1.0,3.0,45.0,69.0,3.0,4.0,0.0,1.0,29.0,0.0
11/13/2023,@ Ark.-Pine Bluff,3-0,3.0,34.0,19.0,109.0,0.138,25.0,4.0,6.0,44.0,53.0,3.0,0.0,12.0,0.0,44.0,0.0
