date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,Iona,3-0,3.0,39.0,9.0,95.0,0.316,37.0,8.0,13.0,36.0,46.0,2.0,3.0,10.0,0.0,55.0,1.0
08/26/2023,LIU,3-0,3.0,49.0,20.0,118.0,0.246,45.0,3.0,5.0,61.0,49.0,2.0,3.0,6.0,0.0,58.0,0.0
08/27/2023,Lehigh,3-0,3.0,46.0,16.0,113.0,0.265,43.0,8.0,11.0,44.0,61.0,4.0,3.0,6.0,2.0,60.0,1.0
08/29/2023,Delaware St.,3-0,3.0,34.0,17.0,109.0,0.156,31.0,7.0,10.0,56.0,48.0,2.0,4.0,18.0,4.0,54.0,1.0
09/01/2023,"Dartmouth @ Baltimore, Md.",3-2,5.0,58.0,24.0,164.0,0.207,51.0,14.0,9.0,75.0,74.0,6.0,7.0,6.0,0.0,82.0,2.0
09/02/2023,@ Towson,0-3,3.0,38.0,16.0,126.0,0.175,33.0,3.0,5.0,52.0,71.0,6.0,2.0,8.0,1.0,47.0,3.0
09/03/2023,@ Morgan St.,3-0,3.0,42.0,8.0,85.0,0.4,36.0,5.0,7.0,31.0,40.0,3.0,6.0,4.0,0.0,55.0,2.0
09/08/2023,Penn St.,0-3,3.0,23.0,18.0,99.0,0.051,22.0,3.0,4.0,37.0,65.0,8.0,1.0,4.0,1.0,29.0,1.0
09/13/2023,Princeton,3-2,5.0,62.0,27.0,187.0,0.187,58.0,8.0,5.0,80.0,101.0,8.0,2.0,10.0,2.0,77.0,1.0
09/16/2023,"Saint Francis (PA) @ Villanova, PA",3-1,4.0,51.0,24.0,137.0,0.197,44.0,7.0,5.0,51.0,75.0,7.0,1.0,20.0,3.0,69.0,2.0
09/16/2023,"Sacred Heart @ Villanova, PA",3-0,3.0,45.0,8.0,83.0,0.446,41.0,4.0,4.0,23.0,48.0,3.0,3.0,16.0,3.0,60.0,0.0
09/20/2023,Tulsa,0-3,3.0,32.0,8.0,108.0,0.222,31.0,7.0,5.0,41.0,69.0,7.0,2.0,4.0,1.0,43.0,2.0
09/23/2023,@ Fla. Atlantic,3-1,4.0,57.0,15.0,152.0,0.276,52.0,5.0,9.0,71.0,75.0,4.0,4.0,10.0,2.0,71.0,0.0
09/24/2023,@ Fla. Atlantic,1-3,4.0,47.0,21.0,148.0,0.176,46.0,6.0,7.0,65.0,83.0,8.0,2.0,12.0,3.0,61.0,1.0
09/29/2023,Tulane,3-2,5.0,57.0,29.0,158.0,0.177,51.0,7.0,9.0,64.0,89.0,5.0,5.0,14.0,1.0,76.0,0.0
10/06/2023,@ Wichita St.,0-3,3.0,29.0,19.0,104.0,0.096,28.0,0.0,10.0,27.0,72.0,6.0,0.0,10.0,2.0,34.0,0.0
10/08/2023,@ UTSA,3-2,5.0,70.0,25.0,181.0,0.249,68.0,6.0,12.0,76.0,105.0,14.0,4.0,24.0,2.0,92.0,1.0
10/13/2023,East Carolina,2-3,5.0,56.0,30.0,176.0,0.148,52.0,6.0,16.0,62.0,91.0,9.0,7.0,6.0,3.0,72.0,0.0
10/14/2023,East Carolina,0-3,3.0,23.0,19.0,105.0,0.038,21.0,2.0,5.0,40.0,66.0,8.0,1.0,10.0,2.0,31.0,0.0
10/18/2023,Rider,3-0,3.0,31.0,7.0,77.0,0.312,29.0,9.0,10.0,32.0,37.0,0.0,3.0,14.0,2.0,50.0,1.0
10/20/2023,@ Charlotte,3-1,4.0,54.0,34.0,183.0,0.109,52.0,2.0,8.0,92.0,82.0,3.0,3.0,19.0,1.0,68.5,3.0
10/21/2023,@ Charlotte,3-2,5.0,65.0,29.0,208.0,0.173,59.0,7.0,9.0,86.0,109.0,8.0,4.0,20.0,2.0,86.0,2.0
10/27/2023,@ North Texas,2-3,5.0,49.0,28.0,157.0,0.134,46.0,6.0,11.0,48.0,104.0,7.0,6.0,12.0,0.0,67.0,2.0
10/29/2023,@ Rice,0-3,3.0,22.0,19.0,113.0,0.027,21.0,0.0,2.0,49.0,69.0,4.0,4.0,2.0,0.0,27.0,1.0
11/02/2023,South Fla.,2-3,5.0,43.0,23.0,151.0,0.132,41.0,6.0,9.0,58.0,94.0,6.0,7.0,6.0,2.0,59.0,0.0
11/03/2023,South Fla.,0-3,3.0,28.0,13.0,88.0,0.17,24.0,3.0,6.0,30.0,63.0,6.0,6.0,18.0,1.0,46.0,0.0
11/10/2023,UAB,3-2,5.0,64.0,23.0,166.0,0.247,59.0,15.0,5.0,70.0,89.0,12.0,5.0,4.0,1.0,86.0,2.0
11/11/2023,UAB,3-0,3.0,44.0,14.0,107.0,0.28,40.0,9.0,5.0,43.0,44.0,4.0,4.0,4.0,1.0,59.0,1.0
11/17/2023,@ Memphis,0-3,3.0,27.0,19.0,107.0,0.075,24.0,1.0,5.0,35.0,68.0,8.0,4.0,16.0,2.0,40.0,1.0
11/18/2023,@ Memphis,2-3,5.0,65.0,18.0,179.0,0.263,62.0,8.0,12.0,82.0,102.0,11.0,1.0,18.0,5.0,83.0,1.0
11/22/2023,SMU,0-3,3.0,29.0,23.0,107.0,0.056,28.0,3.0,7.0,37.0,72.0,6.0,4.0,8.0,1.0,40.0,0.0
