date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/26/2023,@ NIU,3-1,4.0,58.0,18.0,143.0,0.28,54.0,8.0,13.0,61.0,84.0,9.0,1.0,16.0,1.0,75.0,0.0
08/29/2023,Valparaiso,3-0,3.0,45.0,8.0,96.0,0.385,41.0,2.0,11.0,44.0,51.0,3.0,3.0,18.0,1.0,59.0,1.0
09/01/2023,Wichita St.,2-3,5.0,55.0,32.0,173.0,0.133,50.0,1.0,8.0,69.0,94.0,5.0,3.0,22.0,3.0,70.0,1.0
09/03/2023,Illinois St.,3-1,4.0,49.0,19.0,139.0,0.216,41.0,7.0,16.0,50.0,79.0,7.0,1.0,24.0,1.0,69.0,0.0
09/05/2023,@ UIC,3-1,4.0,61.0,12.0,132.0,0.371,52.0,2.0,4.0,55.0,66.0,2.0,3.0,12.0,0.0,72.0,0.0
09/07/2023,@ Notre Dame,0-3,3.0,35.0,21.0,122.0,0.115,32.0,6.0,7.0,43.0,72.0,5.0,0.0,16.0,1.0,49.0,0.0
09/08/2023,"Oklahoma @ Notre Dame, IN",0-3,3.0,34.0,16.0,100.0,0.18,32.0,5.0,4.0,36.0,69.0,6.0,1.0,11.0,2.0,45.5,0.0
09/12/2023,@ Bradley,3-1,4.0,48.0,20.0,123.0,0.228,43.0,10.0,8.0,41.0,85.0,9.0,3.0,16.0,0.0,69.0,2.0
09/14/2023,"Southern California @ West Lafayette, IN",2-3,5.0,53.0,20.0,167.0,0.198,46.0,5.0,10.0,68.0,86.0,10.0,1.0,18.0,0.0,68.0,0.0
09/15/2023,"UCF @ West Lafayette, IN",2-3,5.0,54.0,25.0,134.0,0.216,50.0,6.0,9.0,49.0,98.0,11.0,4.0,12.0,4.0,70.0,1.0
09/20/2023,@ Indiana,1-3,4.0,43.0,35.0,150.0,0.053,42.0,7.0,11.0,66.0,91.0,9.0,0.0,10.0,1.0,55.0,0.0
09/24/2023,Michigan St.,3-2,5.0,70.0,27.0,177.0,0.243,53.0,2.0,13.0,64.0,98.0,8.0,4.0,26.0,3.0,89.0,0.0
09/29/2023,Penn St.,0-3,3.0,32.0,19.0,108.0,0.12,30.0,3.0,5.0,45.0,67.0,1.0,1.0,18.0,2.0,45.0,2.0
09/30/2023,Iowa,3-0,3.0,47.0,14.0,116.0,0.284,41.0,6.0,10.0,49.0,64.0,4.0,0.0,19.0,1.0,62.5,1.0
10/04/2023,@ Purdue,0-3,3.0,27.0,16.0,94.0,0.117,27.0,2.0,10.0,46.0,68.0,9.0,2.0,8.0,1.0,35.0,0.0
10/07/2023,Wisconsin,0-3,3.0,28.0,19.0,106.0,0.085,21.0,2.0,3.0,34.0,66.0,6.0,0.0,8.0,1.0,34.0,1.0
10/13/2023,@ Ohio St.,1-3,4.0,51.0,20.0,130.0,0.238,50.0,12.0,11.0,47.0,84.0,8.0,1.0,10.0,5.0,69.0,0.0
10/15/2023,Rutgers,3-1,4.0,51.0,21.0,129.0,0.233,46.0,7.0,12.0,52.0,71.0,4.0,2.0,16.0,1.0,68.0,0.0
10/20/2023,@ Maryland,3-2,5.0,50.0,18.0,153.0,0.209,47.0,9.0,15.0,67.0,85.0,5.0,5.0,24.0,1.0,76.0,1.0
10/22/2023,@ Rutgers,3-2,5.0,58.0,23.0,159.0,0.22,54.0,8.0,12.0,64.0,92.0,9.0,4.0,16.0,0.0,78.0,0.0
10/25/2023,Indiana,3-2,5.0,55.0,22.0,169.0,0.195,49.0,10.0,8.0,68.0,100.0,3.0,1.0,14.0,2.0,73.0,0.0
10/28/2023,Purdue,3-1,4.0,52.0,23.0,144.0,0.201,48.0,4.0,10.0,50.0,82.0,2.0,0.0,31.0,2.0,71.5,0.0
11/01/2023,Northwestern,3-0,3.0,50.0,17.0,123.0,0.268,43.0,6.0,10.0,48.0,67.0,2.0,1.0,10.0,0.0,62.0,0.0
11/04/2023,@ Wisconsin,0-3,3.0,24.0,24.0,84.0,0.0,24.0,3.0,5.0,27.0,69.0,6.0,0.0,4.0,0.0,29.0,0.0
11/10/2023,@ Iowa,3-0,3.0,47.0,14.0,106.0,0.311,41.0,11.0,2.0,50.0,44.0,1.0,1.0,8.0,1.0,63.0,0.0
11/12/2023,@ Nebraska,1-3,4.0,39.0,25.0,128.0,0.109,38.0,5.0,7.0,44.0,90.0,10.0,2.0,14.0,1.0,53.0,1.0
11/15/2023,Ohio St.,3-2,5.0,66.0,18.0,165.0,0.291,56.0,12.0,7.0,68.0,86.0,6.0,2.0,14.0,4.0,87.0,0.0
11/18/2023,Michigan,3-0,3.0,41.0,10.0,86.0,0.36,38.0,7.0,13.0,34.0,48.0,1.0,0.0,14.0,1.0,55.0,2.0
11/24/2023,@ Minnesota,0-3,3.0,34.0,21.0,122.0,0.107,33.0,7.0,6.0,47.0,69.0,3.0,1.0,14.0,1.0,49.0,0.0
11/25/2023,@ Northwestern,0-3,3.0,35.0,25.0,113.0,0.088,34.0,1.0,9.0,48.0,71.0,7.0,1.0,6.0,0.0,40.0,2.0
