date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Navy @ Albany, NY",3-1,4.0,50.0,19.0,132.0,0.235,44.0,9.0,10.0,54.0,74.0,5.0,0.0,10.0,2.0,64.0,0.0
08/26/2023,"Syracuse @ Albany, NY",3-0,3.0,39.0,4.0,74.0,0.473,32.0,11.0,8.0,30.0,27.0,1.0,0.0,6.0,0.0,53.0,0.0
08/27/2023,@ UAlbany,3-0,3.0,45.0,11.0,93.0,0.366,42.0,6.0,9.0,41.0,44.0,3.0,1.0,6.0,1.0,55.0,0.0
08/31/2023,FIU,3-0,3.0,42.0,15.0,92.0,0.293,41.0,8.0,13.0,36.0,51.0,3.0,3.0,12.0,0.0,59.0,1.0
09/01/2023,Mississippi St.,3-1,4.0,60.0,25.0,142.0,0.246,53.0,13.0,7.0,62.0,72.0,4.0,5.0,10.0,1.0,83.0,0.0
09/02/2023,Wake Forest,2-3,5.0,63.0,17.0,139.0,0.331,56.0,12.0,10.0,52.0,90.0,4.0,3.0,6.0,0.0,81.0,1.0
09/03/2023,Alabama St.,3-0,3.0,44.0,6.0,74.0,0.514,42.0,5.0,9.0,32.0,42.0,7.0,1.0,6.0,2.0,53.0,0.0
09/07/2023,Florida St.,3-0,3.0,49.0,12.0,103.0,0.359,43.0,11.0,8.0,40.0,63.0,7.0,0.0,4.0,0.0,62.0,2.0
09/09/2023,North Texas,3-2,5.0,62.0,23.0,137.0,0.285,57.0,15.0,16.0,49.0,86.0,7.0,2.0,8.0,1.0,83.0,1.0
09/14/2023,@ Purdue,0-3,3.0,34.0,20.0,103.0,0.136,32.0,4.0,4.0,50.0,66.0,4.0,2.0,2.0,1.0,41.0,0.0
09/15/2023,"Illinois @ West Lafayette, IN",3-2,5.0,62.0,20.0,140.0,0.3,57.0,11.0,11.0,49.0,84.0,6.0,2.0,12.0,3.0,81.0,0.0
09/21/2023,@ Cincinnati,3-1,4.0,55.0,18.0,146.0,0.253,51.0,10.0,13.0,66.0,80.0,7.0,0.0,16.0,1.0,73.0,0.0
09/22/2023,@ Cincinnati,3-0,3.0,41.0,18.0,98.0,0.235,38.0,9.0,4.0,31.0,50.0,2.0,2.0,20.0,3.0,62.0,0.0
09/28/2023,Oklahoma,3-0,3.0,34.0,12.0,66.0,0.333,28.0,5.0,8.0,21.0,41.0,6.0,4.0,4.0,0.0,45.0,0.0
09/29/2023,Oklahoma,3-1,4.0,52.0,25.0,142.0,0.19,46.0,13.0,7.0,60.0,80.0,6.0,6.0,6.0,0.0,74.0,0.0
10/04/2023,@ Texas Tech,3-0,3.0,46.0,9.0,89.0,0.416,42.0,7.0,4.0,36.0,45.0,3.0,0.0,10.0,0.0,58.0,0.0
10/11/2023,West Virginia,3-0,3.0,50.0,9.0,95.0,0.432,43.0,3.0,8.0,35.0,53.0,4.0,5.0,4.0,0.0,60.0,0.0
10/14/2023,Kansas St.,3-2,5.0,49.0,27.0,143.0,0.154,42.0,7.0,11.0,63.0,80.0,6.0,6.0,2.0,2.0,63.0,1.0
10/21/2023,@ Baylor,1-3,4.0,51.0,16.0,141.0,0.248,49.0,3.0,9.0,54.0,87.0,6.0,1.0,10.0,1.0,60.0,0.0
10/22/2023,@ Baylor,0-3,3.0,34.0,20.0,101.0,0.139,32.0,1.0,5.0,37.0,65.0,4.0,1.0,10.0,2.0,41.0,1.0
10/26/2023,TCU,3-1,4.0,55.0,23.0,137.0,0.234,49.0,7.0,7.0,61.0,77.0,4.0,4.0,14.0,1.0,73.0,0.0
10/27/2023,TCU,1-3,4.0,53.0,23.0,129.0,0.233,51.0,1.0,15.0,34.0,96.0,10.0,1.0,20.0,0.0,65.0,0.0
11/03/2023,@ Houston,0-3,3.0,36.0,18.0,95.0,0.189,31.0,2.0,3.0,30.0,67.0,6.0,2.0,2.0,0.0,41.0,0.0
11/04/2023,@ Houston,1-3,4.0,44.0,30.0,134.0,0.104,42.0,4.0,5.0,43.0,91.0,7.0,1.0,12.0,0.0,55.0,0.0
11/09/2023,BYU,0-3,3.0,31.0,16.0,90.0,0.167,27.0,5.0,6.0,40.0,65.0,13.0,2.0,10.0,0.0,43.0,0.0
11/10/2023,BYU,0-3,3.0,30.0,17.0,90.0,0.144,25.0,6.0,8.0,41.0,60.0,5.0,0.0,4.0,1.0,38.0,1.0
11/18/2023,Texas,0-3,3.0,37.0,14.0,103.0,0.223,34.0,4.0,12.0,30.0,65.0,6.0,6.0,6.0,3.0,50.0,0.0
11/22/2023,@ Iowa St.,0-3,3.0,28.0,22.0,117.0,0.051,28.0,2.0,4.0,56.0,66.0,5.0,1.0,14.0,0.0,38.0,0.0
11/25/2023,@ Kansas,1-3,4.0,67.0,22.0,152.0,0.296,64.0,5.0,11.0,59.0,90.0,7.0,0.0,6.0,3.0,75.0,0.0
