date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Seton Hall @ Irvine, CA",3-0,3.0,38.0,15.0,120.0,0.192,37.0,6.0,2.0,71.0,52.0,0.0,0.0,10.0,2.0,49.0,2.0
08/25/2023,@ UC Irvine,3-2,5.0,61.0,21.0,175.0,0.229,55.0,4.0,7.0,89.0,93.0,3.0,1.0,16.0,4.0,74.0,3.0
08/26/2023,"San Francisco @ Irvine, CA",1-3,4.0,55.0,25.0,185.0,0.162,51.0,5.0,5.0,79.0,88.0,4.0,0.0,22.0,1.0,71.0,0.0
08/31/2023,CSU Bakersfield,3-1,4.0,49.0,11.0,116.0,0.328,46.0,6.0,9.0,52.0,63.0,2.0,4.0,22.0,1.0,70.0,1.0
09/01/2023,St. John's (NY),3-0,3.0,37.0,10.0,81.0,0.333,35.0,8.0,5.0,33.0,48.0,5.0,3.0,16.0,2.0,56.0,2.0
09/02/2023,Utah Tech,2-3,5.0,49.0,33.0,152.0,0.105,48.0,8.0,6.0,60.0,97.0,11.0,2.0,6.0,0.0,62.0,1.0
09/07/2023,@ North Dakota,3-1,4.0,37.0,22.0,148.0,0.101,34.0,8.0,7.0,65.0,76.0,6.0,2.0,20.0,3.0,57.0,1.0
09/08/2023,"Montana @ Grand Forks, ND",1-3,4.0,44.0,22.0,149.0,0.148,35.0,3.0,7.0,73.0,83.0,14.0,4.0,14.0,0.0,58.0,0.0
09/09/2023,"Green Bay @ Grand Forks, ND",3-0,3.0,41.0,13.0,130.0,0.215,35.0,7.0,3.0,78.0,52.0,6.0,1.0,6.0,0.0,52.0,0.0
09/13/2023,@ Northern Ariz.,3-0,3.0,41.0,6.0,104.0,0.337,38.0,6.0,3.0,62.0,44.0,2.0,0.0,12.0,2.0,53.0,0.0
09/15/2023,Northern Ariz.,3-0,3.0,44.0,14.0,99.0,0.303,41.0,2.0,5.0,53.0,45.0,1.0,3.0,12.0,3.0,55.0,2.0
09/21/2023,@ Nevada,3-2,5.0,68.0,24.0,212.0,0.208,61.0,2.0,7.0,96.0,95.0,4.0,4.0,18.0,1.0,83.0,0.0
09/23/2023,@ Fresno St.,1-3,4.0,50.0,15.0,150.0,0.233,43.0,4.0,10.0,70.0,89.0,10.0,6.0,10.0,5.0,65.0,0.0
09/28/2023,Utah St.,1-3,4.0,43.0,17.0,125.0,0.208,37.0,3.0,5.0,63.0,80.0,13.0,1.0,14.0,2.0,54.0,1.0
09/30/2023,Boise St.,3-1,4.0,50.0,21.0,159.0,0.182,42.0,3.0,7.0,61.0,82.0,3.0,6.0,20.0,3.0,69.0,0.0
10/05/2023,@ UNLV,3-0,3.0,44.0,9.0,104.0,0.337,34.0,6.0,6.0,46.0,48.0,3.0,1.0,10.0,1.0,56.0,1.0
10/07/2023,@ San Diego St.,3-1,4.0,41.0,11.0,122.0,0.246,36.0,5.0,8.0,57.0,61.0,1.0,4.0,20.0,1.0,60.0,0.0
10/12/2023,Wyoming,3-1,4.0,52.0,21.0,145.0,0.214,47.0,10.0,7.0,59.0,82.0,5.0,4.0,16.0,4.0,74.0,0.0
10/14/2023,Colorado St.,0-3,3.0,35.0,15.0,99.0,0.202,34.0,5.0,0.0,32.0,71.0,6.0,1.0,4.0,4.0,43.0,0.0
10/17/2023,Air Force,3-0,3.0,45.0,10.0,100.0,0.35,39.0,5.0,6.0,38.0,62.0,5.0,2.0,14.0,2.0,59.0,0.0
10/19/2023,@ San Jose St.,3-1,4.0,49.0,24.0,158.0,0.158,44.0,6.0,5.0,70.0,84.0,6.0,4.0,14.0,2.0,66.0,1.0
10/26/2023,San Diego St.,3-1,4.0,49.0,20.0,139.0,0.209,47.0,7.0,9.0,64.0,85.0,2.0,2.0,20.0,0.0,68.0,2.0
10/28/2023,UNLV,1-3,4.0,38.0,25.0,125.0,0.104,38.0,2.0,1.0,53.0,91.0,9.0,2.0,16.0,0.0,50.0,3.0
11/02/2023,@ Boise St.,3-1,4.0,58.0,11.0,146.0,0.322,51.0,2.0,7.0,63.0,71.0,4.0,1.0,16.0,0.0,69.0,0.0
11/04/2023,@ Utah St.,0-3,3.0,31.0,17.0,103.0,0.136,31.0,3.0,3.0,38.0,64.0,1.0,3.0,8.0,0.0,41.0,0.0
11/09/2023,Fresno St.,1-3,4.0,53.0,21.0,139.0,0.23,52.0,6.0,9.0,52.0,86.0,2.0,0.0,18.0,0.0,68.0,0.0
11/11/2023,Nevada,3-2,5.0,73.0,26.0,186.0,0.253,67.0,6.0,8.0,70.0,103.0,9.0,2.0,24.0,0.0,93.0,2.0
11/16/2023,@ Colorado St.,0-3,3.0,32.0,13.0,91.0,0.209,32.0,2.0,7.0,31.0,66.0,5.0,2.0,4.0,0.0,38.0,0.0
11/18/2023,@ Wyoming,0-3,3.0,32.0,20.0,110.0,0.109,30.0,2.0,4.0,41.0,69.0,0.0,3.0,8.0,0.0,41.0,0.0
11/22/2023,@ UNLV,3-2,5.0,58.0,16.0,175.0,0.24,52.0,11.0,9.0,63.0,90.0,2.0,1.0,12.0,0.0,76.0,0.0
11/23/2023,"Colorado St. @ Las Vegas, NV",0-3,3.0,38.0,12.0,117.0,0.222,36.0,4.0,4.0,41.0,70.0,5.0,1.0,10.0,0.0,48.0,0.0
