date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,Texas A&M,1-3,4.0,42.0,28.0,122.0,0.115,39.0,6.0,13.0,30.0,85.0,3.0,0.0,14.0,1.0,55.0,0.0
08/26/2023,Kansas,0-3,3.0,29.0,17.0,98.0,0.122,29.0,1.0,8.0,40.0,63.0,8.0,0.0,8.0,0.0,34.0,0.0
08/30/2023,@ Nebraska,0-3,3.0,18.0,25.0,88.0,-0.08,18.0,1.0,11.0,37.0,61.0,7.0,0.0,9.0,1.0,23.5,0.0
09/01/2023,@ Kansas St.,0-3,3.0,32.0,23.0,112.0,0.08,30.0,9.0,9.0,48.0,65.0,6.0,1.0,8.0,1.0,46.0,0.0
09/07/2023,Long Beach St.,0-3,3.0,32.0,17.0,117.0,0.128,28.0,1.0,9.0,49.0,67.0,6.0,0.0,10.0,1.0,38.0,2.0
09/08/2023,Creighton,0-3,3.0,28.0,23.0,114.0,0.044,27.0,2.0,7.0,41.0,65.0,2.0,1.0,6.0,1.0,34.0,1.0
09/09/2023,Iowa St.,1-3,4.0,44.0,32.0,133.0,0.09,44.0,8.0,7.0,54.0,87.0,10.0,1.0,17.0,1.0,61.5,0.0
09/14/2023,@ Northern Colo.,2-3,5.0,52.0,22.0,149.0,0.201,47.0,12.0,10.0,42.0,86.0,4.0,2.0,14.0,0.0,73.0,0.0
09/15/2023,"Wichita St. @ Greeley, CO",2-3,5.0,49.0,36.0,141.0,0.092,45.0,5.0,10.0,41.0,94.0,3.0,3.0,16.0,0.0,65.0,1.0
09/16/2023,"Bradley @ Greeley, CO",3-0,3.0,43.0,17.0,89.0,0.292,41.0,5.0,10.0,32.0,53.0,2.0,1.0,20.0,0.0,59.0,0.0
09/21/2023,Kansas City,2-3,5.0,61.0,39.0,177.0,0.124,55.0,5.0,12.0,66.0,99.0,6.0,2.0,12.0,1.0,74.0,1.0
09/23/2023,South Dakota,3-1,4.0,56.0,25.0,142.0,0.218,52.0,7.0,19.0,56.0,73.0,3.0,0.0,20.0,3.0,73.0,2.0
09/28/2023,@ North Dakota,3-2,5.0,61.0,29.0,152.0,0.211,55.0,11.0,12.0,59.0,90.0,6.0,2.0,8.0,0.0,78.0,2.0
09/30/2023,@ North Dakota St.,3-2,5.0,64.0,22.0,152.0,0.276,57.0,13.0,7.0,50.0,91.0,9.0,3.0,12.0,2.0,86.0,1.0
10/05/2023,Oral Roberts,3-0,3.0,49.0,17.0,114.0,0.281,45.0,4.0,7.0,58.0,51.0,6.0,0.0,10.0,0.0,58.0,0.0
10/07/2023,@ South Dakota St.,3-1,4.0,60.0,16.0,154.0,0.286,53.0,6.0,5.0,76.0,77.0,4.0,0.0,10.0,1.0,71.0,2.0
10/11/2023,Denver,3-0,3.0,45.0,19.0,104.0,0.25,42.0,8.0,9.0,36.0,54.0,4.0,0.0,8.0,0.0,57.0,0.0
10/14/2023,North Dakota,3-1,4.0,56.0,19.0,131.0,0.282,51.0,6.0,13.0,51.0,74.0,2.0,4.0,22.0,4.0,77.0,0.0
10/17/2023,@ Oral Roberts,3-1,4.0,65.0,30.0,158.0,0.222,61.0,8.0,16.0,65.0,88.0,3.0,1.0,16.0,0.0,82.0,2.0
10/19/2023,@ South Dakota,2-3,5.0,61.0,21.0,148.0,0.27,59.0,8.0,15.0,58.0,92.0,15.0,0.0,14.0,0.0,76.0,3.0
10/21/2023,St. Thomas (MN),3-2,5.0,65.0,26.0,152.0,0.257,61.0,9.0,17.0,61.0,93.0,7.0,1.0,28.0,3.0,89.0,1.0
10/28/2023,North Dakota St.,1-3,4.0,50.0,26.0,128.0,0.188,50.0,5.0,15.0,45.0,80.0,4.0,3.0,16.0,0.0,66.0,1.0
11/02/2023,@ Kansas City,3-1,4.0,69.0,26.0,158.0,0.272,65.0,5.0,11.0,67.0,84.0,4.0,5.0,22.0,1.0,90.0,1.0
11/04/2023,@ St. Thomas (MN),3-0,3.0,45.0,12.0,96.0,0.344,41.0,5.0,10.0,41.0,48.0,5.0,3.0,8.0,0.0,57.0,0.0
11/08/2023,@ Denver,2-3,5.0,59.0,21.0,138.0,0.275,56.0,8.0,8.0,37.0,95.0,9.0,1.0,28.0,0.0,82.0,2.0
11/11/2023,South Dakota St.,3-0,3.0,42.0,14.0,101.0,0.277,37.0,4.0,4.0,46.0,46.0,3.0,2.0,24.0,0.0,60.0,2.0
11/20/2023,"Denver @ Vermillion, SD",3-2,5.0,55.0,24.0,156.0,0.199,54.0,11.0,13.0,60.0,93.0,7.0,2.0,18.0,1.0,77.0,0.0
11/21/2023,"Kansas City @ Vermillion, SD",3-2,5.0,66.0,29.0,223.0,0.166,61.0,3.0,15.0,108.0,91.0,4.0,5.0,26.0,0.0,87.0,0.0
11/30/2023,@ Kansas,0-3,3.0,35.0,22.0,110.0,0.118,33.0,3.0,14.0,45.0,69.0,5.0,1.0,14.0,0.0,46.0,1.0
