date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,@ Northern Colo.,3-0,3.0,48.0,15.0,94.0,0.351,42.0,6.0,11.0,30.0,56.0,2.0,4.0,10.0,0.0,63.0,0.0
08/26/2023,@ Colorado St.,3-1,4.0,59.0,16.0,119.0,0.361,55.0,7.0,14.0,62.0,62.0,5.0,2.0,14.0,2.0,75.0,0.0
08/29/2023,Florida,0-3,3.0,46.0,12.0,102.0,0.333,43.0,2.0,14.0,35.0,71.0,4.0,0.0,6.0,3.0,51.0,0.0
09/03/2023,@ Texas,3-0,3.0,47.0,7.0,101.0,0.396,44.0,4.0,14.0,44.0,56.0,2.0,0.0,26.0,0.0,64.0,0.0
09/05/2023,@ Rice,3-0,3.0,42.0,16.0,108.0,0.241,39.0,8.0,11.0,46.0,55.0,1.0,8.0,2.0,5.0,59.0,2.0
09/08/2023,Ohio St.,3-0,3.0,40.0,14.0,86.0,0.302,38.0,13.0,16.0,30.0,54.0,2.0,1.0,16.0,0.0,62.0,0.0
09/09/2023,Minnesota,3-1,4.0,54.0,16.0,125.0,0.304,54.0,8.0,15.0,58.0,66.0,3.0,1.0,24.0,2.0,75.0,0.0
09/12/2023,Nebraska,1-3,4.0,48.0,22.0,119.0,0.218,46.0,4.0,15.0,30.0,76.0,4.0,0.0,17.0,3.0,60.5,0.0
09/17/2023,@ Louisville,3-2,5.0,71.0,18.0,161.0,0.329,69.0,2.0,16.0,70.0,83.0,3.0,1.0,18.0,2.0,83.0,0.0
09/19/2023,@ California,3-0,3.0,43.0,17.0,114.0,0.228,40.0,6.0,12.0,49.0,57.0,2.0,3.0,23.0,1.0,63.5,1.0
09/24/2023,@ Colorado,3-0,3.0,49.0,17.0,102.0,0.314,47.0,6.0,8.0,33.0,60.0,1.0,5.0,16.0,0.0,68.0,0.0
09/29/2023,Arizona St.,3-0,3.0,49.0,11.0,112.0,0.339,48.0,6.0,10.0,51.0,46.0,1.0,0.0,16.0,0.0,63.0,0.0
10/01/2023,Arizona,3-0,3.0,49.0,7.0,100.0,0.42,43.0,9.0,7.0,46.0,41.0,1.0,0.0,10.0,3.0,63.0,0.0
10/06/2023,@ Washington,3-1,4.0,54.0,13.0,102.0,0.402,50.0,14.0,18.0,36.0,73.0,7.0,2.0,16.0,3.0,78.0,0.0
10/08/2023,@ Washington St.,3-1,4.0,70.0,20.0,174.0,0.287,68.0,10.0,19.0,60.0,98.0,1.0,4.0,20.0,1.0,94.0,1.0
10/13/2023,Southern California,3-0,3.0,47.0,10.0,92.0,0.402,44.0,5.0,11.0,46.0,45.0,1.0,1.0,8.0,2.0,57.0,0.0
10/15/2023,UCLA,3-1,4.0,63.0,25.0,149.0,0.255,58.0,8.0,10.0,62.0,74.0,6.0,0.0,18.0,3.0,80.0,0.0
10/20/2023,@ Oregon St.,3-0,3.0,47.0,7.0,109.0,0.367,44.0,4.0,4.0,49.0,50.0,2.0,4.0,20.0,0.0,65.0,0.0
10/22/2023,@ Oregon,3-1,4.0,52.0,14.0,135.0,0.281,51.0,8.0,12.0,54.0,76.0,8.0,0.0,15.0,2.0,67.5,0.0
10/27/2023,@ Arizona,3-0,3.0,44.0,11.0,97.0,0.34,43.0,6.0,8.0,36.0,56.0,5.0,1.0,10.0,0.0,56.0,0.0
10/29/2023,@ Arizona St.,0-3,3.0,34.0,14.0,103.0,0.194,32.0,3.0,12.0,47.0,68.0,6.0,0.0,14.0,0.0,44.0,1.0
11/03/2023,Washington St.,3-1,4.0,65.0,24.0,143.0,0.287,64.0,5.0,13.0,50.0,84.0,3.0,0.0,23.0,2.0,81.5,1.0
11/05/2023,Washington,3-1,4.0,63.0,12.0,149.0,0.342,59.0,9.0,16.0,66.0,70.0,7.0,3.0,10.0,2.0,80.0,0.0
11/09/2023,Oregon,3-2,5.0,53.0,15.0,156.0,0.244,50.0,6.0,17.0,64.0,81.0,4.0,1.0,20.0,3.0,70.0,0.0
11/11/2023,Oregon St.,3-1,4.0,56.0,12.0,113.0,0.389,53.0,7.0,9.0,47.0,64.0,1.0,1.0,27.0,6.0,77.5,0.0
11/17/2023,@ UCLA,3-2,5.0,68.0,17.0,150.0,0.34,60.0,11.0,13.0,53.0,86.0,8.0,3.0,17.0,1.0,90.5,1.0
11/19/2023,@ Southern California,3-1,4.0,56.0,19.0,144.0,0.257,52.0,11.0,17.0,64.0,77.0,4.0,0.0,24.0,5.0,79.0,0.0
11/22/2023,Utah,3-0,3.0,40.0,10.0,86.0,0.349,37.0,10.0,3.0,49.0,33.0,2.0,0.0,14.0,1.0,57.0,0.0
11/24/2023,California,3-0,3.0,42.0,4.0,81.0,0.469,38.0,6.0,5.0,42.0,40.0,4.0,1.0,18.0,0.0,58.0,0.0
12/01/2023,Fresno St.,3-0,3.0,47.0,9.0,95.0,0.4,47.0,3.0,7.0,43.0,41.0,3.0,1.0,14.0,1.0,58.0,1.0
12/02/2023,Houston,3-2,5.0,78.0,17.0,152.0,0.401,74.0,4.0,12.0,60.0,84.0,8.0,0.0,24.0,1.0,94.0,0.0
12/07/2023,Arizona St.,3-1,4.0,61.0,26.0,161.0,0.217,57.0,7.0,7.0,70.0,80.0,5.0,1.0,22.0,3.0,80.0,0.0
12/09/2023,Texas,1-3,4.0,57.0,20.0,133.0,0.278,52.0,6.0,14.0,45.0,82.0,5.0,0.0,6.0,3.0,66.0,1.0
