date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,Michigan St.,3-0,3.0,41.0,9.0,100.0,0.32,39.0,6.0,9.0,48.0,37.0,1.0,3.0,14.0,2.0,57.0,0.0
08/27/2023,Tulsa,3-0,3.0,48.0,10.0,104.0,0.365,46.0,5.0,10.0,54.0,40.0,1.0,0.0,10.0,2.0,58.0,0.0
08/30/2023,Wisconsin,2-3,5.0,69.0,24.0,181.0,0.249,67.0,9.0,12.0,75.0,99.0,2.0,0.0,12.0,1.0,84.0,1.0
08/31/2023,Wisconsin,0-3,3.0,35.0,14.0,131.0,0.16,35.0,4.0,6.0,38.0,70.0,5.0,0.0,8.0,1.0,43.0,0.0
09/01/2023,Colorado St.,3-2,5.0,62.0,21.0,173.0,0.237,61.0,11.0,8.0,68.0,90.0,4.0,1.0,12.0,1.0,80.0,0.0
09/03/2023,Michigan,3-0,3.0,42.0,11.0,105.0,0.295,39.0,9.0,9.0,48.0,48.0,5.0,0.0,14.0,0.0,58.0,0.0
09/08/2023,"Col. of Charleston @ Bowling Green, KY",3-0,3.0,50.0,11.0,99.0,0.394,45.0,8.0,5.0,46.0,41.0,1.0,0.0,10.0,0.0,63.0,1.0
09/08/2023,@ Western Ky.,3-2,5.0,61.0,31.0,171.0,0.175,59.0,4.0,11.0,88.0,94.0,4.0,1.0,27.0,0.0,79.5,4.0
09/09/2023,"Troy @ Bowling Green, KY",3-1,4.0,58.0,14.0,138.0,0.319,54.0,15.0,10.0,47.0,73.0,5.0,2.0,22.0,0.0,86.0,1.0
09/15/2023,"Buffalo @ Queens, NY",3-0,3.0,49.0,11.0,96.0,0.396,47.0,7.0,5.0,44.0,46.0,2.0,2.0,6.0,0.0,61.0,0.0
09/15/2023,@ St. John's (NY),3-1,4.0,43.0,22.0,135.0,0.156,43.0,9.0,8.0,55.0,71.0,5.0,3.0,18.0,2.0,64.0,1.0
09/16/2023,"Bryant @ Queens, NY",3-0,3.0,45.0,12.0,86.0,0.384,44.0,10.0,6.0,35.0,50.0,4.0,1.0,8.0,0.0,60.0,0.0
09/22/2023,South Carolina,3-0,3.0,47.0,14.0,124.0,0.266,42.0,8.0,11.0,65.0,42.0,0.0,0.0,10.0,1.0,60.0,0.0
09/24/2023,Texas A&M,3-1,4.0,58.0,13.0,130.0,0.346,49.0,5.0,9.0,48.0,71.0,5.0,0.0,12.0,0.0,69.0,1.0
09/27/2023,Auburn,3-0,3.0,37.0,7.0,69.0,0.435,35.0,10.0,11.0,42.0,25.0,2.0,1.0,12.0,0.0,54.0,0.0
10/04/2023,@ LSU,3-0,3.0,45.0,9.0,105.0,0.343,41.0,6.0,4.0,50.0,51.0,5.0,3.0,8.0,3.0,58.0,1.0
10/08/2023,Missouri,3-1,4.0,53.0,23.0,164.0,0.183,50.0,7.0,10.0,70.0,67.0,3.0,1.0,12.0,1.0,67.0,0.0
10/13/2023,Ole Miss,3-0,3.0,49.0,11.0,107.0,0.355,47.0,10.0,8.0,42.0,54.0,3.0,0.0,8.0,0.0,63.0,1.0
10/15/2023,Alabama,3-1,4.0,55.0,13.0,124.0,0.339,52.0,9.0,13.0,58.0,52.0,3.0,1.0,22.0,1.0,76.0,0.0
10/20/2023,@ Tennessee,3-1,4.0,62.0,16.0,195.0,0.236,60.0,4.0,8.0,89.0,84.0,1.0,3.0,16.0,0.0,77.0,0.0
10/22/2023,@ Kentucky,2-3,5.0,63.0,19.0,182.0,0.242,58.0,9.0,10.0,68.0,91.0,3.0,0.0,12.0,3.0,78.0,2.0
10/27/2023,@ South Carolina,3-1,4.0,58.0,25.0,147.0,0.224,53.0,11.0,15.0,55.0,84.0,5.0,3.0,22.0,1.0,83.0,2.0
10/29/2023,@ Florida,3-0,3.0,41.0,12.0,101.0,0.287,36.0,5.0,8.0,40.0,51.0,3.0,0.0,18.0,0.0,55.0,2.0
11/01/2023,@ Georgia,0-3,3.0,39.0,15.0,108.0,0.222,36.0,2.0,8.0,34.0,71.0,5.0,1.0,10.0,0.0,47.0,0.0
11/05/2023,Mississippi St.,3-0,3.0,42.0,18.0,115.0,0.209,41.0,7.0,7.0,53.0,51.0,0.0,1.0,12.0,2.0,56.0,0.0
11/10/2023,@ Alabama,3-0,3.0,52.0,6.0,109.0,0.422,48.0,1.0,13.0,55.0,47.0,4.0,1.0,4.0,1.0,56.0,0.0
11/15/2023,@ Ole Miss,3-2,5.0,64.0,27.0,168.0,0.22,56.0,8.0,13.0,71.0,83.0,2.0,4.0,12.0,2.0,82.0,0.0
11/19/2023,Florida,3-2,5.0,67.0,23.0,184.0,0.239,61.0,3.0,11.0,78.0,92.0,4.0,1.0,14.0,2.0,78.0,0.0
11/22/2023,Kentucky,0-3,3.0,32.0,21.0,114.0,0.096,28.0,4.0,7.0,49.0,68.0,3.0,1.0,10.0,0.0,42.0,0.0
11/24/2023,@ Auburn,3-2,5.0,70.0,32.0,203.0,0.187,68.0,2.0,13.0,95.0,95.0,4.0,1.0,14.0,4.0,80.0,2.0
