date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,Eastern Wash.,3-0,3.0,47.0,17.0,105.0,0.286,38.0,8.0,7.0,35.0,65.0,7.0,0.0,14.0,4.0,62.0,0.0
08/25/2023,Providence,3-0,3.0,36.0,18.0,92.0,0.196,34.0,6.0,8.0,43.0,48.0,4.0,0.0,14.0,0.0,49.0,0.0
08/26/2023,Southern Utah,3-1,4.0,57.0,24.0,150.0,0.22,52.0,10.0,9.0,66.0,78.0,4.0,0.0,16.0,3.0,75.0,2.0
08/31/2023,@ New Mexico,1-3,4.0,45.0,34.0,135.0,0.081,41.0,2.0,7.0,50.0,88.0,6.0,2.0,14.0,2.0,56.0,2.0
09/01/2023,"Utah Tech @ Albuquerque, NM",1-3,4.0,39.0,28.0,151.0,0.073,36.0,7.0,6.0,69.0,83.0,6.0,2.0,6.0,1.0,51.0,3.0
09/02/2023,"St. John's (NY) @ Albuquerque, NM",2-3,5.0,49.0,20.0,137.0,0.212,49.0,11.0,10.0,49.0,96.0,8.0,0.0,22.0,4.0,71.0,2.0
09/08/2023,"Air Force @ Santa Clara, CA",2-3,5.0,49.0,34.0,163.0,0.092,47.0,8.0,8.0,67.0,94.0,6.0,1.0,12.0,1.0,64.0,0.0
09/08/2023,"Saint Mary's (CA) @ Santa Clara, CA",3-1,4.0,60.0,17.0,143.0,0.301,58.0,6.0,10.0,73.0,76.0,9.0,1.0,19.0,1.0,76.5,0.0
09/09/2023,@ Santa Clara,1-3,4.0,46.0,25.0,133.0,0.158,44.0,5.0,9.0,57.0,88.0,9.0,2.0,14.0,1.0,60.0,0.0
09/14/2023,"Sacramento St. @ Stockton, CA",0-3,3.0,21.0,24.0,111.0,-0.027,20.0,7.0,6.0,42.0,69.0,3.0,1.0,6.0,0.0,32.0,5.0
09/15/2023,@ Pacific,0-3,3.0,24.0,15.0,95.0,0.095,23.0,3.0,8.0,41.0,62.0,5.0,0.0,10.0,0.0,32.0,4.0
09/16/2023,"Fresno St. @ Stockton, CA",2-3,5.0,54.0,25.0,165.0,0.176,49.0,8.0,12.0,72.0,103.0,11.0,3.0,14.0,0.0,72.0,3.0
09/19/2023,CSUN,3-2,5.0,64.0,23.0,170.0,0.241,60.0,7.0,10.0,75.0,96.0,11.0,0.0,20.0,2.0,81.0,5.0
09/22/2023,@ Hawaii,0-3,3.0,26.0,17.0,96.0,0.094,25.0,2.0,12.0,37.0,66.0,3.0,0.0,4.0,2.0,30.0,1.0
09/29/2023,UC Davis,1-3,4.0,50.0,27.0,138.0,0.167,45.0,11.0,8.0,52.0,95.0,14.0,0.0,4.0,1.0,63.0,5.0
09/30/2023,UC Riverside,1-3,4.0,47.0,27.0,153.0,0.131,41.0,5.0,11.0,59.0,90.0,7.0,3.0,12.0,1.0,61.0,2.0
10/06/2023,Long Beach St.,2-3,5.0,56.0,17.0,147.0,0.265,54.0,6.0,14.0,55.0,97.0,10.0,0.0,10.0,0.0,67.0,1.0
10/07/2023,UC San Diego,1-3,4.0,52.0,21.0,133.0,0.233,48.0,4.0,11.0,55.0,84.0,9.0,0.0,14.0,2.0,63.0,0.0
10/13/2023,@ UC Irvine,0-3,3.0,31.0,17.0,123.0,0.114,30.0,4.0,3.0,51.0,70.0,7.0,0.0,10.0,2.0,40.0,1.0
10/14/2023,@ Cal St. Fullerton,3-0,3.0,45.0,15.0,108.0,0.278,43.0,8.0,5.0,52.0,53.0,3.0,1.0,8.0,1.0,58.0,1.0
10/19/2023,UC Santa Barbara,0-3,3.0,34.0,19.0,106.0,0.142,33.0,3.0,7.0,41.0,70.0,1.0,0.0,12.0,1.0,43.0,1.0
10/21/2023,@ Cal Poly,1-3,4.0,42.0,28.0,129.0,0.109,38.0,4.0,13.0,45.0,91.0,9.0,0.0,18.0,0.0,55.0,1.0
10/26/2023,@ CSUN,1-3,4.0,50.0,22.0,153.0,0.183,45.0,4.0,8.0,57.0,84.0,4.0,1.0,20.0,0.0,65.0,0.0
10/28/2023,Hawaii,0-3,3.0,31.0,14.0,93.0,0.183,28.0,6.0,5.0,35.0,70.0,5.0,1.0,8.0,0.0,42.0,1.0
11/03/2023,@ UC San Diego,0-3,3.0,30.0,16.0,105.0,0.133,28.0,1.0,4.0,45.0,67.0,7.0,2.0,4.0,3.0,35.0,1.0
11/04/2023,@ Long Beach St.,0-3,3.0,28.0,18.0,83.0,0.12,28.0,2.0,9.0,22.0,64.0,6.0,0.0,8.0,0.0,34.0,0.0
11/09/2023,@ UC Riverside,3-0,3.0,42.0,10.0,105.0,0.305,40.0,6.0,9.0,44.0,52.0,3.0,2.0,12.0,0.0,56.0,1.0
11/11/2023,@ UC Davis,3-1,4.0,53.0,17.0,149.0,0.242,49.0,8.0,11.0,65.0,76.0,8.0,0.0,18.0,2.0,70.0,0.0
11/17/2023,Cal St. Fullerton,3-1,4.0,55.0,20.0,134.0,0.261,50.0,5.0,12.0,51.0,71.0,2.0,0.0,14.0,0.0,67.0,4.0
11/18/2023,UC Irvine,1-3,4.0,54.0,35.0,157.0,0.121,50.0,6.0,11.0,63.0,91.0,5.0,4.0,20.0,1.0,74.0,1.0
