date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"FIU @ Miami, FL",3-1,4.0,53.0,23.0,118.0,0.254,46.0,7.0,15.0,46.0,71.0,3.0,3.0,18.0,0.0,72.0,2.0
08/25/2023,@ Miami (FL),1-3,4.0,51.0,17.0,130.0,0.262,45.0,6.0,14.0,43.0,84.0,7.0,0.0,10.0,2.0,62.0,0.0
08/26/2023,"Lamar University @ Miami, FL",3-0,3.0,44.0,18.0,101.0,0.257,38.0,9.0,9.0,42.0,47.0,2.0,0.0,14.0,0.0,60.0,1.0
09/01/2023,"Old Dominion @ Annapolis, MD",3-0,3.0,43.0,8.0,85.0,0.412,39.0,6.0,11.0,28.0,54.0,5.0,3.0,14.0,1.0,59.0,0.0
09/02/2023,"Utah Valley @ Annapolis, MD",3-1,4.0,55.0,20.0,119.0,0.294,53.0,11.0,10.0,42.0,74.0,4.0,1.0,18.0,1.0,76.0,0.0
09/03/2023,@ Navy,0-3,3.0,34.0,13.0,93.0,0.226,33.0,2.0,16.0,36.0,61.0,5.0,1.0,12.0,0.0,43.0,0.0
09/08/2023,Coastal Carolina,3-2,5.0,65.0,25.0,157.0,0.255,61.0,6.0,9.0,55.0,91.0,5.0,0.0,19.0,0.0,80.5,0.0
09/09/2023,Princeton,3-0,3.0,48.0,19.0,105.0,0.276,42.0,3.0,7.0,35.0,62.0,3.0,5.0,15.0,0.0,63.5,0.0
09/10/2023,@ Howard,3-0,3.0,40.0,8.0,73.0,0.438,39.0,8.0,4.0,24.0,42.0,2.0,0.0,14.0,1.0,55.0,0.0
09/15/2023,"Le Moyne @ Fort Myers, FL",3-0,3.0,38.0,7.0,70.0,0.443,33.0,8.0,6.0,33.0,27.0,2.0,1.0,20.0,0.0,57.0,0.0
09/16/2023,"Fla. Atlantic @ Fort Myers, FL",3-0,3.0,49.0,13.0,117.0,0.308,41.0,1.0,5.0,44.0,55.0,1.0,1.0,22.0,1.0,62.0,0.0
09/16/2023,@ FGCU,3-2,5.0,51.0,26.0,145.0,0.172,48.0,2.0,13.0,54.0,89.0,10.0,4.0,20.0,0.0,67.0,0.0
09/22/2023,Purdue,1-3,4.0,53.0,29.0,129.0,0.186,51.0,0.0,8.0,45.0,83.0,5.0,1.0,15.0,0.0,61.5,1.0
09/24/2023,Michigan,3-0,3.0,34.0,10.0,81.0,0.296,31.0,7.0,6.0,38.0,41.0,4.0,2.0,24.0,0.0,55.0,0.0
09/27/2023,@ Rutgers,3-1,4.0,52.0,11.0,123.0,0.333,47.0,5.0,9.0,49.0,67.0,5.0,0.0,10.0,0.0,62.0,0.0
10/01/2023,@ Ohio St.,0-3,3.0,20.0,30.0,102.0,-0.098,18.0,3.0,7.0,43.0,60.0,6.0,0.0,16.0,1.0,31.0,0.0
10/06/2023,Minnesota,3-2,5.0,57.0,32.0,174.0,0.144,51.0,8.0,10.0,74.0,85.0,6.0,2.0,30.0,0.0,82.0,0.0
10/07/2023,Indiana,0-3,3.0,39.0,19.0,115.0,0.174,37.0,3.0,3.0,56.0,71.0,8.0,0.0,16.0,0.0,50.0,0.0
10/13/2023,@ Northwestern,1-3,4.0,51.0,27.0,155.0,0.155,46.0,6.0,7.0,68.0,88.0,5.0,3.0,14.0,2.0,67.0,0.0
10/15/2023,@ Wisconsin,0-3,3.0,23.0,20.0,103.0,0.029,21.0,2.0,3.0,39.0,68.0,7.0,0.0,12.0,1.0,31.0,0.0
10/20/2023,Illinois,2-3,5.0,57.0,36.0,180.0,0.117,50.0,5.0,12.0,74.0,91.0,9.0,0.0,8.0,0.0,66.0,0.0
10/21/2023,Iowa,3-1,4.0,48.0,19.0,119.0,0.244,40.0,11.0,2.0,60.0,62.0,7.0,3.0,8.0,0.0,66.0,1.0
10/27/2023,@ Nebraska,0-3,3.0,21.0,19.0,88.0,0.023,18.0,2.0,7.0,24.0,67.0,5.0,2.0,8.0,0.0,29.0,0.0
10/28/2023,@ Iowa,3-0,3.0,42.0,11.0,92.0,0.337,36.0,12.0,6.0,39.0,46.0,2.0,2.0,13.0,1.0,62.5,0.0
11/03/2023,@ Michigan St.,0-3,3.0,26.0,15.0,103.0,0.107,25.0,1.0,10.0,39.0,69.0,8.0,1.0,12.0,0.0,34.0,0.0
11/05/2023,@ Michigan,0-3,3.0,32.0,24.0,102.0,0.078,29.0,6.0,3.0,30.0,70.0,7.0,1.0,8.0,1.0,43.0,0.0
11/10/2023,Wisconsin,0-3,3.0,27.0,23.0,107.0,0.037,24.0,1.0,5.0,35.0,66.0,5.0,0.0,2.0,0.0,29.0,0.0
11/12/2023,Ohio St.,3-0,3.0,42.0,10.0,111.0,0.288,40.0,7.0,6.0,51.0,58.0,8.0,1.0,20.0,0.0,60.0,0.0
11/17/2023,@ Indiana,1-3,4.0,46.0,25.0,143.0,0.147,45.0,3.0,9.0,63.0,86.0,5.0,2.0,14.0,2.0,58.0,0.0
11/18/2023,@ Purdue,0-3,3.0,39.0,24.0,130.0,0.115,36.0,4.0,4.0,51.0,71.0,7.0,3.0,21.0,1.0,56.5,0.0
11/22/2023,Penn St.,0-3,3.0,26.0,15.0,88.0,0.125,25.0,1.0,6.0,30.0,69.0,14.0,0.0,6.0,0.0,30.0,0.0
11/24/2023,Rutgers,3-2,5.0,57.0,24.0,143.0,0.231,54.0,4.0,9.0,47.0,91.0,9.0,2.0,18.0,3.0,72.0,1.0
