date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,Little Rock,3-0,3.0,35.0,15.0,100.0,0.2,35.0,8.0,7.0,47.0,51.0,5.0,2.0,14.0,1.0,52.0,3.0
08/25/2023,Louisiana Tech,3-0,3.0,42.0,19.0,124.0,0.185,39.0,7.0,12.0,63.0,54.0,8.0,1.0,4.0,0.0,52.0,0.0
08/26/2023,North Ala.,3-2,5.0,69.0,34.0,194.0,0.18,66.0,5.0,5.0,92.0,96.0,5.0,1.0,12.0,2.0,81.0,1.0
09/01/2023,"Prairie View @ Houston, TX",3-0,3.0,44.0,16.0,97.0,0.289,36.0,6.0,6.0,32.0,46.0,2.0,2.0,0.0,0.0,52.0,1.0
09/01/2023,@ Houston Christian,1-3,4.0,49.0,28.0,147.0,0.143,47.0,5.0,10.0,52.0,86.0,2.0,1.0,16.0,3.0,63.0,1.0
09/02/2023,"Penn @ Houston, TX",3-0,3.0,42.0,12.0,112.0,0.268,37.0,5.0,9.0,46.0,57.0,7.0,0.0,12.0,0.0,53.0,0.0
09/08/2023,"Eastern Ill. @ Carbondale, IL",0-3,3.0,31.0,17.0,93.0,0.151,27.0,7.0,6.0,23.0,71.0,5.0,2.0,10.0,1.0,45.0,1.0
09/08/2023,@ Southern Ill.,3-0,3.0,47.0,18.0,119.0,0.244,47.0,1.0,5.0,60.0,59.0,3.0,0.0,16.0,2.0,56.0,3.0
09/09/2023,"Alabama A&M @ Carbondale, IL",3-0,3.0,43.0,18.0,95.0,0.263,38.0,11.0,10.0,32.0,48.0,1.0,0.0,6.0,0.0,57.0,0.0
09/15/2023,"Western Ill. @ Springfield, MO",3-1,4.0,61.0,25.0,144.0,0.25,58.0,8.0,8.0,69.0,63.0,6.0,2.0,6.0,1.0,74.0,0.0
09/15/2023,"Lindenwood @ Springfield, MO",3-1,4.0,59.0,18.0,155.0,0.265,53.0,3.0,10.0,66.0,73.0,6.0,5.0,6.0,2.0,70.0,0.0
09/16/2023,@ Missouri St.,3-1,4.0,58.0,19.0,167.0,0.234,56.0,4.0,6.0,89.0,71.0,6.0,3.0,20.0,3.0,75.0,0.0
09/22/2023,@ Ga. Southern,0-3,3.0,33.0,26.0,109.0,0.064,32.0,2.0,9.0,41.0,68.0,2.0,2.0,0.0,1.0,37.0,1.0
09/23/2023,@ Ga. Southern,3-1,4.0,61.0,25.0,152.0,0.237,54.0,7.0,9.0,55.0,90.0,3.0,3.0,2.0,0.0,72.0,0.0
09/29/2023,Louisiana,0-3,3.0,34.0,26.0,116.0,0.069,32.0,1.0,4.0,46.0,68.0,2.0,1.0,8.0,0.0,40.0,0.0
09/30/2023,Louisiana,1-3,4.0,54.0,31.0,191.0,0.12,52.0,7.0,12.0,89.0,97.0,4.0,3.0,4.0,4.0,66.0,1.0
10/06/2023,@ South Alabama,1-3,4.0,41.0,27.0,158.0,0.089,36.0,3.0,8.0,64.0,92.0,9.0,0.0,10.0,2.0,49.0,1.0
10/07/2023,@ South Alabama,0-3,3.0,24.0,26.0,99.0,-0.02,19.0,4.0,6.0,42.0,66.0,7.0,0.0,8.0,2.0,32.0,0.0
10/13/2023,@ Troy,0-3,3.0,30.0,17.0,102.0,0.127,27.0,6.0,4.0,32.0,68.0,2.0,1.0,8.0,3.0,41.0,0.0
10/14/2023,@ Troy,1-3,4.0,46.0,23.0,128.0,0.18,43.0,4.0,7.0,46.0,82.0,11.0,1.0,8.0,0.0,55.0,0.0
10/19/2023,Southern Miss.,3-0,3.0,43.0,17.0,102.0,0.255,41.0,3.0,7.0,54.0,48.0,3.0,1.0,2.0,1.0,48.0,1.0
10/20/2023,Southern Miss.,2-3,5.0,70.0,22.0,164.0,0.293,64.0,5.0,12.0,72.0,95.0,14.0,2.0,18.0,2.0,86.0,0.0
10/27/2023,Texas St.,1-3,4.0,46.0,40.0,158.0,0.038,41.0,3.0,6.0,59.0,91.0,4.0,3.0,4.0,0.0,54.0,3.0
10/28/2023,Texas St.,0-3,3.0,38.0,21.0,99.0,0.172,33.0,1.0,6.0,33.0,69.0,6.0,1.0,2.0,0.0,41.0,0.0
11/03/2023,@ ULM,3-0,3.0,44.0,14.0,131.0,0.229,35.0,4.0,6.0,74.0,50.0,3.0,1.0,0.0,0.0,49.0,1.0
11/04/2023,@ ULM,1-3,4.0,46.0,33.0,138.0,0.094,38.0,6.0,8.0,61.0,84.0,6.0,3.0,8.0,0.0,59.0,0.0
11/10/2023,Marshall,3-0,3.0,48.0,20.0,132.0,0.212,46.0,7.0,9.0,61.0,58.0,1.0,0.0,8.0,1.0,59.0,1.0
11/11/2023,Marshall,3-2,5.0,64.0,38.0,181.0,0.144,60.0,6.0,5.0,74.0,98.0,6.0,4.0,10.0,3.0,79.0,0.0
11/15/2023,"Georgia St. @ Foley, AL",3-1,4.0,51.0,27.0,175.0,0.137,46.0,10.0,10.0,79.0,80.0,2.0,6.0,16.0,2.0,75.0,1.0
11/16/2023,"Ga. Southern @ Foley, AL",1-3,4.0,66.0,29.0,182.0,0.203,54.0,3.0,4.0,87.0,96.0,9.0,2.0,12.0,2.0,77.0,2.0
11/30/2023,@ Wichita St.,0-3,3.0,34.0,17.0,106.0,0.16,34.0,4.0,9.0,47.0,66.0,6.0,0.0,10.0,3.0,43.0,0.0
