date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Akron @ Charleston, IL",3-0,3.0,41.0,11.0,115.0,0.261,38.0,3.0,8.0,49.0,59.0,5.0,3.0,14.0,0.0,54.0,0.0
08/25/2023,@ Eastern Ill.,2-3,5.0,54.0,22.0,165.0,0.194,50.0,9.0,7.0,63.0,87.0,8.0,3.0,14.0,0.0,73.0,0.0
08/26/2023,"ULM @ Charleston, IL",3-0,3.0,40.0,8.0,93.0,0.344,37.0,8.0,5.0,50.0,44.0,2.0,1.0,2.0,1.0,50.0,0.0
08/29/2023,@ Illinois,0-3,3.0,28.0,22.0,108.0,0.056,27.0,3.0,4.0,34.0,62.0,2.0,0.0,4.0,1.0,33.0,1.0
09/01/2023,Western Ill.,3-0,3.0,38.0,14.0,116.0,0.207,36.0,4.0,9.0,56.0,47.0,2.0,1.0,10.0,1.0,48.0,1.0
09/01/2023,Eastern Mich.,3-2,5.0,70.0,30.0,186.0,0.215,64.0,3.0,6.0,87.0,84.0,3.0,0.0,16.0,2.0,81.0,1.0
09/02/2023,Oakland,3-0,3.0,45.0,16.0,130.0,0.223,44.0,3.0,8.0,64.0,58.0,2.0,0.0,14.0,1.0,55.0,0.0
09/08/2023,"Indiana @ Clarksville, TN",0-3,3.0,22.0,22.0,102.0,0.0,21.0,1.0,5.0,35.0,64.0,5.0,1.0,6.0,2.0,27.0,2.0
09/08/2023,@ Austin Peay,1-3,4.0,45.0,23.0,136.0,0.162,40.0,2.0,5.0,52.0,80.0,5.0,1.0,14.0,1.0,55.0,0.0
09/09/2023,"Lindenwood @ Clarksville, TN",3-1,4.0,55.0,21.0,150.0,0.227,50.0,4.0,8.0,64.0,74.0,6.0,3.0,14.0,0.0,69.0,2.0
09/15/2023,"SIUE @ Fort Wayne, IN",1-3,4.0,52.0,26.0,153.0,0.17,49.0,6.0,5.0,66.0,88.0,5.0,1.0,8.0,0.0,63.0,0.0
09/16/2023,"Miami (OH) @ Fort Wayne, IN",3-0,3.0,41.0,10.0,92.0,0.337,39.0,9.0,4.0,42.0,45.0,6.0,2.0,8.0,0.0,56.0,1.0
09/16/2023,@ Purdue Fort Wayne,3-0,3.0,42.0,13.0,107.0,0.271,40.0,5.0,4.0,57.0,50.0,1.0,0.0,18.0,0.0,56.0,0.0
09/22/2023,Missouri St.,3-2,5.0,66.0,27.0,229.0,0.17,61.0,2.0,9.0,113.0,91.0,3.0,5.0,10.0,2.0,78.0,3.0
09/23/2023,Southern Ill.,3-0,3.0,44.0,20.0,113.0,0.212,41.0,5.0,4.0,48.0,60.0,3.0,0.0,8.0,1.0,53.0,0.0
09/26/2023,UIC,1-3,4.0,55.0,22.0,169.0,0.195,50.0,1.0,3.0,76.0,86.0,5.0,1.0,6.0,5.0,60.0,1.0
09/29/2023,@ UNI,0-3,3.0,46.0,20.0,121.0,0.215,45.0,0.0,7.0,51.0,68.0,2.0,0.0,10.0,1.0,51.0,1.0
09/30/2023,@ Drake,1-3,4.0,44.0,30.0,185.0,0.076,40.0,0.0,7.0,71.0,91.0,6.0,1.0,14.0,0.0,52.0,1.0
10/06/2023,Illinois St.,0-3,3.0,44.0,24.0,128.0,0.156,39.0,1.0,8.0,59.0,67.0,3.0,0.0,8.0,2.0,49.0,0.0
10/07/2023,Bradley,3-2,5.0,64.0,20.0,179.0,0.246,63.0,6.0,2.0,88.0,80.0,5.0,0.0,26.0,3.0,83.0,1.0
10/13/2023,@ Indiana St.,3-0,3.0,38.0,8.0,105.0,0.286,37.0,4.0,3.0,48.0,46.0,0.0,3.0,20.0,1.0,55.0,3.0
10/14/2023,@ Evansville,3-1,4.0,61.0,20.0,140.0,0.293,54.0,7.0,8.0,62.0,78.0,9.0,0.0,20.0,1.0,78.0,0.0
10/20/2023,@ Southern Ill.,3-1,4.0,53.0,24.0,169.0,0.172,51.0,4.0,6.0,91.0,78.0,4.0,1.0,22.0,1.0,69.0,0.0
10/21/2023,@ Missouri St.,3-0,3.0,51.0,18.0,137.0,0.241,49.0,2.0,3.0,75.0,51.0,1.0,2.0,12.0,0.0,61.0,0.0
10/27/2023,Belmont,3-0,3.0,47.0,18.0,117.0,0.248,43.0,5.0,6.0,42.0,60.0,5.0,2.0,8.0,2.0,58.0,0.0
10/28/2023,Murray St.,2-3,5.0,64.0,26.0,213.0,0.178,63.0,8.0,5.0,95.0,100.0,9.0,1.0,22.0,2.0,84.0,0.0
11/03/2023,@ Bradley,3-2,5.0,64.0,33.0,189.0,0.164,63.0,11.0,10.0,92.0,100.0,6.0,0.0,12.0,0.0,81.0,2.0
11/04/2023,@ Illinois St.,3-1,4.0,52.0,21.0,143.0,0.217,48.0,6.0,6.0,68.0,72.0,8.0,0.0,16.0,1.0,66.0,0.0
11/10/2023,Drake,1-3,4.0,48.0,34.0,172.0,0.081,48.0,1.0,4.0,89.0,93.0,6.0,0.0,16.0,1.0,57.0,0.0
11/11/2023,UNI,1-3,4.0,45.0,20.0,145.0,0.172,42.0,2.0,5.0,60.0,82.0,3.0,0.0,12.0,1.0,53.0,0.0
11/15/2023,@ UIC,0-3,3.0,36.0,20.0,104.0,0.154,35.0,5.0,2.0,42.0,70.0,12.0,1.0,18.0,0.0,51.0,0.0
