date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,Eastern Ky.,3-0,3.0,45.0,9.0,107.0,0.336,39.0,5.0,3.0,50.0,53.0,2.0,2.0,18.0,2.0,61.0,0.0
08/26/2023,Northwestern St.,3-0,3.0,46.0,13.0,96.0,0.344,42.0,6.0,5.0,44.0,42.0,2.0,3.0,6.0,1.0,58.0,0.0
08/27/2023,Louisiana,3-2,5.0,53.0,19.0,157.0,0.217,49.0,5.0,17.0,77.0,88.0,4.0,6.0,20.0,0.0,74.0,0.0
09/01/2023,@ UCF,1-3,4.0,38.0,18.0,131.0,0.153,35.0,4.0,5.0,52.0,88.0,13.0,4.0,8.0,0.0,50.0,0.0
09/02/2023,"FIU @ Orlando, FL",3-0,3.0,48.0,15.0,116.0,0.284,41.0,3.0,7.0,45.0,62.0,7.0,1.0,4.0,1.0,54.0,0.0
09/08/2023,"Western Mich. @ Kennesaw, GA",3-2,5.0,60.0,14.0,182.0,0.253,56.0,6.0,8.0,84.0,92.0,6.0,4.0,10.0,3.0,75.0,1.0
09/09/2023,@ Kennesaw St.,2-3,5.0,58.0,19.0,157.0,0.248,56.0,4.0,7.0,62.0,93.0,8.0,3.0,14.0,0.0,72.0,0.0
09/10/2023,"Wake Forest @ Kennesaw, GA",0-3,3.0,23.0,20.0,92.0,0.033,23.0,4.0,7.0,25.0,64.0,7.0,0.0,10.0,2.0,32.0,1.0
09/14/2023,Lipscomb,3-0,3.0,26.0,19.0,93.0,0.075,25.0,6.0,5.0,49.0,45.0,6.0,2.0,20.0,0.0,44.0,0.0
09/16/2023,Abilene Christian,3-1,4.0,48.0,17.0,139.0,0.223,45.0,8.0,14.0,62.0,72.0,5.0,5.0,18.0,2.0,70.0,0.0
09/20/2023,@ Texas A&M,0-3,3.0,32.0,16.0,88.0,0.182,27.0,5.0,11.0,22.0,65.0,8.0,0.0,16.0,1.0,45.0,0.0
09/24/2023,Alabama,3-0,3.0,40.0,13.0,111.0,0.243,37.0,8.0,7.0,58.0,48.0,3.0,2.0,8.0,2.0,54.0,0.0
09/29/2023,Tennessee,1-3,4.0,41.0,15.0,143.0,0.182,40.0,2.0,7.0,68.0,87.0,11.0,1.0,22.0,0.0,55.0,0.0
10/01/2023,@ LSU,1-3,4.0,41.0,16.0,131.0,0.191,37.0,4.0,9.0,48.0,79.0,6.0,3.0,18.0,1.0,57.0,4.0
10/06/2023,Georgia,0-3,3.0,28.0,13.0,96.0,0.156,24.0,1.0,6.0,42.0,58.0,8.0,0.0,10.0,0.0,34.0,0.0
10/08/2023,Texas A&M,0-3,3.0,36.0,19.0,101.0,0.168,33.0,3.0,5.0,38.0,66.0,5.0,1.0,10.0,0.0,45.0,0.0
10/13/2023,Florida,3-1,4.0,57.0,10.0,139.0,0.338,56.0,5.0,6.0,58.0,80.0,11.0,2.0,20.0,0.0,74.0,0.0
10/20/2023,@ Kentucky,0-3,3.0,28.0,15.0,103.0,0.126,27.0,1.0,4.0,41.0,63.0,4.0,1.0,12.0,0.0,36.0,2.0
10/22/2023,Ole Miss,3-2,5.0,57.0,20.0,146.0,0.253,50.0,6.0,6.0,53.0,86.0,7.0,5.0,16.0,2.0,76.0,0.0
10/27/2023,@ Alabama,3-0,3.0,47.0,16.0,110.0,0.282,42.0,6.0,11.0,45.0,56.0,3.0,2.0,8.0,0.0,59.0,0.0
10/29/2023,@ Georgia,0-3,3.0,28.0,21.0,102.0,0.069,28.0,2.0,6.0,33.0,70.0,5.0,3.0,10.0,0.0,38.0,1.0
11/03/2023,@ Missouri,0-3,3.0,29.0,13.0,97.0,0.165,28.0,4.0,3.0,30.0,64.0,7.0,0.0,4.0,1.0,35.0,0.0
11/05/2023,@ Arkansas,0-3,3.0,33.0,17.0,113.0,0.142,32.0,0.0,9.0,45.0,67.0,7.0,2.0,12.0,0.0,41.0,0.0
11/08/2023,South Carolina,0-3,3.0,43.0,19.0,130.0,0.185,39.0,4.0,3.0,44.0,74.0,3.0,1.0,22.0,0.0,59.0,0.0
11/15/2023,Auburn,3-2,5.0,57.0,25.0,173.0,0.185,49.0,7.0,9.0,74.0,88.0,8.0,6.0,0.0,0.0,70.0,0.0
11/19/2023,@ Ole Miss,0-3,3.0,33.0,21.0,124.0,0.097,32.0,2.0,4.0,48.0,73.0,7.0,3.0,6.0,0.0,41.0,0.0
11/22/2023,@ Tennessee,0-3,3.0,38.0,14.0,108.0,0.222,37.0,0.0,4.0,41.0,68.0,3.0,1.0,6.0,0.0,42.0,2.0
11/25/2023,LSU,3-1,4.0,53.0,18.0,117.0,0.299,47.0,2.0,11.0,42.0,72.0,3.0,2.0,14.0,0.0,64.0,0.0
