date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"UC San Diego @ Indianapolis, IN",1-3,4.0,40.0,27.0,133.0,0.098,36.0,9.0,10.0,42.0,83.0,8.0,3.0,6.0,1.0,55.0,0.0
08/25/2023,@ Butler,1-3,4.0,55.0,29.0,141.0,0.184,51.0,5.0,8.0,59.0,82.0,3.0,0.0,14.0,1.0,67.0,0.0
08/26/2023,"Kent St. @ Indianapolis, IN",3-1,4.0,50.0,14.0,126.0,0.286,48.0,11.0,5.0,63.0,69.0,15.0,3.0,16.0,0.0,72.0,0.0
08/30/2023,@ CSUN,0-3,3.0,41.0,18.0,111.0,0.207,41.0,4.0,7.0,42.0,66.0,4.0,2.0,6.0,2.0,50.0,1.0
09/01/2023,CSUN,3-2,5.0,60.0,20.0,157.0,0.255,50.0,8.0,14.0,73.0,87.0,4.0,12.0,8.0,1.0,84.0,0.0
09/08/2023,@ Utah Tech,3-1,4.0,49.0,24.0,145.0,0.172,49.0,6.0,13.0,54.0,84.0,10.0,9.0,8.0,0.0,68.0,1.0
09/08/2023,@ Southern Utah,2-3,5.0,60.0,30.0,177.0,0.169,57.0,3.0,15.0,73.0,96.0,4.0,3.0,20.0,2.0,76.0,1.0
09/09/2023,@ Utah Tech,3-2,5.0,51.0,25.0,169.0,0.154,49.0,7.0,11.0,79.0,90.0,8.0,5.0,10.0,0.0,68.0,0.0
09/14/2023,@ Pacific,0-3,3.0,26.0,15.0,108.0,0.102,25.0,2.0,9.0,56.0,62.0,10.0,2.0,10.0,0.0,35.0,4.0
09/15/2023,"Sacramento St. @ Stockton, CA",3-0,3.0,32.0,13.0,79.0,0.241,31.0,4.0,6.0,31.0,52.0,4.0,3.0,16.0,0.0,47.0,2.0
09/16/2023,"CSU Bakersfield @ Stockton, CA",3-2,5.0,55.0,21.0,158.0,0.215,49.0,11.0,7.0,72.0,86.0,8.0,0.0,22.0,0.0,77.0,5.0
09/21/2023,Air Force,1-3,4.0,53.0,17.0,141.0,0.255,49.0,9.0,6.0,58.0,85.0,6.0,5.0,8.0,6.0,71.0,0.0
09/23/2023,New Mexico,3-1,4.0,60.0,28.0,169.0,0.189,56.0,10.0,7.0,73.0,82.0,4.0,2.0,10.0,2.0,77.0,0.0
09/26/2023,@ Nevada,3-2,5.0,51.0,31.0,169.0,0.118,47.0,7.0,10.0,65.0,98.0,10.0,2.0,32.0,1.0,76.0,0.0
09/30/2023,@ San Jose St.,1-3,4.0,47.0,21.0,119.0,0.218,44.0,4.0,17.0,54.0,77.0,4.0,4.0,16.0,1.0,63.0,1.0
10/05/2023,@ Boise St.,0-3,3.0,26.0,19.0,94.0,0.074,24.0,1.0,3.0,31.0,68.0,8.0,1.0,10.0,0.0,33.0,0.0
10/07/2023,@ Utah St.,0-3,3.0,35.0,18.0,98.0,0.173,34.0,4.0,5.0,36.0,66.0,5.0,1.0,10.0,0.0,45.0,0.0
10/12/2023,San Diego St.,3-2,5.0,52.0,19.0,140.0,0.236,44.0,9.0,12.0,55.0,84.0,2.0,9.0,8.0,6.0,74.0,0.0
10/14/2023,UNLV,3-0,3.0,41.0,13.0,102.0,0.275,33.0,10.0,8.0,44.0,51.0,4.0,3.0,8.0,0.0,58.0,0.0
10/19/2023,@ Colorado St.,3-2,5.0,59.0,18.0,151.0,0.272,56.0,11.0,14.0,57.0,95.0,3.0,3.0,18.0,1.0,82.0,0.0
10/21/2023,Wyoming,3-0,3.0,40.0,9.0,87.0,0.356,33.0,7.0,6.0,37.0,48.0,5.0,3.0,2.0,2.0,51.0,0.0
10/24/2023,Nevada,3-1,4.0,49.0,26.0,136.0,0.169,39.0,8.0,9.0,59.0,72.0,8.0,2.0,20.0,1.0,69.0,0.0
10/26/2023,San Jose St.,2-3,5.0,55.0,24.0,170.0,0.182,49.0,4.0,15.0,73.0,87.0,11.0,5.0,6.0,1.0,67.0,0.0
11/02/2023,@ UNLV,3-1,4.0,53.0,16.0,136.0,0.272,46.0,8.0,7.0,51.0,83.0,5.0,1.0,10.0,0.0,67.0,0.0
11/04/2023,@ San Diego St.,3-1,4.0,61.0,16.0,128.0,0.352,56.0,8.0,12.0,37.0,93.0,10.0,2.0,14.0,1.0,78.0,1.0
11/09/2023,@ New Mexico,3-1,4.0,59.0,24.0,147.0,0.238,56.0,2.0,6.0,55.0,82.0,6.0,2.0,6.0,1.0,66.0,1.0
11/11/2023,@ Air Force,0-3,3.0,35.0,14.0,95.0,0.221,35.0,1.0,5.0,36.0,61.0,5.0,3.0,10.0,0.0,44.0,2.0
11/16/2023,Utah St.,1-3,4.0,56.0,22.0,136.0,0.25,48.0,3.0,9.0,68.0,87.0,10.0,7.0,6.0,2.0,69.0,0.0
11/18/2023,Boise St.,1-3,4.0,53.0,24.0,151.0,0.192,47.0,6.0,6.0,59.0,90.0,9.0,2.0,4.0,1.0,63.0,0.0
11/22/2023,"Boise St. @ Las Vegas, NV",3-0,3.0,44.0,7.0,109.0,0.339,33.0,5.0,7.0,48.0,57.0,5.0,0.0,14.0,0.0,56.0,0.0
11/23/2023,"Utah St. @ Las Vegas, NV",3-1,4.0,55.0,18.0,129.0,0.287,47.0,5.0,13.0,50.0,80.0,7.0,1.0,20.0,0.0,71.0,0.0
11/24/2023,"Colorado St. @ Las Vegas, NV",3-2,5.0,54.0,18.0,158.0,0.228,48.0,11.0,16.0,62.0,99.0,8.0,4.0,12.0,0.0,75.0,0.0
12/01/2023,@ Stanford,0-3,3.0,27.0,15.0,94.0,0.128,26.0,3.0,9.0,34.0,66.0,3.0,1.0,2.0,2.0,32.0,0.0
