date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Oklahoma @ Muncie, IN",1-3,4.0,35.0,20.0,101.0,0.149,33.0,9.0,10.0,34.0,80.0,7.0,1.0,11.0,2.0,50.5,0.0
08/26/2023,"Gonzaga @ Muncie, IN",0-3,3.0,37.0,18.0,109.0,0.174,36.0,5.0,8.0,47.0,69.0,6.0,1.0,8.0,2.0,47.0,0.0
08/26/2023,@ Ball St.,0-3,3.0,33.0,15.0,96.0,0.188,32.0,3.0,7.0,35.0,69.0,6.0,0.0,4.0,1.0,38.0,2.0
09/01/2023,"Stony Brook @ Loretto, PA",3-1,4.0,67.0,13.0,146.0,0.37,65.0,2.0,6.0,62.0,82.0,8.0,1.0,11.0,3.0,75.5,1.0
09/02/2023,@ Saint Francis (PA),3-2,5.0,58.0,17.0,142.0,0.289,57.0,5.0,13.0,49.0,87.0,8.0,3.0,14.0,1.0,73.0,0.0
09/02/2023,"Manhattan @ Loretto, PA",3-1,4.0,57.0,19.0,121.0,0.314,52.0,9.0,10.0,51.0,69.0,3.0,4.0,11.0,0.0,75.5,0.0
09/08/2023,"Kent St. @ Niagara University, NY",1-3,4.0,53.0,26.0,167.0,0.162,48.0,7.0,12.0,79.0,85.0,4.0,0.0,10.0,4.0,65.0,0.0
09/08/2023,@ Niagara,3-2,5.0,66.0,29.0,177.0,0.209,63.0,8.0,9.0,73.0,90.0,4.0,1.0,6.0,0.0,78.0,0.0
09/09/2023,@ Canisius,3-2,5.0,67.0,24.0,180.0,0.239,62.0,6.0,8.0,83.0,94.0,8.0,1.0,18.0,0.0,83.0,0.0
09/15/2023,Miami (OH),1-3,4.0,52.0,27.0,135.0,0.185,46.0,3.0,6.0,50.0,90.0,9.0,0.0,8.0,1.0,59.0,1.0
09/16/2023,SIUE,1-3,4.0,48.0,25.0,142.0,0.162,46.0,3.0,7.0,55.0,86.0,4.0,3.0,8.0,2.0,58.0,0.0
09/16/2023,Valparaiso,0-3,3.0,34.0,24.0,121.0,0.083,33.0,1.0,3.0,49.0,70.0,5.0,2.0,8.0,1.0,41.0,0.0
09/19/2023,Oakland,0-3,3.0,37.0,24.0,143.0,0.091,36.0,2.0,6.0,71.0,68.0,2.0,1.0,12.0,1.0,46.0,0.0
09/22/2023,@ Green Bay,2-3,5.0,55.0,30.0,161.0,0.155,49.0,13.0,7.0,70.0,92.0,10.0,2.0,10.0,1.0,75.0,1.0
09/23/2023,@ Milwaukee,0-3,3.0,28.0,17.0,106.0,0.104,25.0,2.0,2.0,41.0,66.0,8.0,0.0,8.0,2.0,34.0,0.0
09/26/2023,@ Cleveland St.,1-3,4.0,50.0,25.0,141.0,0.177,49.0,8.0,9.0,57.0,81.0,5.0,2.0,6.0,1.0,63.0,0.0
09/30/2023,IUPUI,3-1,4.0,43.0,17.0,102.0,0.255,41.0,8.0,10.0,44.0,60.0,4.0,2.0,8.0,2.0,57.0,1.0
10/06/2023,Youngstown St.,1-3,4.0,52.0,20.0,144.0,0.222,51.0,10.0,9.0,59.0,84.0,5.0,2.0,10.0,1.0,69.0,0.0
10/07/2023,Robert Morris,3-0,3.0,46.0,7.0,93.0,0.419,43.0,5.0,7.0,46.0,43.0,1.0,1.0,22.0,0.0,63.0,0.0
10/13/2023,@ Northern Ky.,0-3,3.0,37.0,19.0,102.0,0.176,33.0,2.0,8.0,41.0,67.0,13.0,3.0,10.0,0.0,47.0,0.0
10/14/2023,@ Wright St.,0-3,3.0,35.0,20.0,119.0,0.126,31.0,1.0,5.0,50.0,67.0,6.0,0.0,2.0,1.0,37.0,0.0
10/20/2023,Milwaukee,2-3,5.0,67.0,32.0,198.0,0.177,65.0,9.0,15.0,69.0,108.0,2.0,2.0,16.0,1.0,86.0,0.0
10/21/2023,Green Bay,3-0,3.0,48.0,13.0,117.0,0.299,46.0,1.0,9.0,55.0,62.0,3.0,1.0,12.0,2.0,56.0,0.0
10/24/2023,@ Oakland,2-3,5.0,60.0,28.0,182.0,0.176,55.0,5.0,7.0,73.0,105.0,8.0,2.0,12.0,0.0,73.0,1.0
10/28/2023,@ IUPUI,3-2,5.0,68.0,17.0,191.0,0.267,65.0,10.0,11.0,82.0,103.0,5.0,4.0,10.0,1.0,87.0,1.0
11/03/2023,@ Robert Morris,1-3,4.0,51.0,22.0,164.0,0.177,44.0,3.0,6.0,69.0,90.0,8.0,0.0,20.0,5.0,64.0,0.0
11/04/2023,@ Youngstown St.,3-0,3.0,44.0,17.0,106.0,0.255,43.0,9.0,11.0,50.0,55.0,6.0,1.0,10.0,1.0,59.0,0.0
11/07/2023,Cleveland St.,1-3,4.0,56.0,28.0,169.0,0.166,53.0,4.0,6.0,79.0,82.0,4.0,0.0,10.0,0.0,65.0,1.0
11/10/2023,Wright St.,0-3,3.0,30.0,20.0,118.0,0.085,30.0,0.0,2.0,57.0,66.0,4.0,1.0,2.0,0.0,32.0,0.0
11/11/2023,Northern Ky.,1-3,4.0,57.0,22.0,155.0,0.226,55.0,4.0,10.0,69.0,87.0,4.0,1.0,2.0,4.0,63.0,0.0
