date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Manhattan @ Ogden, UT",3-0,3.0,42.0,10.0,84.0,0.381,41.0,5.0,4.0,35.0,43.0,1.0,1.0,14.0,2.0,55.0,0.0
08/25/2023,"Utah Tech @ Ogden, UT",3-1,4.0,57.0,27.0,133.0,0.226,54.0,9.0,6.0,50.0,77.0,4.0,2.0,16.0,1.0,76.0,0.0
08/26/2023,@ Weber St.,3-2,5.0,70.0,24.0,158.0,0.291,68.0,7.0,6.0,71.0,94.0,5.0,4.0,14.0,1.0,88.0,0.0
09/01/2023,Southern Utah,3-1,4.0,52.0,26.0,138.0,0.188,50.0,11.0,7.0,45.0,72.0,2.0,5.0,25.0,0.0,80.5,0.0
09/02/2023,Portland St.,3-1,4.0,61.0,20.0,139.0,0.295,58.0,7.0,8.0,58.0,81.0,1.0,4.0,22.0,3.0,83.0,0.0
09/04/2023,@ Sacramento St.,3-1,4.0,54.0,20.0,136.0,0.25,51.0,5.0,7.0,59.0,72.0,7.0,0.0,22.0,0.0,70.0,1.0
09/06/2023,@ California,1-3,4.0,31.0,27.0,138.0,0.029,30.0,2.0,9.0,61.0,90.0,13.0,1.0,24.0,1.0,46.0,1.0
09/08/2023,"CSU Bakersfield @ Santa Clara, CA",1-3,4.0,49.0,19.0,151.0,0.199,43.0,9.0,11.0,59.0,87.0,6.0,0.0,16.0,1.0,66.0,0.0
09/09/2023,"Air Force @ Santa Clara, CA",1-3,4.0,50.0,32.0,150.0,0.12,48.0,10.0,10.0,67.0,85.0,5.0,2.0,16.0,2.0,70.0,0.0
09/12/2023,San Jose St.,1-3,4.0,47.0,22.0,146.0,0.171,43.0,4.0,12.0,49.0,93.0,8.0,2.0,26.0,2.0,66.0,0.0
09/15/2023,@ Cal Poly,2-3,5.0,54.0,27.0,156.0,0.173,48.0,12.0,17.0,60.0,97.0,8.0,1.0,12.0,3.0,73.0,0.0
09/16/2023,"Washington @ San Luis Obispo, CA",1-3,4.0,46.0,15.0,129.0,0.24,40.0,3.0,7.0,52.0,85.0,10.0,0.0,18.0,5.0,58.0,0.0
09/21/2023,@ LMU (CA),0-3,3.0,31.0,20.0,125.0,0.088,26.0,6.0,5.0,44.0,65.0,4.0,2.0,6.0,1.0,42.0,0.0
09/23/2023,@ San Diego,0-3,3.0,29.0,18.0,116.0,0.095,27.0,3.0,9.0,45.0,68.0,3.0,0.0,22.0,2.0,43.0,0.0
09/28/2023,Pepperdine,0-3,3.0,42.0,19.0,126.0,0.183,41.0,4.0,8.0,50.0,70.0,4.0,0.0,8.0,1.0,50.0,0.0
10/05/2023,@ San Francisco,3-1,4.0,55.0,14.0,135.0,0.304,51.0,8.0,6.0,64.0,74.0,11.0,1.0,26.0,0.0,77.0,0.0
10/07/2023,@ Santa Clara,3-0,3.0,39.0,12.0,99.0,0.273,39.0,6.0,5.0,38.0,65.0,5.0,1.0,14.0,0.0,53.0,1.0
10/12/2023,Gonzaga,3-1,4.0,52.0,23.0,137.0,0.212,48.0,14.0,6.0,55.0,80.0,7.0,3.0,26.0,1.0,82.0,0.0
10/14/2023,Portland,3-0,3.0,36.0,7.0,65.0,0.446,36.0,5.0,5.0,22.0,42.0,2.0,2.0,20.0,0.0,53.0,0.0
10/19/2023,@ Pacific,3-2,5.0,50.0,23.0,148.0,0.182,46.0,15.0,9.0,60.0,90.0,8.0,1.0,20.0,0.0,76.0,5.0
10/21/2023,San Francisco,3-1,4.0,59.0,26.0,144.0,0.229,52.0,6.0,8.0,54.0,79.0,4.0,4.0,14.0,2.0,76.0,0.0
10/26/2023,@ Pepperdine,0-3,3.0,27.0,15.0,91.0,0.132,26.0,1.0,1.0,30.0,66.0,11.0,1.0,14.0,3.0,36.0,0.0
10/28/2023,San Diego,0-3,3.0,32.0,20.0,91.0,0.132,28.0,3.0,7.0,34.0,68.0,7.0,0.0,12.0,0.0,41.0,0.0
11/04/2023,Santa Clara,3-1,4.0,58.0,12.0,139.0,0.331,49.0,9.0,8.0,49.0,79.0,6.0,1.0,25.0,2.0,80.5,0.0
11/09/2023,@ Gonzaga,3-2,5.0,68.0,23.0,196.0,0.23,62.0,9.0,5.0,78.0,106.0,12.0,3.0,22.0,2.0,91.0,0.0
11/11/2023,@ Portland,3-2,5.0,50.0,20.0,127.0,0.236,46.0,6.0,7.0,42.0,92.0,13.0,3.0,16.0,6.0,67.0,1.0
11/16/2023,LMU (CA),0-3,3.0,26.0,13.0,100.0,0.13,22.0,2.0,4.0,35.0,65.0,4.0,2.0,6.0,3.0,33.0,0.0
11/18/2023,Pacific,3-0,3.0,40.0,9.0,92.0,0.337,39.0,3.0,5.0,39.0,51.0,6.0,1.0,10.0,1.0,49.0,0.0
