date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,@ Temple,0-3,3.0,24.0,19.0,93.0,0.054,22.0,2.0,6.0,39.0,60.0,8.0,2.0,0.0,0.0,28.0,1.0
08/26/2023,"LIU @ Philadelphia, PA",3-0,3.0,37.0,12.0,102.0,0.245,33.0,12.0,8.0,46.0,55.0,4.0,1.0,10.0,1.0,55.0,3.0
08/26/2023,"Lehigh @ Philadelphia, PA",2-3,5.0,48.0,25.0,150.0,0.153,46.0,13.0,11.0,65.0,87.0,11.0,1.0,4.0,2.0,64.0,3.0
08/29/2023,Hofstra,0-3,3.0,25.0,18.0,103.0,0.068,22.0,0.0,8.0,38.0,64.0,7.0,0.0,2.0,2.0,26.0,0.0
09/01/2023,@ VCU,0-3,3.0,28.0,27.0,119.0,0.008,26.0,1.0,8.0,59.0,66.0,6.0,0.0,10.0,1.0,34.0,4.0
09/01/2023,"Radford @ Richmond, VA",2-3,5.0,51.0,33.0,199.0,0.09,48.0,8.0,8.0,108.0,88.0,4.0,3.0,10.0,3.0,67.0,0.0
09/02/2023,"Georgetown @ Richmond, VA",3-1,4.0,37.0,29.0,152.0,0.053,35.0,3.0,6.0,76.0,70.0,6.0,1.0,8.0,0.0,45.0,0.0
09/07/2023,Fordham,0-3,3.0,26.0,19.0,125.0,0.056,24.0,4.0,6.0,55.0,71.0,2.0,0.0,8.0,2.0,34.0,1.0
09/08/2023,Boston College,0-3,3.0,22.0,17.0,113.0,0.044,22.0,4.0,6.0,49.0,67.0,5.0,1.0,8.0,3.0,31.0,2.0
09/09/2023,LIU,3-1,4.0,64.0,22.0,165.0,0.255,62.0,10.0,13.0,77.0,74.0,2.0,1.0,10.0,2.0,80.0,2.0
09/12/2023,FDU,3-0,3.0,44.0,20.0,136.0,0.176,41.0,7.0,8.0,61.0,60.0,6.0,2.0,10.0,0.0,58.0,0.0
09/16/2023,Rider,3-1,4.0,56.0,16.0,171.0,0.234,52.0,11.0,9.0,78.0,80.0,4.0,2.0,10.0,1.0,74.0,1.0
09/17/2023,Saint Peter's,3-0,3.0,48.0,12.0,96.0,0.375,43.0,6.0,8.0,37.0,43.0,2.0,1.0,8.0,1.0,59.0,0.0
09/23/2023,@ Niagara,1-3,4.0,52.0,22.0,175.0,0.171,48.0,4.0,8.0,76.0,88.0,8.0,1.0,8.0,0.0,61.0,2.0
09/24/2023,@ Canisius,3-2,5.0,61.0,27.0,214.0,0.159,58.0,4.0,3.0,109.0,99.0,12.0,4.0,20.0,5.0,79.0,0.0
09/30/2023,Quinnipiac,1-3,4.0,53.0,26.0,162.0,0.167,53.0,3.0,6.0,73.0,101.0,6.0,2.0,8.0,1.0,62.0,0.0
10/01/2023,Fairfield,0-3,3.0,31.0,22.0,119.0,0.076,30.0,4.0,9.0,51.0,71.0,5.0,3.0,8.0,5.0,42.0,0.0
10/06/2023,@ Marist,2-3,5.0,51.0,29.0,185.0,0.119,51.0,6.0,7.0,80.0,101.0,4.0,0.0,17.0,3.0,65.5,1.0
10/07/2023,@ Siena,3-1,4.0,44.0,22.0,141.0,0.156,40.0,4.0,5.0,73.0,68.0,8.0,1.0,18.0,1.0,58.0,0.0
10/11/2023,@ Fairfield,0-3,3.0,37.0,29.0,155.0,0.052,37.0,3.0,2.0,80.0,72.0,2.0,3.0,2.0,1.0,44.0,3.0
10/14/2023,@ Manhattan,3-1,4.0,57.0,24.0,145.0,0.228,54.0,7.0,10.0,57.0,82.0,6.0,2.0,8.0,0.0,70.0,0.0
10/21/2023,Marist,3-1,4.0,58.0,16.0,135.0,0.311,53.0,13.0,12.0,57.0,78.0,4.0,0.0,8.0,1.0,75.0,4.0
10/22/2023,Siena,3-0,3.0,44.0,13.0,92.0,0.337,42.0,7.0,8.0,48.0,45.0,4.0,0.0,4.0,0.0,53.0,0.0
10/25/2023,@ Quinnipiac,0-3,3.0,29.0,16.0,109.0,0.119,26.0,2.0,5.0,50.0,73.0,5.0,5.0,0.0,0.0,36.0,0.0
10/28/2023,@ Saint Peter's,3-0,3.0,36.0,11.0,91.0,0.275,35.0,8.0,8.0,48.0,39.0,3.0,3.0,8.0,0.0,51.0,2.0
10/29/2023,@ Rider,0-3,3.0,35.0,23.0,133.0,0.09,30.0,1.0,8.0,57.0,68.0,6.0,1.0,12.0,2.0,43.0,0.0
11/04/2023,Manhattan,3-2,5.0,67.0,24.0,157.0,0.274,65.0,10.0,10.0,72.0,89.0,8.0,2.0,14.0,2.0,86.0,1.0
11/11/2023,Canisius,3-2,5.0,63.0,32.0,205.0,0.151,60.0,4.0,5.0,116.0,93.0,11.0,4.0,10.0,3.0,76.0,2.0
11/12/2023,Niagara,1-3,4.0,54.0,23.0,182.0,0.17,53.0,6.0,7.0,83.0,95.0,6.0,0.0,12.0,0.0,66.0,0.0
11/17/2023,"Marist @ Fairfield, CT",3-2,5.0,58.0,24.0,192.0,0.177,54.0,8.0,2.0,80.0,102.0,3.0,2.0,14.0,3.0,75.0,2.0
11/18/2023,"Quinnipiac @ Fairfield, CT",1-3,4.0,49.0,23.0,160.0,0.162,45.0,5.0,5.0,81.0,91.0,8.0,0.0,10.0,2.0,59.0,0.0
