date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Austin Peay @ Birmingham, AL",3-0,3.0,38.0,16.0,89.0,0.247,34.0,6.0,8.0,32.0,56.0,1.0,6.0,4.0,0.0,52.0,3.0
08/25/2023,@ UAB,3-2,5.0,63.0,23.0,167.0,0.24,55.0,6.0,12.0,74.0,92.0,7.0,2.0,12.0,3.0,77.0,1.0
08/26/2023,"Florida A&M @ Birmingham, AL",3-1,4.0,54.0,17.0,148.0,0.25,47.0,4.0,11.0,72.0,71.0,4.0,4.0,4.0,4.0,64.0,3.0
08/31/2023,DePaul,3-0,3.0,50.0,18.0,124.0,0.258,46.0,2.0,7.0,55.0,60.0,1.0,3.0,4.0,0.0,57.0,0.0
09/01/2023,Montana,3-1,4.0,55.0,14.0,119.0,0.345,50.0,10.0,6.0,49.0,70.0,7.0,2.0,12.0,0.0,73.0,0.0
09/02/2023,Binghamton,3-0,3.0,44.0,15.0,107.0,0.271,37.0,5.0,8.0,41.0,57.0,8.0,3.0,8.0,0.0,56.0,1.0
09/08/2023,"Missouri @ Cincinnati, OH",3-0,3.0,39.0,10.0,85.0,0.341,36.0,4.0,9.0,40.0,50.0,3.0,5.0,4.0,2.0,50.0,2.0
09/08/2023,@ Xavier,2-3,5.0,60.0,25.0,161.0,0.217,58.0,6.0,15.0,61.0,105.0,10.0,4.0,4.0,1.0,72.0,0.0
09/09/2023,"Bellarmine @ Cincinnati, OH",3-0,3.0,42.0,8.0,85.0,0.4,42.0,9.0,9.0,37.0,50.0,4.0,3.0,12.0,0.0,60.0,1.0
09/15/2023,"Arkansas @ Queens, NY",0-3,3.0,27.0,14.0,91.0,0.143,27.0,2.0,4.0,31.0,68.0,7.0,0.0,6.0,0.0,32.0,0.0
09/16/2023,"Columbia @ Queens, NY",3-0,3.0,40.0,14.0,96.0,0.271,39.0,11.0,4.0,52.0,37.0,3.0,2.0,8.0,0.0,57.0,1.0
09/16/2023,@ St. John's (NY),3-1,4.0,50.0,12.0,114.0,0.333,47.0,13.0,13.0,41.0,78.0,8.0,2.0,16.0,1.0,73.0,0.0
09/22/2023,@ Kent St.,3-0,3.0,37.0,12.0,103.0,0.243,35.0,9.0,6.0,48.0,51.0,4.0,1.0,8.0,2.0,51.0,1.0
09/23/2023,@ Kent St.,3-2,5.0,59.0,15.0,158.0,0.278,58.0,11.0,12.0,68.0,88.0,10.0,2.0,14.0,1.0,79.0,2.0
09/29/2023,Ohio,0-3,3.0,43.0,19.0,118.0,0.203,43.0,3.0,5.0,39.0,73.0,6.0,6.0,6.0,0.0,55.0,0.0
09/30/2023,Ohio,3-1,4.0,57.0,14.0,131.0,0.328,51.0,5.0,5.0,46.0,74.0,3.0,11.0,10.0,0.0,78.0,1.0
10/05/2023,Central Mich.,3-2,5.0,69.0,27.0,170.0,0.247,63.0,8.0,15.0,67.0,97.0,10.0,6.0,10.0,0.0,88.0,1.0
10/06/2023,Eastern Mich.,3-0,3.0,42.0,11.0,91.0,0.341,40.0,11.0,7.0,38.0,45.0,2.0,1.0,4.0,0.0,56.0,0.0
10/13/2023,@ Toledo,3-2,5.0,75.0,35.0,190.0,0.211,71.0,9.0,14.0,78.0,104.0,4.0,2.0,10.0,2.0,91.0,0.0
10/14/2023,@ Toledo,2-3,5.0,63.0,25.0,173.0,0.22,54.0,8.0,12.0,66.0,94.0,4.0,1.0,16.0,0.0,80.0,0.0
10/17/2023,Akron,3-0,3.0,46.0,20.0,104.0,0.25,42.0,4.0,9.0,42.0,50.0,1.0,2.0,6.0,0.0,55.0,0.0
10/20/2023,Ball St.,3-2,5.0,74.0,27.0,178.0,0.264,71.0,8.0,12.0,75.0,98.0,2.0,2.0,12.0,0.0,90.0,0.0
10/21/2023,Ball St.,3-2,5.0,86.0,21.0,202.0,0.322,85.0,8.0,11.0,73.0,109.0,1.0,1.0,8.0,1.0,99.0,0.0
10/27/2023,@ Western Mich.,1-3,4.0,56.0,21.0,168.0,0.208,54.0,8.0,11.0,78.0,92.0,2.0,3.0,4.0,2.0,69.0,0.0
10/28/2023,@ NIU,3-1,4.0,67.0,20.0,139.0,0.338,62.0,11.0,9.0,61.0,76.0,2.0,3.0,2.0,0.0,82.0,2.0
11/03/2023,Miami (OH),3-0,3.0,47.0,6.0,91.0,0.451,44.0,6.0,9.0,32.0,49.0,3.0,0.0,8.0,0.0,57.0,1.0
11/04/2023,Miami (OH),3-0,3.0,48.0,11.0,98.0,0.378,42.0,8.0,3.0,34.0,57.0,4.0,3.0,4.0,0.0,61.0,0.0
11/10/2023,@ Bowling Green,1-3,4.0,43.0,21.0,137.0,0.161,39.0,4.0,14.0,51.0,90.0,12.0,5.0,10.0,3.0,57.0,0.0
11/11/2023,@ Bowling Green,0-3,3.0,32.0,14.0,102.0,0.176,30.0,6.0,7.0,45.0,67.0,4.0,0.0,12.0,1.0,44.0,1.0
11/15/2023,@ Akron,3-0,3.0,36.0,10.0,85.0,0.306,34.0,10.0,9.0,31.0,52.0,5.0,3.0,14.0,3.0,56.0,0.0
11/19/2023,"Bowling Green @ Kalamazoo, MI",0-3,3.0,39.0,14.0,92.0,0.272,38.0,3.0,6.0,22.0,69.0,5.0,2.0,8.0,1.0,48.0,1.0
12/01/2023,"South Fla. @ Queens, NY",0-3,3.0,33.0,19.0,95.0,0.147,31.0,3.0,8.0,27.0,66.0,6.0,1.0,8.0,1.0,41.0,2.0
