date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,"Toledo @ Winston-Salem, NC",2-3,5.0,50.0,26.0,165.0,0.145,45.0,7.0,6.0,80.0,91.0,4.0,1.0,18.0,2.0,67.0,3.0
08/25/2023,"Grand Canyon @ Winston-Salem, NC",0-3,3.0,35.0,16.0,88.0,0.216,32.0,4.0,8.0,40.0,64.0,11.0,1.0,2.0,0.0,41.0,1.0
08/26/2023,@ Wake Forest,0-3,3.0,24.0,16.0,89.0,0.09,21.0,5.0,3.0,34.0,64.0,4.0,0.0,6.0,1.0,32.0,0.0
09/01/2023,"Lafayette @ Smithfield, RI",3-2,5.0,55.0,21.0,152.0,0.224,52.0,12.0,6.0,79.0,73.0,6.0,5.0,4.0,1.0,74.0,0.0
09/02/2023,"Siena @ Smithfield, RI",3-1,4.0,49.0,12.0,109.0,0.339,42.0,12.0,11.0,52.0,58.0,6.0,0.0,12.0,1.0,67.0,0.0
09/02/2023,@ Bryant,3-2,5.0,52.0,15.0,133.0,0.278,48.0,5.0,6.0,62.0,94.0,14.0,2.0,20.0,1.0,69.0,2.0
09/07/2023,Northern Colo.,3-1,4.0,48.0,14.0,131.0,0.26,45.0,10.0,10.0,62.0,75.0,11.0,4.0,14.0,1.0,69.0,3.0
09/09/2023,Northwestern,0-3,3.0,28.0,16.0,83.0,0.145,26.0,2.0,5.0,23.0,68.0,3.0,1.0,6.0,0.0,34.0,0.0
09/16/2023,@ Stony Brook,3-1,4.0,48.0,15.0,138.0,0.239,45.0,9.0,6.0,59.0,79.0,8.0,1.0,18.0,4.0,67.0,3.0
09/17/2023,@ Stony Brook,3-2,5.0,44.0,18.0,157.0,0.166,40.0,8.0,8.0,69.0,96.0,8.0,2.0,36.0,2.0,72.0,1.0
09/23/2023,Hofstra,1-3,4.0,37.0,12.0,118.0,0.212,36.0,3.0,10.0,51.0,79.0,12.0,1.0,13.0,0.0,47.5,0.0
09/24/2023,Hofstra,3-0,3.0,29.0,10.0,96.0,0.198,29.0,5.0,7.0,44.0,57.0,6.0,1.0,18.0,3.0,44.0,0.0
09/30/2023,@ Elon,3-2,5.0,53.0,22.0,152.0,0.204,48.0,12.0,13.0,64.0,88.0,6.0,1.0,18.0,4.0,75.0,0.0
10/01/2023,@ Elon,3-1,4.0,52.0,25.0,144.0,0.188,48.0,7.0,9.0,65.0,79.0,4.0,1.0,28.0,1.0,74.0,4.0
10/07/2023,Delaware,0-3,3.0,22.0,14.0,89.0,0.09,21.0,4.0,7.0,36.0,62.0,10.0,0.0,11.0,2.0,31.5,1.0
10/08/2023,Delaware,0-3,3.0,35.0,15.0,101.0,0.198,31.0,2.0,4.0,35.0,64.0,8.0,1.0,12.0,2.0,44.0,0.0
10/21/2023,@ Campbell,0-3,3.0,33.0,22.0,107.0,0.103,33.0,3.0,7.0,52.0,68.0,5.0,1.0,12.0,0.0,43.0,0.0
10/22/2023,@ Campbell,0-3,3.0,30.0,16.0,110.0,0.127,29.0,2.0,8.0,57.0,65.0,7.0,1.0,4.0,0.0,35.0,2.0
10/28/2023,Col. of Charleston,3-0,3.0,39.0,11.0,91.0,0.308,36.0,10.0,5.0,41.0,49.0,0.0,4.0,12.0,0.0,59.0,2.0
10/29/2023,Col. of Charleston,2-3,5.0,49.0,28.0,200.0,0.105,45.0,7.0,8.0,92.0,103.0,4.0,3.0,10.0,1.0,64.0,2.0
11/04/2023,@ William & Mary,3-1,4.0,64.0,21.0,175.0,0.246,58.0,2.0,10.0,65.0,98.0,2.0,4.0,18.0,2.0,79.0,0.0
11/05/2023,@ William & Mary,0-3,3.0,30.0,20.0,117.0,0.085,27.0,3.0,9.0,49.0,75.0,7.0,1.0,16.0,1.0,42.0,0.0
11/11/2023,Towson,0-3,3.0,36.0,22.0,120.0,0.117,35.0,6.0,4.0,54.0,69.0,3.0,1.0,6.0,1.0,46.0,0.0
11/12/2023,Towson,0-3,3.0,27.0,11.0,106.0,0.151,24.0,3.0,4.0,39.0,67.0,7.0,2.0,17.0,3.0,40.5,0.0
11/16/2023,"Campbell @ Towson, MD",0-3,3.0,17.0,22.0,92.0,-0.054,15.0,4.0,2.0,32.0,68.0,6.0,1.0,10.0,1.0,27.0,0.0
