date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,Rhode Island,3-0,3.0,36.0,16.0,94.0,0.213,34.0,6.0,7.0,34.0,47.0,2.0,1.0,12.0,0.0,49.0,1.0
08/26/2023,Bryant,3-1,4.0,53.0,19.0,117.0,0.291,48.0,3.0,8.0,42.0,70.0,4.0,1.0,23.0,2.0,68.5,0.0
08/26/2023,UT Arlington,2-3,5.0,59.0,28.0,160.0,0.194,56.0,6.0,13.0,58.0,101.0,6.0,6.0,28.0,6.0,85.0,1.0
09/01/2023,"UC San Diego @ Spokane, WA",3-2,5.0,56.0,22.0,135.0,0.252,52.0,9.0,10.0,45.0,96.0,10.0,5.0,14.0,2.0,77.0,0.0
09/01/2023,@ Gonzaga,3-2,5.0,58.0,26.0,156.0,0.205,56.0,8.0,14.0,62.0,96.0,11.0,6.0,8.0,0.0,76.0,0.0
09/02/2023,"Idaho @ Spokane, WA",3-0,3.0,39.0,12.0,91.0,0.297,39.0,7.0,7.0,28.0,48.0,7.0,6.0,8.0,0.0,56.0,0.0
09/08/2023,"CSU Bakersfield @ Santa Clara, CA",3-2,5.0,60.0,21.0,155.0,0.252,52.0,6.0,15.0,71.0,87.0,8.0,5.0,12.0,1.0,77.0,0.0
09/08/2023,@ Santa Clara,3-1,4.0,53.0,14.0,125.0,0.312,49.0,5.0,5.0,59.0,77.0,6.0,4.0,22.0,0.0,73.0,3.0
09/09/2023,"Saint Mary's (CA) @ Santa Clara, CA",3-1,4.0,44.0,21.0,140.0,0.164,40.0,5.0,6.0,65.0,79.0,10.0,4.0,24.0,1.0,65.0,0.0
09/15/2023,@ Milwaukee,2-3,5.0,61.0,19.0,170.0,0.247,60.0,3.0,9.0,77.0,94.0,9.0,2.0,18.0,2.0,75.0,0.0
09/16/2023,@ Marquette,0-3,3.0,27.0,11.0,97.0,0.165,27.0,1.0,7.0,41.0,66.0,6.0,1.0,8.0,1.0,33.0,1.0
09/21/2023,@ Fresno St.,3-1,4.0,62.0,22.0,149.0,0.268,54.0,6.0,7.0,61.0,89.0,9.0,3.0,0.0,2.0,71.0,0.0
09/23/2023,@ Nevada,3-0,3.0,45.0,10.0,93.0,0.376,37.0,4.0,7.0,39.0,54.0,9.0,3.0,4.0,1.0,54.0,0.0
09/28/2023,Boise St.,2-3,5.0,64.0,28.0,163.0,0.221,60.0,2.0,11.0,63.0,108.0,11.0,4.0,14.0,1.0,77.0,1.0
09/30/2023,Utah St.,3-2,5.0,61.0,26.0,146.0,0.24,53.0,3.0,7.0,46.0,91.0,6.0,2.0,16.0,2.0,74.0,2.0
10/05/2023,@ San Diego St.,3-2,5.0,61.0,17.0,152.0,0.289,59.0,3.0,6.0,46.0,102.0,4.0,3.0,12.0,1.0,73.0,1.0
10/07/2023,@ UNLV,1-3,4.0,45.0,27.0,114.0,0.158,39.0,5.0,4.0,34.0,88.0,10.0,1.0,10.0,0.0,56.0,0.0
10/12/2023,Colorado St.,2-3,5.0,68.0,26.0,167.0,0.251,68.0,4.0,11.0,65.0,102.0,7.0,4.0,14.0,1.0,83.0,0.0
10/14/2023,Wyoming,1-3,4.0,51.0,32.0,141.0,0.135,50.0,7.0,7.0,39.0,93.0,4.0,5.0,10.0,2.0,68.0,0.0
10/17/2023,@ New Mexico,0-3,3.0,45.0,19.0,111.0,0.234,42.0,5.0,6.0,39.0,67.0,5.0,0.0,8.0,1.0,54.0,0.0
10/21/2023,San Jose St.,3-0,3.0,44.0,14.0,92.0,0.326,37.0,2.0,8.0,31.0,53.0,0.0,1.0,10.0,0.0,52.0,0.0
10/26/2023,UNLV,1-3,4.0,59.0,32.0,174.0,0.155,54.0,4.0,4.0,74.0,85.0,4.0,1.0,10.0,0.0,69.0,0.0
10/28/2023,San Diego St.,3-0,3.0,40.0,13.0,84.0,0.321,35.0,4.0,6.0,31.0,49.0,4.0,3.0,14.0,2.0,54.0,0.0
11/02/2023,@ Utah St.,0-3,3.0,40.0,16.0,105.0,0.229,38.0,1.0,3.0,43.0,67.0,4.0,2.0,2.0,0.0,44.0,1.0
11/04/2023,@ Boise St.,3-0,3.0,38.0,12.0,101.0,0.257,36.0,6.0,4.0,39.0,62.0,5.0,3.0,10.0,1.0,52.0,0.0
11/09/2023,Nevada,3-0,3.0,51.0,19.0,123.0,0.26,47.0,6.0,9.0,54.0,56.0,4.0,0.0,12.0,0.0,63.0,1.0
11/11/2023,Fresno St.,3-0,3.0,49.0,15.0,107.0,0.318,43.0,5.0,13.0,38.0,60.0,1.0,2.0,6.0,1.0,59.0,0.0
11/16/2023,@ Wyoming,1-3,4.0,54.0,29.0,134.0,0.187,49.0,3.0,9.0,51.0,87.0,5.0,1.0,4.0,1.0,60.0,0.0
11/18/2023,@ Colorado St.,0-3,3.0,33.0,12.0,97.0,0.216,31.0,2.0,8.0,41.0,67.0,13.0,2.0,8.0,0.0,41.0,1.0
