date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe
08/25/2023,@ Texas Tech,2-3,5.0,47.0,34.0,212.0,0.061,44.0,6.0,2.0,108.0,104.0,6.0,0.0,40.0,1.0,73.0,1.0
08/26/2023,"Wichita St. @ Lubbock, TX",1-3,4.0,52.0,28.0,156.0,0.154,44.0,6.0,4.0,70.0,89.0,7.0,2.0,6.0,4.0,63.0,1.0
08/26/2023,"Abilene Christian @ Lubbock, TX",1-3,4.0,39.0,30.0,159.0,0.057,36.0,1.0,1.0,81.0,84.0,6.0,0.0,10.0,3.0,45.0,0.0
08/31/2023,Prairie View,3-0,3.0,41.0,13.0,113.0,0.248,35.0,5.0,6.0,46.0,56.0,3.0,5.0,12.0,1.0,57.0,2.0
09/01/2023,Penn,3-0,3.0,42.0,9.0,106.0,0.311,38.0,5.0,3.0,47.0,46.0,3.0,4.0,12.0,0.0,57.0,1.0
09/01/2023,Arkansas St.,3-1,4.0,51.0,17.0,128.0,0.266,47.0,2.0,8.0,63.0,70.0,5.0,3.0,20.0,5.0,66.0,0.0
09/02/2023,UTRGV,3-2,5.0,48.0,20.0,170.0,0.165,42.0,4.0,2.0,76.0,86.0,4.0,2.0,14.0,3.0,61.0,1.0
09/08/2023,@ Rice,0-3,3.0,19.0,27.0,106.0,-0.075,18.0,1.0,3.0,41.0,64.0,3.0,1.0,2.0,0.0,22.0,0.0
09/10/2023,"FGCU @ Houston, TX",1-3,4.0,38.0,24.0,125.0,0.112,35.0,3.0,6.0,63.0,83.0,11.0,0.0,6.0,2.0,44.0,0.0
09/14/2023,"Clemson @ New Orleans, LA",1-3,4.0,47.0,30.0,163.0,0.104,43.0,5.0,4.0,75.0,79.0,7.0,2.0,16.0,8.0,62.0,2.0
09/15/2023,"UTEP @ New Orleans, LA",0-3,3.0,26.0,18.0,91.0,0.088,23.0,2.0,7.0,38.0,64.0,4.0,2.0,0.0,1.0,30.0,0.0
09/16/2023,@ Tulane,3-1,4.0,61.0,18.0,170.0,0.253,57.0,4.0,8.0,81.0,81.0,4.0,4.0,6.0,2.0,72.0,2.0
09/21/2023,@ Nicholls,3-0,3.0,51.0,18.0,120.0,0.275,47.0,5.0,7.0,61.0,59.0,1.0,0.0,6.0,0.0,59.0,0.0
09/23/2023,UIW,3-0,3.0,48.0,11.0,120.0,0.308,43.0,4.0,5.0,59.0,51.0,6.0,1.0,14.0,0.0,60.0,0.0
09/26/2023,@ Lamar University,3-0,3.0,41.0,21.0,101.0,0.198,40.0,8.0,4.0,44.0,52.0,2.0,4.0,8.0,0.0,57.0,1.0
09/28/2023,A&M-Corpus Christi,1-3,4.0,37.0,21.0,138.0,0.116,33.0,4.0,8.0,55.0,89.0,3.0,1.0,14.0,1.0,49.0,1.0
09/30/2023,Northwestern St.,3-0,3.0,46.0,22.0,141.0,0.17,43.0,2.0,4.0,65.0,57.0,0.0,1.0,14.0,3.0,56.0,1.0
10/05/2023,@ Southeastern La.,2-3,5.0,55.0,28.0,189.0,0.143,53.0,5.0,6.0,84.0,106.0,7.0,3.0,16.0,1.0,71.0,1.0
10/07/2023,@ New Orleans,3-0,3.0,48.0,8.0,107.0,0.374,41.0,3.0,6.0,48.0,50.0,2.0,1.0,8.0,4.0,56.0,2.0
10/12/2023,Tex. A&M-Commerce,3-0,3.0,46.0,20.0,123.0,0.211,43.0,2.0,6.0,52.0,60.0,6.0,2.0,10.0,2.0,55.0,0.0
10/14/2023,@ McNeese,0-3,3.0,33.0,19.0,126.0,0.111,28.0,2.0,5.0,54.0,74.0,8.0,1.0,12.0,0.0,42.0,0.0
10/19/2023,Southeastern La.,1-3,4.0,57.0,23.0,169.0,0.201,51.0,4.0,6.0,72.0,88.0,5.0,1.0,18.0,2.0,71.0,0.0
10/21/2023,@ UIW,3-2,5.0,64.0,28.0,174.0,0.207,60.0,7.0,7.0,78.0,100.0,5.0,1.0,18.0,1.0,81.0,3.0
10/24/2023,Lamar University,3-0,3.0,45.0,10.0,94.0,0.372,45.0,8.0,1.0,49.0,50.0,2.0,1.0,6.0,1.0,57.0,0.0
10/26/2023,@ A&M-Corpus Christi,0-3,3.0,46.0,18.0,131.0,0.214,44.0,5.0,2.0,55.0,71.0,2.0,0.0,6.0,2.0,54.0,1.0
10/28/2023,New Orleans,3-0,3.0,45.0,10.0,105.0,0.333,41.0,6.0,1.0,42.0,52.0,6.0,1.0,16.0,0.0,60.0,0.0
11/02/2023,@ Northwestern St.,3-0,3.0,46.0,32.0,182.0,0.077,44.0,4.0,2.0,98.0,63.0,2.0,0.0,12.0,2.0,56.0,0.0
11/04/2023,@ Tex. A&M-Commerce,3-0,3.0,50.0,14.0,122.0,0.295,43.0,7.0,3.0,57.0,56.0,1.0,0.0,18.0,1.0,66.0,0.0
11/09/2023,McNeese,3-1,4.0,56.0,14.0,145.0,0.29,53.0,6.0,9.0,74.0,72.0,3.0,3.0,14.0,3.0,72.0,2.0
11/11/2023,Nicholls,3-0,3.0,50.0,15.0,116.0,0.302,49.0,8.0,8.0,50.0,61.0,2.0,3.0,14.0,3.0,68.0,0.0
11/17/2023,"Northwestern St. @ Corpus Christi, TX",3-0,3.0,53.0,20.0,143.0,0.231,48.0,3.0,1.0,82.0,56.0,2.0,2.0,6.0,3.0,61.0,2.0
11/18/2023,"Southeastern La. @ Corpus Christi, TX",1-3,4.0,44.0,22.0,149.0,0.148,43.0,5.0,4.0,55.0,88.0,5.0,5.0,12.0,1.0,60.0,1.0
