date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,@ Temple,2-3,5.0,64.0,22.0,158.0,0.266,61.0,2.0,14.0,75.0,85.0,8.0,2.0,4.0,2.0,4.0,70.0,0.0
08/27/2022,"Seton Hall @ Philadelphia, PA",1-3,4.0,50.0,26.0,135.0,0.178,46.0,2.0,6.0,57.0,81.0,6.0,1.0,0.0,1.0,1.0,53.0,4.0
08/31/2022,George Washington,3-0,3.0,33.0,21.0,103.0,0.117,31.0,9.0,7.0,42.0,57.0,2.0,2.0,6.0,0.0,5.0,47.0,0.0
09/03/2022,@ American,1-3,4.0,54.0,28.0,144.0,0.181,49.0,7.0,8.0,46.0,93.0,7.0,1.0,12.0,1.0,7.0,68.0,2.0
09/04/2022,@ UMBC,2-3,5.0,59.0,24.0,168.0,0.208,56.0,10.0,6.0,59.0,99.0,9.0,0.0,28.0,3.0,14.0,83.0,0.0
09/09/2022,"Wyoming @ Rock Hill, SC",3-0,3.0,42.0,11.0,81.0,0.383,40.0,11.0,4.0,42.0,32.0,1.0,2.0,12.0,1.0,8.0,61.0,0.0
09/09/2022,@ Winthrop,3-0,3.0,43.0,11.0,110.0,0.291,39.0,2.0,5.0,53.0,48.0,1.0,2.0,10.0,0.0,7.0,52.0,1.0
09/10/2022,"Davidson @ Rock Hill, SC",3-0,3.0,41.0,19.0,105.0,0.21,35.0,8.0,4.0,58.0,44.0,4.0,0.0,6.0,0.0,3.0,52.0,1.0
09/17/2022,Northeastern,3-0,3.0,46.0,16.0,107.0,0.28,42.0,6.0,2.0,49.0,55.0,4.0,0.0,10.0,1.0,5.0,57.0,2.0
09/18/2022,Northeastern,3-2,5.0,61.0,36.0,164.0,0.152,61.0,8.0,9.0,59.0,107.0,4.0,0.0,16.0,0.0,8.0,77.0,0.0
09/24/2022,@ Hampton,3-0,3.0,43.0,12.0,85.0,0.365,39.0,7.0,2.0,41.0,38.0,1.0,1.0,14.0,3.0,8.0,58.0,0.0
09/25/2022,@ Hampton,3-0,3.0,50.0,18.0,117.0,0.274,44.0,4.0,8.0,58.0,0.0,0.0,0.0,11.0,4.0,5.5,59.5,2.0
10/02/2022,@ Col. of Charleston,3-2,5.0,81.0,31.0,195.0,0.256,77.0,6.0,5.0,95.0,106.0,3.0,1.0,20.0,1.0,11.0,98.0,4.0
10/03/2022,@ Col. of Charleston,3-0,3.0,42.0,13.0,104.0,0.279,36.0,5.0,4.0,59.0,56.0,6.0,3.0,14.0,1.0,10.0,57.0,1.0
10/08/2022,Towson,0-3,3.0,26.0,28.0,107.0,-0.019,26.0,4.0,3.0,43.0,67.0,3.0,0.0,4.0,0.0,2.0,32.0,0.0
10/09/2022,Towson,0-3,3.0,25.0,21.0,82.0,0.049,24.0,0.0,0.0,27.0,62.0,5.0,0.0,8.0,0.0,4.0,29.0,2.0
10/15/2022,Stony Brook,3-0,3.0,43.0,11.0,105.0,0.305,36.0,3.0,5.0,62.0,49.0,4.0,2.0,10.0,2.0,7.0,53.0,1.0
10/16/2022,Stony Brook,2-3,5.0,67.0,30.0,214.0,0.173,60.0,4.0,3.0,104.0,100.0,6.0,1.0,18.0,0.0,10.0,81.0,0.0
10/22/2022,@ Hofstra,1-3,4.0,46.0,32.0,138.0,0.101,43.0,10.0,9.0,56.0,80.0,3.0,1.0,12.0,2.0,7.0,63.0,1.0
10/23/2022,@ Hofstra,1-3,4.0,46.0,29.0,131.0,0.13,45.0,8.0,10.0,44.0,88.0,6.0,2.0,14.0,4.0,9.0,63.0,0.0
10/29/2022,UNCW,3-1,4.0,57.0,35.0,167.0,0.132,53.0,9.0,7.0,75.0,82.0,4.0,1.0,10.0,0.0,6.0,72.0,1.0
10/30/2022,UNCW,2-3,5.0,59.0,35.0,170.0,0.141,57.0,7.0,11.0,85.0,101.0,10.0,0.0,6.0,1.0,3.0,69.0,2.0
11/05/2022,@ William & Mary,3-2,5.0,80.0,35.0,211.0,0.213,74.0,5.0,15.0,87.0,114.0,1.0,3.0,17.0,1.0,11.5,96.5,0.0
11/06/2022,@ William & Mary,3-2,5.0,62.0,20.0,177.0,0.237,56.0,9.0,2.0,78.0,92.0,3.0,3.0,18.0,3.0,12.0,83.0,0.0
11/09/2022,Chicago St.,3-0,3.0,36.0,14.0,109.0,0.202,35.0,10.0,9.0,44.0,55.0,2.0,0.0,16.0,1.0,8.0,54.0,0.0
11/17/2022,"Col. of Charleston @ Towson, MD",3-2,5.0,61.0,36.0,200.0,0.125,56.0,7.0,5.0,88.0,103.0,6.0,2.0,10.0,1.0,7.0,75.0,1.0
11/18/2022,"William & Mary @ Towson, MD",3-2,5.0,63.0,31.0,200.0,0.16,59.0,7.0,13.0,77.0,102.0,1.0,0.0,20.0,2.0,10.0,80.0,0.0
11/19/2022,@ Towson,0-3,3.0,30.0,9.0,90.0,0.233,29.0,3.0,7.0,32.0,64.0,8.0,0.0,6.0,1.0,3.0,36.0,1.0
