date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"Northern Ky. @ Vermillion, SD",3-2,5.0,57.0,27.0,163.0,0.184,54.0,5.0,7.0,75.0,93.0,8.0,2.0,28.0,4.0,16.0,78.0,0.0
08/27/2022,"Louisville @ Vermillion, SD",0-3,3.0,29.0,25.0,96.0,0.042,29.0,2.0,2.0,32.0,65.0,5.0,0.0,14.0,1.0,7.0,38.0,4.0
08/28/2022,@ South Dakota,2-3,5.0,64.0,21.0,166.0,0.259,60.0,8.0,4.0,79.0,95.0,10.0,1.0,14.0,4.0,8.0,80.0,2.0
09/02/2022,Abilene Christian,3-1,4.0,61.0,14.0,117.0,0.402,55.0,6.0,8.0,59.0,60.0,4.0,1.0,16.0,2.0,9.0,76.0,3.0
09/02/2022,Missouri St.,3-0,3.0,47.0,11.0,94.0,0.383,38.0,7.0,4.0,54.0,44.0,5.0,2.0,10.0,0.0,7.0,61.0,1.0
09/03/2022,Northwestern St.,3-0,3.0,40.0,13.0,103.0,0.262,35.0,12.0,5.0,47.0,49.0,6.0,0.0,16.0,0.0,8.0,60.0,1.0
09/07/2022,@ Kansas St.,2-3,5.0,48.0,23.0,152.0,0.164,47.0,4.0,5.0,73.0,96.0,10.0,3.0,26.0,5.0,16.0,68.0,2.0
09/16/2022,"Ohio @ Indianapolis, IN",3-2,5.0,68.0,19.0,174.0,0.282,65.0,6.0,3.0,73.0,96.0,4.0,1.0,10.0,2.0,6.0,80.0,5.0
09/16/2022,@ Butler,3-1,4.0,59.0,29.0,162.0,0.185,53.0,4.0,3.0,85.0,69.0,1.0,3.0,12.0,1.0,9.0,72.0,2.0
09/17/2022,"Central Mich. @ Indianapolis, IN",3-0,3.0,43.0,20.0,124.0,0.185,40.0,3.0,4.0,57.0,62.0,2.0,2.0,14.0,3.0,9.0,55.0,1.0
09/21/2022,@ Tennessee,0-3,3.0,39.0,15.0,89.0,0.27,36.0,2.0,6.0,22.0,66.0,4.0,0.0,4.0,1.0,2.0,43.0,4.0
09/28/2022,Kentucky,1-3,4.0,44.0,29.0,144.0,0.104,42.0,7.0,1.0,62.0,91.0,3.0,1.0,16.0,1.0,9.0,60.0,1.0
10/01/2022,@ South Carolina,2-3,5.0,58.0,30.0,176.0,0.159,57.0,7.0,5.0,78.0,97.0,5.0,1.0,18.0,8.0,10.0,75.0,4.0
10/02/2022,@ South Carolina,0-3,3.0,37.0,18.0,116.0,0.164,35.0,0.0,9.0,44.0,64.0,5.0,2.0,4.0,2.0,4.0,41.0,1.0
10/12/2022,@ Alabama,0-3,3.0,34.0,19.0,116.0,0.129,29.0,3.0,6.0,56.0,71.0,6.0,1.0,14.0,1.0,8.0,45.0,0.0
10/15/2022,Auburn,2-3,5.0,62.0,15.0,134.0,0.351,56.0,5.0,8.0,55.0,95.0,11.0,3.0,16.0,0.0,11.0,78.0,7.0
10/16/2022,Auburn,3-1,4.0,57.0,10.0,116.0,0.405,50.0,4.0,5.0,47.0,76.0,11.0,1.0,22.0,0.0,12.0,73.0,2.0
10/21/2022,@ Ole Miss,0-3,3.0,45.0,20.0,116.0,0.216,39.0,2.0,3.0,37.0,75.0,6.0,1.0,4.0,0.0,3.0,50.0,0.0
10/22/2022,@ Ole Miss,2-3,5.0,72.0,29.0,182.0,0.236,64.0,4.0,12.0,61.0,100.0,2.0,3.0,12.0,0.0,9.0,85.0,0.0
10/28/2022,Georgia,2-3,5.0,50.0,27.0,124.0,0.185,46.0,2.0,6.0,43.0,82.0,9.0,3.0,18.0,0.0,12.0,64.0,2.0
10/29/2022,Georgia,0-3,3.0,24.0,20.0,92.0,0.043,17.0,2.0,4.0,33.0,63.0,6.0,3.0,14.0,0.0,10.0,36.0,0.0
11/04/2022,@ Florida,0-3,3.0,33.0,19.0,97.0,0.144,32.0,6.0,3.0,32.0,68.0,2.0,3.0,14.0,0.0,10.0,49.0,0.0
11/12/2022,LSU,2-3,5.0,60.0,24.0,157.0,0.229,49.0,5.0,6.0,70.0,93.0,9.0,1.0,14.0,0.0,8.0,73.0,1.0
11/16/2022,Arkansas,0-3,3.0,26.0,24.0,121.0,0.017,18.0,1.0,4.0,49.0,69.0,6.0,1.0,10.0,0.0,6.0,33.0,3.0
11/19/2022,Texas A&M,3-0,3.0,43.0,13.0,103.0,0.291,40.0,8.0,3.0,50.0,50.0,4.0,1.0,10.0,0.0,6.0,57.0,0.0
11/20/2022,Texas A&M,0-3,3.0,41.0,24.0,116.0,0.147,36.0,3.0,4.0,44.0,70.0,5.0,1.0,2.0,0.0,2.0,46.0,0.0
11/25/2022,@ Mississippi St.,1-3,4.0,53.0,18.0,163.0,0.215,52.0,2.0,8.0,69.0,86.0,3.0,4.0,4.0,4.0,6.0,61.0,0.0
11/26/2022,@ Mississippi St.,0-3,3.0,35.0,28.0,115.0,0.061,35.0,0.0,3.0,48.0,69.0,3.0,2.0,2.0,0.0,3.0,38.0,0.0
