date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,@ Kansas St.,0-3,3.0,29.0,19.0,93.0,0.108,29.0,3.0,7.0,37.0,65.0,5.0,1.0,8.0,2.0,5.0,37.0,0.0
08/26/2022,"Florida A&M @ Manhattan, KS",3-1,4.0,45.0,31.0,142.0,0.099,45.0,11.0,5.0,54.0,88.0,5.0,0.0,18.0,1.0,9.0,65.0,0.0
08/27/2022,"NC State @ Manhattan, KS",2-3,5.0,61.0,30.0,192.0,0.161,58.0,6.0,9.0,82.0,106.0,12.0,3.0,16.0,5.0,11.0,78.0,1.0
08/30/2022,Prairie View,3-0,3.0,32.0,15.0,81.0,0.21,29.0,9.0,7.0,36.0,36.0,0.0,4.0,10.0,0.0,9.0,50.0,0.0
09/02/2022,"SMU @ Corpus Christi, TX",0-3,3.0,24.0,21.0,89.0,0.034,24.0,3.0,3.0,41.0,66.0,9.0,1.0,4.0,2.0,3.0,30.0,1.0
09/02/2022,@ A&M-Corpus Christi,3-0,3.0,41.0,13.0,119.0,0.235,33.0,7.0,6.0,52.0,60.0,3.0,3.0,8.0,0.0,7.0,55.0,0.0
09/03/2022,"Indiana @ Corpus Christi, TX",0-3,3.0,18.0,21.0,91.0,-0.033,17.0,4.0,5.0,30.0,64.0,7.0,2.0,4.0,3.0,4.0,26.0,1.0
09/06/2022,@ Texas A&M,0-3,3.0,36.0,21.0,99.0,0.152,32.0,3.0,7.0,32.0,68.0,3.0,1.0,12.0,1.0,7.0,46.0,0.0
09/09/2022,"Ole Miss @ San Marcos, TX",0-3,3.0,28.0,11.0,99.0,0.172,25.0,0.0,6.0,35.0,63.0,7.0,0.0,2.0,0.0,1.0,29.0,0.0
09/09/2022,@ Texas St.,0-3,3.0,29.0,17.0,101.0,0.119,24.0,4.0,3.0,39.0,65.0,10.0,2.0,4.0,1.0,4.0,37.0,0.0
09/10/2022,"Wake Forest @ San Marcos, TX",0-3,3.0,34.0,15.0,112.0,0.17,32.0,3.0,3.0,52.0,72.0,11.0,1.0,12.0,1.0,7.0,44.0,1.0
09/15/2022,"McNeese @ Waco, TX",2-3,5.0,49.0,29.0,161.0,0.124,44.0,6.0,4.0,71.0,97.0,10.0,6.0,20.0,2.0,16.0,71.0,1.0
09/16/2022,@ Baylor,0-3,3.0,26.0,19.0,96.0,0.073,22.0,4.0,6.0,35.0,63.0,5.0,1.0,4.0,0.0,3.0,33.0,1.0
09/16/2022,"Tulsa @ Waco, TX",2-3,5.0,66.0,26.0,221.0,0.181,61.0,6.0,9.0,120.0,102.0,5.0,3.0,4.0,0.0,5.0,77.0,3.0
09/22/2022,@ Abilene Christian,2-3,5.0,42.0,22.0,152.0,0.132,37.0,5.0,5.0,47.0,95.0,6.0,1.0,10.0,0.0,6.0,53.0,1.0
09/24/2022,SFA,3-2,5.0,62.0,22.0,187.0,0.214,56.0,5.0,7.0,91.0,95.0,1.0,2.0,12.0,0.0,8.0,75.0,0.0
09/29/2022,@ Seattle U,3-1,4.0,63.0,17.0,130.0,0.354,60.0,4.0,7.0,52.0,70.0,4.0,1.0,4.0,0.0,3.0,70.0,1.0
10/01/2022,@ Utah Valley,3-2,5.0,64.0,23.0,163.0,0.252,60.0,6.0,7.0,60.0,94.0,7.0,1.0,28.0,0.0,15.0,85.0,1.0
10/06/2022,UTRGV,1-3,4.0,53.0,26.0,144.0,0.188,52.0,1.0,9.0,59.0,92.0,7.0,3.0,13.0,4.0,9.5,63.5,1.0
10/08/2022,New Mexico St.,2-3,5.0,52.0,28.0,177.0,0.136,49.0,3.0,6.0,76.0,97.0,3.0,3.0,16.0,0.0,11.0,66.0,3.0
10/13/2022,Utah Tech,1-3,4.0,53.0,34.0,198.0,0.096,50.0,3.0,10.0,96.0,90.0,3.0,2.0,16.0,1.0,10.0,66.0,1.0
10/15/2022,Southern Utah,0-3,3.0,39.0,17.0,125.0,0.176,37.0,5.0,6.0,47.0,75.0,4.0,0.0,8.0,2.0,4.0,48.0,0.0
10/20/2022,@ SFA,1-3,4.0,46.0,19.0,145.0,0.186,43.0,5.0,4.0,69.0,87.0,8.0,0.0,16.0,0.0,8.0,59.0,1.0
10/22/2022,@ UT Arlington,1-3,4.0,60.0,26.0,159.0,0.214,56.0,2.0,5.0,61.0,93.0,7.0,1.0,30.0,1.0,16.0,78.0,0.0
10/27/2022,@ California Baptist,0-3,3.0,35.0,20.0,112.0,0.134,34.0,2.0,6.0,39.0,70.0,3.0,0.0,10.0,2.0,5.0,42.0,0.0
10/29/2022,@ Grand Canyon,0-3,3.0,26.0,17.0,82.0,0.11,23.0,2.0,4.0,30.0,70.0,7.0,2.0,0.0,0.0,2.0,30.0,3.0
11/03/2022,Tarleton St.,3-2,5.0,63.0,22.0,175.0,0.234,59.0,5.0,6.0,75.0,105.0,6.0,1.0,22.0,0.0,12.0,80.0,2.0
11/05/2022,Abilene Christian,3-1,4.0,58.0,23.0,164.0,0.213,55.0,3.0,2.0,77.0,78.0,2.0,0.0,22.0,2.0,11.0,72.0,1.0
