date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
09/02/2022,"Niagara @ Bronx, NY",1-3,4.0,59.0,24.0,150.0,0.233,58.0,6.0,3.0,73.0,83.0,3.0,0.0,2.0,2.0,1.0,66.0,1.0
09/03/2022,@ Fordham,0-3,3.0,32.0,18.0,100.0,0.14,31.0,2.0,10.0,51.0,65.0,4.0,0.0,16.0,2.0,8.0,42.0,0.0
09/03/2022,"FDU @ Bronx, NY",3-1,4.0,52.0,25.0,125.0,0.216,49.0,9.0,5.0,47.0,77.0,5.0,2.0,14.0,2.0,9.0,70.0,1.0
09/09/2022,"CSUN @ Moraga, CA",0-3,3.0,33.0,17.0,100.0,0.16,30.0,2.0,7.0,45.0,64.0,6.0,0.0,8.0,1.0,4.0,39.0,0.0
09/09/2022,@ Saint Mary's (CA),0-3,3.0,24.0,24.0,96.0,0.0,23.0,2.0,2.0,35.0,65.0,7.0,0.0,2.0,1.0,1.0,27.0,0.0
09/10/2022,@ San Francisco,0-3,3.0,31.0,19.0,100.0,0.12,30.0,1.0,5.0,37.0,67.0,11.0,3.0,0.0,0.0,3.0,35.0,0.0
09/16/2022,George Washington,0-3,3.0,21.0,22.0,106.0,-0.009,18.0,6.0,3.0,42.0,66.0,10.0,0.0,2.0,0.0,1.0,28.0,0.0
09/17/2022,Providence,0-3,3.0,41.0,20.0,125.0,0.168,38.0,3.0,6.0,49.0,70.0,2.0,0.0,2.0,3.0,1.0,45.0,0.0
09/17/2022,Temple,1-3,4.0,52.0,25.0,143.0,0.189,50.0,2.0,11.0,61.0,86.0,8.0,1.0,22.0,1.0,12.0,66.0,1.0
09/20/2022,Lehigh,2-3,5.0,54.0,32.0,174.0,0.126,54.0,7.0,10.0,79.0,89.0,3.0,0.0,10.0,1.0,5.0,66.0,3.0
09/23/2022,@ Princeton,0-3,3.0,30.0,17.0,85.0,0.153,30.0,2.0,7.0,29.0,68.0,4.0,2.0,2.0,2.0,3.0,35.0,2.0
09/30/2022,@ Harvard,2-3,5.0,60.0,22.0,154.0,0.247,56.0,7.0,15.0,57.0,100.0,11.0,1.0,14.0,4.0,8.0,75.0,2.0
10/02/2022,@ Dartmouth,1-3,4.0,34.0,21.0,118.0,0.11,33.0,4.0,5.0,45.0,90.0,11.0,0.0,10.0,0.0,5.0,43.0,1.0
10/07/2022,Columbia,1-3,4.0,37.0,27.0,132.0,0.076,36.0,4.0,6.0,49.0,83.0,5.0,0.0,12.0,1.0,6.0,47.0,0.0
10/08/2022,Cornell,3-2,5.0,53.0,17.0,158.0,0.228,49.0,5.0,8.0,68.0,92.0,8.0,1.0,18.0,1.0,10.0,68.0,0.0
10/14/2022,@ Brown,0-3,3.0,29.0,16.0,91.0,0.143,28.0,4.0,6.0,32.0,69.0,4.0,1.0,0.0,5.0,1.0,34.0,0.0
10/15/2022,@ Yale,0-3,3.0,27.0,22.0,103.0,0.049,26.0,4.0,5.0,39.0,69.0,6.0,2.0,10.0,2.0,7.0,38.0,0.0
10/21/2022,Princeton,1-3,4.0,48.0,24.0,150.0,0.16,41.0,5.0,5.0,64.0,93.0,0.0,1.0,8.0,5.0,5.0,58.0,0.0
10/28/2022,Dartmouth,0-3,3.0,41.0,19.0,132.0,0.167,38.0,1.0,5.0,63.0,75.0,6.0,0.0,2.0,0.0,1.0,43.0,3.0
10/29/2022,Harvard,1-3,4.0,53.0,17.0,122.0,0.295,50.0,9.0,13.0,40.0,81.0,6.0,1.0,4.0,1.0,3.0,65.0,1.0
11/04/2022,Yale,2-3,5.0,51.0,31.0,180.0,0.111,48.0,7.0,4.0,97.0,91.0,8.0,1.0,16.0,3.0,9.0,67.0,0.0
11/05/2022,Brown,2-3,5.0,48.0,30.0,157.0,0.115,46.0,6.0,5.0,63.0,99.0,14.0,0.0,10.0,0.0,5.0,59.0,0.0
11/11/2022,@ Cornell,1-3,4.0,43.0,25.0,154.0,0.117,37.0,4.0,3.0,59.0,89.0,7.0,2.0,4.0,6.0,4.0,51.0,1.0
11/12/2022,@ Columbia,2-3,5.0,60.0,24.0,125.0,0.288,58.0,6.0,7.0,52.0,96.0,11.0,1.0,12.0,9.0,7.0,73.0,2.0
