date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,High Point,0-3,3.0,37.0,20.0,122.0,0.139,32.0,2.0,5.0,54.0,72.0,5.0,1.0,4.0,0.0,3.0,42.0,0.0
08/26/2022,Liberty,3-1,4.0,48.0,24.0,120.0,0.2,45.0,6.0,8.0,44.0,72.0,2.0,0.0,18.0,0.0,9.0,63.0,0.0
08/27/2022,Elon,1-3,4.0,43.0,25.0,161.0,0.112,39.0,5.0,3.0,65.0,82.0,6.0,1.0,12.0,3.0,7.0,55.0,1.0
09/01/2022,@ Navy,3-1,4.0,51.0,21.0,145.0,0.207,50.0,9.0,5.0,61.0,82.0,4.0,0.0,16.0,1.0,8.0,68.0,0.0
09/02/2022,"UAlbany @ Annapolis, MD",3-0,3.0,38.0,12.0,88.0,0.295,33.0,3.0,10.0,27.0,53.0,4.0,3.0,16.0,0.0,11.0,52.0,0.0
09/03/2022,"Michigan St. @ Annapolis, MD",2-3,5.0,46.0,27.0,151.0,0.126,44.0,6.0,10.0,49.0,102.0,8.0,1.0,16.0,0.0,9.0,61.0,0.0
09/09/2022,"FGCU @ Gainesville, Fla.",1-3,4.0,34.0,15.0,109.0,0.174,29.0,5.0,8.0,49.0,73.0,9.0,0.0,16.0,0.0,8.0,47.0,1.0
09/09/2022,"Ga. Southern @ Gainesville, Fla.",3-2,5.0,46.0,30.0,147.0,0.109,44.0,8.0,11.0,83.0,94.0,5.0,6.0,20.0,1.0,16.0,70.0,2.0
09/10/2022,@ Florida,0-3,3.0,29.0,22.0,108.0,0.065,26.0,5.0,7.0,45.0,69.0,8.0,2.0,16.0,0.0,10.0,44.0,1.0
09/16/2022,North Carolina,0-3,3.0,30.0,15.0,101.0,0.149,28.0,4.0,4.0,50.0,65.0,9.0,1.0,6.0,1.0,4.0,38.0,4.0
09/17/2022,UMBC,3-2,5.0,62.0,30.0,175.0,0.183,55.0,5.0,7.0,77.0,97.0,5.0,4.0,12.0,1.0,10.0,77.0,0.0
09/17/2022,Old Dominion,2-3,5.0,61.0,33.0,199.0,0.141,56.0,7.0,15.0,86.0,91.0,5.0,2.0,8.0,0.0,6.0,74.0,1.0
09/23/2022,@ George Mason,0-3,3.0,29.0,16.0,90.0,0.144,27.0,3.0,5.0,21.0,70.0,5.0,0.0,16.0,0.0,8.0,40.0,0.0
09/24/2022,@ George Mason,3-1,4.0,60.0,30.0,160.0,0.188,50.0,10.0,5.0,59.0,88.0,1.0,0.0,37.0,3.0,18.5,88.5,1.0
09/30/2022,Rhode Island,3-2,5.0,65.0,36.0,190.0,0.153,60.0,13.0,9.0,98.0,100.0,10.0,1.0,16.0,2.0,9.0,87.0,2.0
10/01/2022,Rhode Island,3-1,4.0,51.0,19.0,152.0,0.211,46.0,5.0,2.0,76.0,63.0,3.0,3.0,18.0,4.0,12.0,68.0,3.0
10/04/2022,@ Davidson,2-3,5.0,58.0,31.0,184.0,0.147,54.0,6.0,4.0,94.0,100.0,8.0,6.0,6.0,3.0,9.0,73.0,2.0
10/07/2022,@ Fordham,2-3,5.0,56.0,32.0,206.0,0.117,53.0,6.0,5.0,105.0,101.0,7.0,2.0,12.0,2.0,8.0,70.0,2.0
10/08/2022,@ Fordham,3-2,5.0,66.0,29.0,210.0,0.176,63.0,9.0,9.0,103.0,101.0,4.0,1.0,26.0,2.0,14.0,89.0,0.0
10/14/2022,Dayton,1-3,4.0,37.0,24.0,138.0,0.094,35.0,3.0,6.0,58.0,87.0,11.0,3.0,16.0,2.0,11.0,51.0,3.0
10/15/2022,Dayton,3-1,4.0,57.0,20.0,173.0,0.214,51.0,2.0,4.0,80.0,87.0,7.0,3.0,10.0,2.0,8.0,67.0,0.0
10/21/2022,Saint Louis,3-2,5.0,74.0,30.0,188.0,0.234,69.0,1.0,7.0,93.0,96.0,6.0,0.0,17.0,5.0,8.5,83.5,3.0
10/22/2022,Saint Louis,3-0,3.0,50.0,16.0,127.0,0.268,49.0,5.0,4.0,66.0,67.0,6.0,1.0,16.0,3.0,9.0,64.0,2.0
10/25/2022,Davidson,1-3,4.0,54.0,28.0,186.0,0.14,50.0,3.0,5.0,70.0,95.0,6.0,2.0,14.0,1.0,9.0,66.0,3.0
10/28/2022,@ Loyola Chicago,0-3,3.0,30.0,13.0,103.0,0.165,28.0,3.0,5.0,35.0,68.0,6.0,2.0,10.0,4.0,7.0,40.0,0.0
10/29/2022,@ Loyola Chicago,0-3,3.0,31.0,17.0,110.0,0.127,29.0,4.0,4.0,48.0,69.0,4.0,0.0,6.0,1.0,3.0,38.0,4.0
11/04/2022,@ Duquesne,3-2,5.0,62.0,25.0,189.0,0.196,59.0,4.0,7.0,101.0,105.0,8.0,2.0,26.0,1.0,15.0,81.0,2.0
11/05/2022,@ Duquesne,1-3,4.0,53.0,23.0,159.0,0.189,48.0,10.0,4.0,72.0,82.0,4.0,2.0,16.0,4.0,10.0,73.0,0.0
11/12/2022,George Washington,3-1,4.0,58.0,20.0,160.0,0.238,57.0,3.0,8.0,77.0,83.0,3.0,2.0,14.0,2.0,9.0,70.0,2.0
11/13/2022,George Washington,2-3,5.0,60.0,28.0,184.0,0.174,58.0,5.0,8.0,102.0,93.0,9.0,4.0,26.0,0.0,17.0,82.0,1.0
11/18/2022,"Dayton @ Saint Louis, MO",1-3,4.0,45.0,23.0,132.0,0.167,44.0,5.0,6.0,62.0,81.0,9.0,2.0,8.0,2.0,6.0,56.0,1.0
