date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,@ Utah St.,1-3,4.0,55.0,23.0,146.0,0.219,54.0,6.0,12.0,59.0,90.0,6.0,4.0,20.0,1.0,14.0,75.0,2.0
08/27/2022,"UCLA @ Logan, UT",0-3,3.0,25.0,21.0,87.0,0.046,24.0,6.0,2.0,29.0,67.0,7.0,5.0,10.0,0.0,10.0,41.0,2.0
08/29/2022,@ Utah Valley,1-3,4.0,42.0,23.0,136.0,0.14,37.0,6.0,13.0,43.0,86.0,6.0,2.0,18.0,0.0,11.0,59.0,0.0
09/08/2022,"Northwestern @ Seattle, WA",1-3,4.0,43.0,21.0,132.0,0.167,38.0,7.0,10.0,62.0,81.0,8.0,2.0,16.0,0.0,10.0,60.0,1.0
09/08/2022,"Pepperdine @ Seattle, WA",2-3,5.0,62.0,34.0,170.0,0.165,57.0,4.0,9.0,71.0,100.0,8.0,3.0,18.0,3.0,12.0,78.0,1.0
09/09/2022,@ Washington,2-3,5.0,54.0,18.0,140.0,0.257,50.0,3.0,13.0,64.0,92.0,11.0,2.0,24.0,0.0,14.0,71.0,1.0
09/11/2022,@ Portland St.,0-3,3.0,35.0,16.0,102.0,0.186,34.0,1.0,5.0,43.0,63.0,4.0,0.0,8.0,3.0,4.0,40.0,1.0
09/16/2022,"Santa Clara @ Greeley, CO",3-0,3.0,44.0,14.0,93.0,0.323,41.0,4.0,7.0,35.0,62.0,7.0,0.0,14.0,1.0,7.0,55.0,0.0
09/16/2022,@ Northern Colo.,3-0,3.0,40.0,12.0,96.0,0.292,36.0,4.0,7.0,44.0,59.0,3.0,1.0,16.0,2.0,9.0,53.0,3.0
09/17/2022,"Tarleton St. @ Greeley, CO",3-0,3.0,42.0,9.0,97.0,0.34,40.0,4.0,12.0,48.0,53.0,3.0,2.0,17.0,1.0,10.5,56.5,0.0
09/23/2022,Long Beach St.,3-1,4.0,49.0,20.0,125.0,0.232,44.0,7.0,6.0,60.0,78.0,12.0,0.0,18.0,1.0,9.0,65.0,2.0
09/24/2022,Cal St. Fullerton,3-0,3.0,47.0,16.0,101.0,0.307,43.0,5.0,2.0,51.0,48.0,2.0,3.0,8.0,2.0,7.0,59.0,1.0
09/30/2022,@ UC Santa Barbara,1-3,4.0,58.0,30.0,159.0,0.176,51.0,2.0,5.0,68.0,88.0,2.0,2.0,8.0,0.0,6.0,66.0,2.0
10/01/2022,@ CSUN,3-1,4.0,61.0,13.0,143.0,0.336,54.0,7.0,8.0,52.0,75.0,5.0,5.0,8.0,2.0,9.0,77.0,0.0
10/07/2022,UC Riverside,3-0,3.0,39.0,13.0,96.0,0.271,38.0,11.0,6.0,43.0,44.0,5.0,3.0,6.0,1.0,6.0,56.0,0.0
10/08/2022,UC Davis,3-0,3.0,41.0,13.0,105.0,0.267,37.0,7.0,8.0,50.0,48.0,3.0,0.0,12.0,1.0,6.0,54.0,0.0
10/11/2022,@ CSU Bakersfield,3-2,5.0,49.0,23.0,151.0,0.172,45.0,8.0,8.0,76.0,94.0,14.0,5.0,10.0,4.0,10.0,67.0,0.0
10/15/2022,Hawaii,3-1,4.0,58.0,17.0,131.0,0.313,51.0,8.0,12.0,50.0,89.0,9.0,1.0,26.0,1.0,14.0,80.0,1.0
10/21/2022,@ UC San Diego,3-0,3.0,46.0,14.0,108.0,0.296,42.0,4.0,10.0,41.0,62.0,6.0,4.0,12.0,0.0,10.0,60.0,0.0
10/22/2022,@ UC Irvine,1-3,4.0,51.0,21.0,151.0,0.199,48.0,12.0,7.0,66.0,87.0,6.0,1.0,18.0,2.0,10.0,73.0,1.0
10/28/2022,@ Cal St. Fullerton,3-0,3.0,40.0,14.0,112.0,0.232,39.0,11.0,3.0,56.0,54.0,3.0,1.0,6.0,0.0,4.0,55.0,4.0
10/29/2022,@ Long Beach St.,2-3,5.0,58.0,25.0,167.0,0.198,56.0,1.0,18.0,65.0,93.0,3.0,1.0,16.0,4.0,9.0,68.0,2.0
11/04/2022,CSUN,3-0,3.0,50.0,24.0,114.0,0.228,47.0,4.0,7.0,56.0,65.0,5.0,1.0,16.0,0.0,9.0,63.0,3.0
11/05/2022,UC Santa Barbara,0-3,3.0,41.0,18.0,111.0,0.207,41.0,3.0,7.0,45.0,69.0,5.0,0.0,6.0,1.0,3.0,47.0,1.0
11/10/2022,@ UC Davis,3-2,5.0,70.0,22.0,182.0,0.264,68.0,6.0,10.0,83.0,100.0,5.0,2.0,6.0,0.0,5.0,81.0,2.0
11/12/2022,@ UC Riverside,3-0,3.0,46.0,6.0,98.0,0.408,41.0,8.0,10.0,56.0,46.0,6.0,0.0,4.0,0.0,2.0,56.0,0.0
11/15/2022,CSU Bakersfield,3-1,4.0,49.0,25.0,127.0,0.189,43.0,10.0,14.0,50.0,72.0,5.0,1.0,8.0,2.0,5.0,64.0,1.0
11/18/2022,@ Hawaii,1-3,4.0,42.0,20.0,119.0,0.185,40.0,8.0,11.0,39.0,82.0,3.0,0.0,12.0,2.0,6.0,56.0,1.0
11/25/2022,UC Irvine,1-3,4.0,57.0,24.0,142.0,0.232,51.0,9.0,9.0,50.0,93.0,10.0,0.0,20.0,2.0,10.0,76.0,3.0
11/26/2022,UC San Diego,3-1,4.0,54.0,18.0,127.0,0.283,51.0,6.0,11.0,48.0,79.0,7.0,4.0,12.0,0.0,10.0,70.0,1.0
