date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"Valparaiso @ Youngstown, OH",1-3,4.0,43.0,25.0,132.0,0.136,42.0,2.0,7.0,56.0,80.0,2.0,4.0,10.0,4.0,9.0,54.0,1.0
08/26/2022,@ Youngstown St.,2-3,5.0,49.0,33.0,156.0,0.103,47.0,10.0,7.0,68.0,89.0,6.0,3.0,24.0,3.0,15.0,74.0,1.0
08/27/2022,"Idaho @ Youngstown, OH",3-2,5.0,55.0,21.0,134.0,0.254,52.0,10.0,8.0,43.0,91.0,15.0,1.0,24.0,1.0,13.0,78.0,0.0
09/02/2022,Hartford,3-0,3.0,36.0,8.0,64.0,0.438,33.0,10.0,8.0,24.0,31.0,4.0,0.0,18.0,1.0,9.0,55.0,0.0
09/03/2022,Quinnipiac,3-0,3.0,40.0,11.0,87.0,0.333,37.0,8.0,8.0,35.0,49.0,5.0,3.0,14.0,1.0,10.0,58.0,3.0
09/03/2022,Hartford,3-0,3.0,33.0,14.0,73.0,0.26,32.0,11.0,5.0,42.0,37.0,7.0,0.0,10.0,1.0,5.0,49.0,1.0
09/06/2022,Bowie St.,3-0,3.0,37.0,9.0,84.0,0.333,33.0,17.0,4.0,41.0,31.0,1.0,1.0,4.0,0.0,3.0,57.0,0.0
09/09/2022,"Alcorn @ Montgomery, AL",3-0,3.0,35.0,8.0,72.0,0.375,34.0,14.0,11.0,30.0,29.0,0.0,2.0,4.0,1.0,4.0,53.0,0.0
09/09/2022,"Alabama A&M @ Montgomery, AL",3-0,3.0,44.0,14.0,89.0,0.337,42.0,3.0,8.0,40.0,51.0,5.0,3.0,8.0,1.0,7.0,54.0,2.0
09/10/2022,@ Alabama St.,3-0,3.0,44.0,11.0,98.0,0.337,37.0,2.0,12.0,41.0,47.0,2.0,4.0,0.0,0.0,4.0,50.0,0.0
09/15/2022,"Binghamton @ Morgantown, WV",3-2,5.0,73.0,32.0,185.0,0.222,70.0,6.0,8.0,71.0,97.0,8.0,0.0,8.0,1.0,4.0,83.0,0.0
09/15/2022,"Merrimack @ Morgantown, WV",3-0,3.0,36.0,10.0,70.0,0.371,34.0,11.0,11.0,26.0,44.0,5.0,2.0,10.0,1.0,7.0,54.0,0.0
09/16/2022,@ West Virginia,2-3,5.0,53.0,28.0,160.0,0.156,51.0,4.0,11.0,60.0,99.0,6.0,3.0,24.0,1.0,15.0,72.0,1.0
09/23/2022,@ Howard,3-1,4.0,49.0,16.0,130.0,0.254,45.0,8.0,9.0,35.0,82.0,3.0,1.0,12.0,1.0,7.0,64.0,2.0
09/25/2022,Norfolk St.,0-3,3.0,37.0,22.0,106.0,0.142,34.0,3.0,9.0,40.0,67.0,6.0,2.0,4.0,0.0,4.0,44.0,0.0
09/29/2022,@ UMES,3-0,3.0,34.0,13.0,85.0,0.247,33.0,9.0,4.0,39.0,42.0,1.0,8.0,6.0,3.0,11.0,54.0,2.0
10/07/2022,@ N.C. Central,3-0,3.0,40.0,14.0,86.0,0.302,40.0,8.0,10.0,46.0,0.0,5.0,1.0,14.0,0.0,8.0,56.0,0.0
10/09/2022,"South Carolina St. @ Orangeburg, SC",3-0,3.0,37.0,9.0,66.0,0.424,32.0,9.0,9.0,33.0,0.0,4.0,2.0,6.0,1.0,5.0,51.0,0.0
10/14/2022,Morgan St.,3-0,3.0,40.0,12.0,82.0,0.341,39.0,13.0,4.0,34.0,41.0,2.0,0.0,4.0,0.0,2.0,55.0,0.0
10/16/2022,@ Coppin St.,2-3,5.0,60.0,23.0,162.0,0.228,54.0,9.0,15.0,65.0,82.0,5.0,4.0,10.0,1.0,9.0,78.0,0.0
10/20/2022,Howard,2-3,5.0,47.0,24.0,139.0,0.165,44.0,6.0,7.0,54.0,90.0,10.0,2.0,22.0,0.0,13.0,66.0,0.0
10/23/2022,@ Norfolk St.,3-1,4.0,49.0,25.0,122.0,0.197,47.0,4.0,9.0,54.0,67.0,6.0,3.0,10.0,0.0,8.0,61.0,1.0
10/28/2022,N.C. Central,3-0,3.0,48.0,16.0,120.0,0.267,47.0,7.0,6.0,65.0,45.0,2.0,2.0,6.0,0.0,5.0,60.0,0.0
10/30/2022,South Carolina St.,3-0,3.0,43.0,10.0,76.0,0.434,41.0,10.0,11.0,41.0,31.0,1.0,3.0,14.0,0.0,10.0,63.0,0.0
11/06/2022,Coppin St.,3-2,5.0,54.0,20.0,156.0,0.218,53.0,14.0,7.0,73.0,86.0,9.0,3.0,12.0,0.0,9.0,77.0,0.0
11/08/2022,@ Morgan St.,3-0,3.0,41.0,7.0,83.0,0.41,39.0,8.0,4.0,34.0,36.0,2.0,3.0,4.0,1.0,5.0,54.0,0.0
11/11/2022,UMES,3-0,3.0,39.0,12.0,94.0,0.287,39.0,3.0,3.0,36.0,48.0,1.0,2.0,18.0,0.0,11.0,53.0,0.0
11/18/2022,N.C. Central,3-0,3.0,30.0,7.0,75.0,0.307,30.0,14.0,6.0,40.0,34.0,3.0,2.0,17.0,0.0,10.5,54.5,0.0
11/19/2022,@ Howard,3-1,4.0,61.0,14.0,133.0,0.353,57.0,4.0,4.0,48.0,63.0,2.0,2.0,14.0,1.0,9.0,74.0,0.0
11/20/2022,@ Coppin St.,3-1,4.0,52.0,20.0,128.0,0.25,47.0,5.0,6.0,59.0,61.0,5.0,2.0,18.0,0.0,11.0,68.0,0.0
12/01/2022,@ Nebraska,0-3,3.0,18.0,30.0,111.0,-0.108,17.0,4.0,3.0,36.0,71.0,6.0,0.0,0.0,2.0,0.0,22.0,1.0
