date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"California Baptist @ North Charleston, SC",3-1,4.0,64.0,23.0,136.0,0.301,58.0,9.0,14.0,50.0,84.0,4.0,0.0,20.0,0.0,10.0,83.0,0.0
08/27/2022,"App State @ Charleston, SC",3-2,5.0,75.0,29.0,161.0,0.286,71.0,8.0,21.0,53.0,95.0,5.0,0.0,28.0,0.0,14.0,97.0,0.0
08/27/2022,@ Charleston So.,3-1,4.0,57.0,19.0,128.0,0.297,56.0,8.0,17.0,39.0,81.0,3.0,0.0,17.0,0.0,8.5,73.5,0.0
09/02/2022,"Miami (FL) @ Las Vegas, NV",0-3,3.0,40.0,22.0,95.0,0.189,38.0,2.0,5.0,32.0,72.0,8.0,0.0,6.0,0.0,3.0,45.0,0.0
09/02/2022,"Weber St. @ Las Vegas, NV",1-3,4.0,43.0,22.0,119.0,0.176,41.0,5.0,7.0,44.0,80.0,9.0,5.0,0.0,5.0,5.0,53.0,0.0
09/03/2022,@ UNLV,1-3,4.0,46.0,22.0,133.0,0.18,46.0,1.0,5.0,31.0,88.0,7.0,0.0,10.0,5.0,5.0,52.0,2.0
09/07/2022,@ Fairfield,2-3,5.0,54.0,36.0,158.0,0.114,51.0,3.0,6.0,54.0,96.0,3.0,0.0,12.0,3.0,6.0,63.0,2.0
09/09/2022,Southeastern La.,3-2,5.0,71.0,29.0,166.0,0.253,66.0,6.0,4.0,62.0,108.0,6.0,1.0,34.0,2.0,18.0,95.0,4.0
09/09/2022,Bryant,3-0,3.0,45.0,12.0,107.0,0.308,40.0,3.0,2.0,45.0,58.0,2.0,3.0,20.0,2.0,13.0,61.0,2.0
09/10/2022,Stonehill,3-0,3.0,40.0,13.0,76.0,0.355,36.0,9.0,4.0,33.0,36.0,4.0,2.0,18.0,0.0,11.0,60.0,0.0
09/16/2022,Columbia,3-2,5.0,68.0,28.0,134.0,0.299,62.0,4.0,10.0,52.0,74.0,7.0,0.0,18.0,2.0,9.0,81.0,0.0
09/16/2022,Boston College,3-2,5.0,61.0,28.0,148.0,0.223,59.0,9.0,5.0,49.0,89.0,5.0,1.0,23.0,1.0,12.5,82.5,0.0
09/17/2022,Middle Tenn.,3-1,4.0,58.0,23.0,128.0,0.273,55.0,4.0,7.0,45.0,81.0,3.0,0.0,18.0,3.0,9.0,71.0,0.0
09/23/2022,Providence,3-0,3.0,49.0,21.0,123.0,0.228,46.0,2.0,5.0,47.0,58.0,4.0,2.0,12.0,0.0,8.0,59.0,0.0
09/24/2022,UConn,3-2,5.0,72.0,35.0,173.0,0.214,66.0,12.0,7.0,63.0,108.0,5.0,0.0,27.0,1.0,13.5,97.5,0.0
