date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,@ Kentucky,3-2,5.0,64.0,18.0,160.0,0.288,54.0,0.0,11.0,69.0,93.0,9.0,4.0,2.0,1.0,5.0,69.0,0.0
08/27/2022,"Ohio @ Lexington, KY",3-0,3.0,43.0,15.0,100.0,0.28,37.0,8.0,5.0,41.0,44.0,0.0,0.0,8.0,1.0,4.0,55.0,0.0
09/02/2022,@ Wisconsin,1-3,4.0,54.0,19.0,165.0,0.212,51.0,4.0,10.0,70.0,88.0,6.0,0.0,12.0,0.0,6.0,64.0,1.0
09/04/2022,"High Point @ Madison, WI",3-1,4.0,52.0,24.0,157.0,0.178,46.0,9.0,6.0,65.0,71.0,4.0,1.0,12.0,1.0,7.0,68.0,0.0
09/06/2022,Loyola Chicago,3-1,4.0,59.0,19.0,160.0,0.25,52.0,7.0,8.0,81.0,73.0,3.0,0.0,24.0,3.0,12.0,78.0,1.0
09/10/2022,LSU,3-1,4.0,55.0,18.0,128.0,0.289,53.0,8.0,5.0,57.0,63.0,3.0,4.0,12.0,2.0,10.0,73.0,0.0
09/11/2022,Milwaukee,3-0,3.0,48.0,10.0,91.0,0.418,47.0,10.0,6.0,42.0,49.0,2.0,1.0,10.0,1.0,6.0,64.0,0.0
09/13/2022,Green Bay,3-0,3.0,49.0,14.0,104.0,0.337,46.0,10.0,3.0,49.0,48.0,2.0,2.0,8.0,1.0,6.0,65.0,1.0
09/17/2022,Illinois,3-2,5.0,55.0,23.0,142.0,0.225,53.0,7.0,9.0,62.0,85.0,9.0,3.0,8.0,4.0,7.0,69.0,2.0
09/18/2022,Illinois St.,3-0,3.0,43.0,9.0,94.0,0.362,39.0,6.0,3.0,46.0,47.0,3.0,4.0,12.0,3.0,10.0,59.0,1.0
09/21/2022,DePaul,3-0,3.0,48.0,9.0,97.0,0.402,45.0,5.0,6.0,48.0,49.0,2.0,2.0,8.0,4.0,6.0,59.0,0.0
09/24/2022,Butler,3-1,4.0,65.0,14.0,153.0,0.333,60.0,3.0,5.0,79.0,59.0,3.0,5.0,10.0,2.0,10.0,78.0,0.0
09/30/2022,UConn,3-0,3.0,40.0,13.0,92.0,0.293,37.0,7.0,8.0,41.0,46.0,5.0,2.0,10.0,4.0,7.0,54.0,0.0
10/01/2022,Providence,3-0,3.0,49.0,11.0,107.0,0.355,41.0,1.0,6.0,49.0,44.0,4.0,0.0,10.0,2.0,5.0,55.0,0.0
10/07/2022,@ St. John's (NY),3-0,3.0,46.0,21.0,115.0,0.217,43.0,4.0,0.0,47.0,62.0,2.0,5.0,12.0,4.0,11.0,61.0,0.0
10/08/2022,@ Seton Hall,3-0,3.0,47.0,16.0,103.0,0.301,46.0,6.0,4.0,45.0,50.0,5.0,1.0,6.0,0.0,4.0,57.0,0.0
