date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,North Carolina,3-1,4.0,47.0,12.0,108.0,0.324,43.0,5.0,12.0,40.0,69.0,6.0,4.0,18.0,0.0,13.0,65.0,0.0
08/27/2022,UC Santa Barbara,3-1,4.0,57.0,18.0,123.0,0.317,52.0,3.0,11.0,41.0,80.0,7.0,2.0,8.0,3.0,6.0,66.0,0.0
08/30/2022,Northern Colo.,1-3,4.0,39.0,19.0,123.0,0.163,36.0,2.0,8.0,38.0,85.0,8.0,0.0,16.0,2.0,8.0,49.0,0.0
09/01/2022,Arkansas,0-3,3.0,28.0,19.0,102.0,0.088,26.0,3.0,5.0,40.0,71.0,3.0,4.0,7.0,0.0,7.5,38.5,0.0
09/02/2022,FGCU,3-1,4.0,42.0,11.0,111.0,0.279,39.0,8.0,7.0,39.0,71.0,3.0,4.0,16.0,3.0,12.0,62.0,1.0
09/03/2022,Alabama St.,3-0,3.0,42.0,8.0,81.0,0.42,35.0,4.0,5.0,30.0,40.0,1.0,2.0,6.0,1.0,5.0,51.0,1.0
09/08/2022,@ Baylor,0-3,3.0,33.0,21.0,105.0,0.114,29.0,7.0,8.0,32.0,71.0,7.0,1.0,12.0,0.0,7.0,47.0,2.0
09/09/2022,"Evansville @ Waco, TX",3-0,3.0,39.0,7.0,81.0,0.395,35.0,9.0,5.0,34.0,43.0,3.0,1.0,8.0,0.0,5.0,53.0,1.0
09/09/2022,"Arizona St. @ Waco, TX",3-2,5.0,63.0,18.0,166.0,0.271,52.0,6.0,10.0,65.0,92.0,5.0,1.0,10.0,0.0,6.0,75.0,2.0
09/15/2022,Colorado,3-1,4.0,59.0,18.0,144.0,0.285,57.0,8.0,4.0,68.0,83.0,8.0,3.0,22.0,1.0,14.0,81.0,2.0
09/16/2022,@ Colorado,2-3,5.0,64.0,24.0,156.0,0.256,60.0,2.0,9.0,71.0,89.0,2.0,2.0,10.0,0.0,7.0,73.0,1.0
09/20/2022,Wyoming,3-1,4.0,58.0,14.0,106.0,0.415,54.0,11.0,6.0,49.0,57.0,7.0,0.0,6.0,2.0,3.0,72.0,1.0
09/22/2022,UNLV,3-0,3.0,36.0,11.0,98.0,0.255,31.0,3.0,5.0,40.0,53.0,2.0,3.0,12.0,2.0,9.0,48.0,0.0
09/29/2022,@ Air Force,3-0,3.0,41.0,10.0,85.0,0.365,35.0,6.0,5.0,32.0,50.0,2.0,2.0,2.0,2.0,3.0,50.0,0.0
10/01/2022,@ New Mexico,3-1,4.0,55.0,27.0,156.0,0.179,51.0,6.0,9.0,60.0,86.0,4.0,2.0,18.0,2.0,11.0,72.0,2.0
10/06/2022,Nevada,3-0,3.0,41.0,14.0,104.0,0.26,38.0,2.0,5.0,43.0,54.0,4.0,1.0,16.0,0.0,9.0,52.0,0.0
10/08/2022,San Jose St.,2-3,5.0,57.0,19.0,159.0,0.239,55.0,2.0,11.0,59.0,94.0,4.0,1.0,22.0,2.0,12.0,71.0,0.0
10/13/2022,@ Fresno St.,3-2,5.0,73.0,23.0,151.0,0.331,66.0,3.0,11.0,67.0,90.0,9.0,1.0,16.0,0.0,9.0,85.0,0.0
10/15/2022,@ San Diego St.,3-0,3.0,43.0,9.0,98.0,0.347,38.0,4.0,7.0,36.0,57.0,4.0,1.0,12.0,1.0,7.0,54.0,0.0
10/20/2022,Boise St.,1-3,4.0,48.0,20.0,126.0,0.222,46.0,8.0,8.0,35.0,91.0,10.0,2.0,24.0,2.0,14.0,70.0,0.0
10/22/2022,@ Utah St.,3-1,4.0,52.0,18.0,129.0,0.264,50.0,6.0,11.0,43.0,77.0,4.0,8.0,4.0,0.0,10.0,68.0,0.0
10/27/2022,San Diego St.,3-1,4.0,53.0,22.0,137.0,0.226,51.0,6.0,8.0,46.0,81.0,6.0,3.0,20.0,1.0,13.0,72.0,0.0
10/29/2022,Fresno St.,3-1,4.0,54.0,19.0,130.0,0.269,51.0,3.0,6.0,61.0,74.0,4.0,1.0,14.0,0.0,8.0,65.0,1.0
11/03/2022,@ San Jose St.,1-3,4.0,48.0,14.0,112.0,0.304,42.0,4.0,7.0,40.0,87.0,14.0,1.0,6.0,0.0,4.0,56.0,1.0
11/05/2022,@ Nevada,0-3,3.0,37.0,14.0,114.0,0.202,34.0,3.0,10.0,45.0,73.0,13.0,4.0,10.0,0.0,9.0,49.0,2.0
11/10/2022,New Mexico,0-3,3.0,44.0,14.0,122.0,0.246,40.0,4.0,3.0,56.0,71.0,8.0,0.0,12.0,1.0,6.0,54.0,1.0
11/12/2022,Air Force,3-1,4.0,55.0,10.0,139.0,0.324,51.0,4.0,5.0,56.0,63.0,3.0,2.0,6.0,0.0,5.0,64.0,0.0
11/15/2022,@ Wyoming,3-0,3.0,42.0,15.0,105.0,0.257,40.0,4.0,5.0,49.0,54.0,2.0,1.0,10.0,0.0,6.0,52.0,0.0
11/19/2022,@ UNLV,1-3,4.0,44.0,8.0,106.0,0.34,38.0,7.0,9.0,34.0,88.0,9.0,2.0,8.0,0.0,6.0,57.0,0.0
11/23/2022,San Diego St.,2-3,5.0,55.0,21.0,157.0,0.217,52.0,3.0,10.0,54.0,104.0,9.0,1.0,20.0,0.0,11.0,69.0,5.0
