date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe
08/26/2022,"Bowling Green @ Knoxville, TN",3-0,3.0,36.0,10.0,99.0,0.263,34.0,5.0,5.0,50.0,58.0,3.0,0.0,20.0,5.0,10.0,51.0,0.0
08/27/2022,"Loyola Chicago @ Knoxville, TN",3-0,3.0,38.0,13.0,85.0,0.294,35.0,2.0,7.0,35.0,50.0,3.0,2.0,14.0,1.0,9.0,49.0,0.0
08/27/2022,@ Tennessee,3-1,4.0,59.0,11.0,147.0,0.327,54.0,5.0,7.0,61.0,77.0,4.0,1.0,12.0,2.0,7.0,71.0,1.0
09/02/2022,Bradley,3-0,3.0,33.0,9.0,82.0,0.293,27.0,8.0,6.0,38.0,36.0,2.0,1.0,14.0,6.0,8.0,49.0,0.0
09/02/2022,Utah,3-2,5.0,70.0,19.0,171.0,0.298,59.0,11.0,10.0,64.0,89.0,3.0,1.0,18.0,0.0,10.0,91.0,0.0
09/03/2022,Milwaukee,3-1,4.0,58.0,24.0,142.0,0.239,51.0,5.0,5.0,56.0,74.0,2.0,4.0,24.0,4.0,16.0,79.0,0.0
09/09/2022,@ Louisville,0-3,3.0,42.0,18.0,127.0,0.189,38.0,4.0,10.0,45.0,69.0,5.0,1.0,6.0,4.0,4.0,50.0,1.0
09/10/2022,"Xavier @ Louisville, KY",3-0,3.0,51.0,8.0,102.0,0.422,50.0,7.0,7.0,45.0,48.0,1.0,2.0,6.0,0.0,5.0,63.0,2.0
09/15/2022,Northern Ky.,3-0,3.0,46.0,15.0,98.0,0.316,40.0,3.0,8.0,44.0,46.0,4.0,2.0,16.0,3.0,10.0,59.0,1.0
09/17/2022,Ball St.,3-0,3.0,45.0,21.0,121.0,0.198,41.0,4.0,7.0,55.0,58.0,1.0,3.0,22.0,1.0,14.0,63.0,0.0
09/23/2022,Minnesota,3-0,3.0,51.0,20.0,125.0,0.248,47.0,5.0,7.0,50.0,67.0,1.0,2.0,10.0,1.0,7.0,63.0,0.0
09/25/2022,@ Iowa,3-1,4.0,61.0,24.0,132.0,0.28,57.0,4.0,3.0,46.0,80.0,6.0,1.0,18.0,5.0,10.0,75.0,0.0
09/30/2022,@ Illinois,3-2,5.0,58.0,21.0,139.0,0.266,52.0,6.0,8.0,70.0,83.0,5.0,3.0,6.0,1.0,6.0,70.0,0.0
10/02/2022,Rutgers,3-0,3.0,44.0,11.0,85.0,0.388,36.0,6.0,4.0,34.0,44.0,6.0,0.0,10.0,2.0,5.0,55.0,0.0
10/05/2022,Iowa,3-2,5.0,58.0,28.0,159.0,0.189,52.0,8.0,4.0,63.0,92.0,11.0,3.0,16.0,3.0,11.0,77.0,0.0
10/08/2022,Wisconsin,1-3,4.0,41.0,23.0,140.0,0.129,37.0,4.0,4.0,62.0,79.0,7.0,2.0,14.0,1.0,9.0,54.0,0.0
10/14/2022,@ Indiana,3-2,5.0,56.0,26.0,156.0,0.192,53.0,6.0,12.0,70.0,84.0,7.0,0.0,16.0,0.0,8.0,70.0,0.0
10/16/2022,Maryland,0-3,3.0,35.0,21.0,122.0,0.115,32.0,5.0,4.0,47.0,70.0,6.0,2.0,14.0,4.0,9.0,49.0,1.0
